Reactant ID,Reactant SMILES,Product ID,Product SMILES,Catalyst ID,Catalyst Designation,Standard Catalyst Mixture,Mixture Change Note,Solvent 1 ID,Solvent 1 SMILES,Solvent 2 ID,Solvent 2 SMILES,Sol1_Sol2_Ratio,Oxidant ID,Oxidant SMILES,Oxidant Solution ID,Oxidant Solution SMILES,Ox/Ox_Sol,Additive ID,Additive SMILES,Temperature ©,Time,Yield (%),ee (%),er,ddG er (kcal/mol),Multiple Stereocenters,de (%),dr,ddG dr (kcal/mol),Olefin Type,DOI,Additional Notes
react_705,CCCC/C=C/CP(=O)(c1ccccc1)c1ccccc1,prod_895,CCCC[C@H](O)[C@@H](O)CP(=O)(c1ccccc1)c1ccccc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],None,None,None,adtv_0,CS(N)(=O)=O,0,Not Reported,61,49.0,2.921568627,0.581905948,Yes,,,,trans_di,389_120,
react_706,CCN(CC)C(=O)c1c(C/C=C/CC(C)C)cccc1OC,prod_896,CCN(CC)C(=O)c1c(C[C@H](O)[C@@H](O)CC(C)C)cccc1OC,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],None,None,None,None,None,0,Not Reported,Not Reported,81.0,9.526315789,1.223416188,Yes,,,,trans_di,390_241,
react_707,CCCCCCCCCCCCCC/C=C/C(=O)OCC,prod_897,CCCCCCCCCCCCCC[C@H](O)[C@@H](O)C(=O)OCC,cat_0,alpha,No,new metal: OsO4,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],None,None,None,adtv_0,CS(N)(=O)=O,0,24,94,99.0,199.0,2.873002675,Yes,,,,trans_di,392_282,
react_708,C(=C/c1ccccc1)\CN1CCN(c2ccccc2)CC1,prod_898,O[C@H](CN1CCN(c2ccccc2)CC1)[C@H](O)c1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],None,None,None,adtv_0,CS(N)(=O)=O,25,168,70,55.0,3.444444444,0.732704887,Yes,,,,trans_di,392_111,rt
react_707,CCCCCCCCCCCCCC/C=C/C(=O)OCC,prod_899,CCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)OCC,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],None,None,None,adtv_0,CS(N)(=O)=O,25,Not Reported,95,97.0,65.66666667,2.47911,Yes,,,,trans_di,393_261,rt
react_709,CCC#CCCCCCCCCCCC/C=C/C(=O)OCC,prod_900,CCC#CCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)OCC,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],None,None,None,adtv_0,CS(N)(=O)=O,25,Not Reported,95,97.0,65.66666667,2.47911,Yes,,,,trans_di,396_480,rt
react_710,O=P(C/C=C/c1ccccc1)(c1ccccc1)c1ccccc1,prod_901,O=P(C[C@H](O)[C@@H](O)c1ccccc1)(c1ccccc1)c1ccccc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],None,None,None,adtv_0,CS(N)(=O)=O,0,Not Reported,66,74.0,6.692307692,1.031767447,Yes,,,,trans_di,397_120,rt
react_710,O=P(C/C=C/c1ccccc1)(c1ccccc1)c1ccccc1,prod_902,O=P(C[C@@H](O)[C@H](O)c1ccccc1)(c1ccccc1)c1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],None,None,None,adtv_0,CS(N)(=O)=O,25,Not Reported,94,85.0,12.33333333,1.488384729,Yes,,,,trans_di,397_120,rt
react_711,Brc1c(/C=C/c2ccc3ccccc3c2Br)ccc2ccccc12,prod_903,O[C@H](c1ccc2ccccc2c1Br)[C@H](O)c1ccc2ccccc2c1Br,cat_1,beta,No,no base,sol1_3,CC(C)=O,sol2_0,O,1,ox_2,C[N+]1([O-])CCOCC1,None,None,None,None,None,25,Not Reported,Not Reported,95.0,39.0,2.170432273,Yes,,,,trans_di,400_486,rt
react_712,COC(C/C=C/CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)OC,prod_904,COC(C[C@@H](O)[C@H](O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)OC,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],None,None,None,adtv_0,CS(N)(=O)=O,Not Reported,Not Reported,81,91.0,21.22222222,,Yes,,,,trans_di,402_492,
