react_id,b1_0,b5_0,l_0,vol_0,espmin_0,espmax_0,b1_1,b5_1,l_1,vol_1,espmin_1,espmax_1,b1_0^2,b1_0 b5_0,b1_0 l_0,b1_0 vol_0,b1_0 espmin_0,b1_0 espmax_0,b1_0 b1_1,b1_0 b5_1,b1_0 l_1,b1_0 vol_1,b1_0 espmin_1,b1_0 espmax_1,b5_0^2,b5_0 l_0,b5_0 vol_0,b5_0 espmin_0,b5_0 espmax_0,b5_0 b1_1,b5_0 b5_1,b5_0 l_1,b5_0 vol_1,b5_0 espmin_1,b5_0 espmax_1,l_0^2,l_0 vol_0,l_0 espmin_0,l_0 espmax_0,l_0 b1_1,l_0 b5_1,l_0 l_1,l_0 vol_1,l_0 espmin_1,l_0 espmax_1,vol_0^2,vol_0 espmin_0,vol_0 espmax_0,vol_0 b1_1,vol_0 b5_1,vol_0 l_1,vol_0 vol_1,vol_0 espmin_1,vol_0 espmax_1,espmin_0^2,espmin_0 espmax_0,espmin_0 b1_1,espmin_0 b5_1,espmin_0 l_1,espmin_0 vol_1,espmin_0 espmin_1,espmin_0 espmax_1,espmax_0^2,espmax_0 b1_1,espmax_0 b5_1,espmax_0 l_1,espmax_0 vol_1,espmax_0 espmin_1,espmax_0 espmax_1,b1_1^2,b1_1 b5_1,b1_1 l_1,b1_1 vol_1,b1_1 espmin_1,b1_1 espmax_1,b5_1^2,b5_1 l_1,b5_1 vol_1,b5_1 espmin_1,b5_1 espmax_1,l_1^2,l_1 vol_1,l_1 espmin_1,l_1 espmax_1,vol_1^2,vol_1 espmin_1,vol_1 espmax_1,espmin_1^2,espmin_1 espmax_1,espmax_1^2,ddG er (kcal/mol)
react_100,1.664794672045468,1.6648256999870197,2.354506459797568,5.651470746026386,67.2992263946831,150.65870542781136,1.6542442465916989,7.525129993182674,6.787430849476644,79.7956261312321,26.481916219890724,140.5901716077775,2.7715413000709774,2.7715929552227574,3.9197698095676277,9.408538387205555,112.03939353465016,250.81581009348798,2.75397700798773,12.527796319100064,11.299678715085763,132.8433332358073,44.08695302842854,234.05376863458602,2.77164461133727,3.919842865056445,9.408713740709542,112.0414816911132,250.82048472299425,2.754028335781525,12.528029808393661,11.299889315093445,132.845809129831,44.087774707777186,234.05813085821342,5.543700669228476,13.306424378876105,158.45646328566033,354.7268951545207,3.8949287646831157,17.717967179765033,15.981049780522051,187.87931718957756,62.351842807550696,331.0204672345607,31.939121593192038,380.3396091997584,851.4432663594825,9.348912966395446,42.52805201651762,38.35896688649428,450.96264674151683,149.6617748154341,794.541242020184,4529.185873322811,10139.214324916149,111.32935806347673,506.4354270606209,456.78884537718494,5370.18390831128,1782.2124750474563,9461.609787899168,22698.045521184034,249.2262966529105,1133.7263429488964,1022.5855449629412,12021.905731733063,3989.731214936496,21181.1332503016,2.7365240273817375,12.448402996077068,11.228068431885745,132.00145543077292,43.80755754547762,232.57048250950555,56.62758141429747,51.076299462050045,600.4724595249257,199.27986202325042,1057.9593171123856,46.06921753642724,541.6072944564294,179.74417510414222,954.2460679038445,6367.34194967537,2113.1410859210114,11218.480771339975,701.2918866773115,3723.0971458572235,19765.596352704328,0.553693199292111
react_101,1.664709412211061,1.6648169889413955,2.354514534785343,5.651133208581501,67.11172838512337,147.79650133118926,1.6563318011556647,7.426607856173277,4.94165523532712,58.25901826586561,37.01228885148544,146.37459016306687,2.7712574271040964,2.771436511099619,3.9195825072449084,9.407494641984119,111.72152591246711,246.03822685789538,2.7573111391283347,12.363143998972264,8.226419982151123,96.98433605336261,61.61470561854233,243.671157952994,2.7716156066678947,3.9198357982200855,9.408102572417382,111.72874557277387,246.05412632226347,2.757489321887852,12.363942929162908,8.22695158926378,96.99060336806015,61.61868727955917,243.6869044528078,5.543738694515441,13.305675277613277,158.01553993733907,347.9890105747064,3.899857300248199,17.486056141510996,11.63519907747579,137.17170528930538,87.14597206649597,344.6411000621886,31.93530654113265,379.25731696247243,835.2177167848437,9.360151645940388,41.968750283133076,27.925952005717722,329.2294728215894,209.1613746542402,827.1823073630143,4503.984086838574,9918.878653610298,111.15928995480114,498.4124892663243,331.64302392619663,3909.863409842714,2483.9586763126204,9823.451737507496,21843.80580574023,244.8000452543943,1097.6266579011344,730.3593545663032,8610.479070684787,5470.286798508929,21633.652309887995,2.7434350355195685,12.300926766892294,8.18502071661969,96.49626465786196,61.3046310582746,242.4448885682148,55.15450424937464,36.69973559318019,432.66688274622,274.87575515939636,1087.066681249176,24.419956464835938,287.89598261853314,182.9019709743826,723.332759798181,3394.113209302463,2156.2996122601844,8527.639921968706,1369.9095260257932,5417.65861163323,21425.52064540579,0.4992285308022431
react_102,1.6648406044373036,1.664852011440812,2.3545060181912327,5.651725151045159,66.94820406107205,149.90058092960513,1.6472222232442828,6.805252109385656,4.5575222693144,50.32641429889445,13.2262204539319,155.37572968607125,2.7716942381831666,2.7717132290257824,3.919877222476761,9.409221516579535,111.45808851502713,249.56057376034676,2.742362441788571,11.329660035137852,7.587548129581857,83.7854580005336,22.01954885494501,258.675823725446,2.7717322199985177,3.9199040803351712,9.409285985828161,111.45885219342574,249.56228367679932,2.7423812316582508,11.329737662672539,7.587600117254373,83.78603207411807,22.019699726488135,258.6775960969396,5.543698589698733,13.307020881298582,157.62994936888887,352.94181992911723,3.878394637927006,16.02300704685711,10.730713611141319,118.49384534073229,31.141215656706635,365.83309062670895,31.94199718295643,378.3728487092646,847.1968833961297,9.309647268470238,38.46141450581804,25.757863235932604,284.4310614549805,74.75096279275485,878.140919328763,4482.062027002944,10035.57468094845,110.27856953569102,455.5994069061919,305.1179308989406,3369.2630541444396,885.4717059065578,10402.126057161067,22470.184163033096,246.9195681844737,1020.1112445693306,683.1752357698408,7543.9587395082635,1982.6181295474173,23290.912142303372,2.713341052749838,11.209762509360086,7.507251964945395,82.89878804933778,21.78652426124471,255.938354891693,46.311456272297924,31.015088036823922,342.4839370653679,90.00776464331977,1057.3710121934719,20.771009235296678,229.36375390195408,60.278794257656244,708.1283481552442,2532.7479761839677,665.6282501730885,7819.503344174255,174.93290749600655,2055.0336540185094,24141.617375479083,0.1640664539823468
react_103,1.664724723555397,1.6648750798217753,2.354490065723916,5.651294914970102,67.65359548729614,150.4559394853614,1.6792307797015695,7.557997413668673,5.0910718670960105,55.89442652063687,23.411461183301057,151.38625396238206,2.771308405216593,2.7715587070105743,3.9195778237761743,9.407850365053624,112.62461304511773,250.4677222670358,2.7954569955244093,12.581985155101988,8.475233206552065,93.04883373785466,38.973638246398764,252.01643977761358,2.771809031411563,3.9199318361116813,9.408700072657242,112.63478518714227,250.49034426035126,2.7957094783948326,12.583121547374404,8.475998681109864,93.05723781513767,38.97715830629274,252.03920164954036,5.543623469592609,13.305917735773187,159.28971848534312,354.2470148474421,3.953732188865171,17.79522982724994,11.986878134964064,131.60287197217488,55.12205278016341,356.43743104158636,31.937134215966935,382.330420156801,850.2708857406723,9.48982836638876,42.71247235122296,28.77114855426703,315.8758883712452,132.3050715372092,855.5283672139823,4577.008982358697,10178.885268603748,113.60599989974689,511.32569971837086,344.429316693267,3781.4589218215647,1583.8695246615853,10241.824387908078,22636.98972642273,252.65024457273557,1137.145601501452,765.9820007514232,8409.64845415792,3522.393387058631,22776.961065079708,2.8198160114971413,12.691621889937291,8.54908458090036,93.85964142722113,39.31324621678766,254.21245727735064,57.12332490502235,38.478308004312986,422.4499310814671,176.9437630735939,1144.1769159126725,25.919012755936457,284.5625423866795,119.18943139791429,770.7182986129352,3124.1869160708743,1308.5701968507633,8461.647848334836,548.0965147372121,3544.1734083256633,22917.797888762838,0.5261534118295111
react_104,1.8114728105398543,3.101857728683513,6.0631329213973375,0.0024010792358153,48.96798485944214,143.49834365954746,1.6591757883805738,2.907469879718363,2.9071789691935503,12.20327963427891,49.43194810431034,156.2608650500976,3.281433743325159,5.618930937673092,10.983200433800352,0.0043494897516312275,88.70417315980669,259.9433478967743,3.0055518285574365,5.266802634573395,5.266275658067397,22.105909256910984,89.54462996297526,283.0623083896892,9.621521368993642,18.80697571227178,0.007447806184795192,151.89172229431784,445.11144633365006,5.146527242432843,9.018557917318928,9.017655554259182,37.85283724887415,153.33087027123733,484.6989719464167,36.76158082253221,0.014558062561555306,296.89940109577003,870.049531608191,10.05980334491564,17.628376345691564,17.62661251651139,73.99010649961413,299.7124719200487,947.4303952112734,5.765181496663385e-06,0.11757601166572451,0.3445508933348275,0.003983812534048076,0.006981065556950169,0.006980367057729561,0.02930104133871482,0.11869002417915903,0.3751947184423261,2397.8635411945547,7026.824719675745,81.24649488457291,142.37294104933287,142.35869574715838,597.5700123669083,2420.582886344598,7651.779673896511,20591.774633033583,238.08897747263617,417.2171119796088,417.175366801145,1751.1504147333117,7093.402676833241,22423.175313497075,2.7528642967482986,4.824003629874487,4.823520958175132,20.24738610803331,82.0162914671567,259.26424396252617,8.453381101469512,8.452535287880925,35.480667970446454,143.72190020908354,454.32375851189465,8.451689558921274,35.47711790796361,143.707519935118,454.2783005816352,148.92003383240643,603.2318855840623,1906.8950321006614,2443.5174933872304,7724.278971891065,24417.457946204817,1.493427750076506
react_105,1.664757307879583,1.6648809195112628,2.354420490798784,5.651269598827872,66.83682891144196,149.07206769024597,1.6591978268453282,2.907425680307548,2.907190409116548,12.203625397971347,52.124569021954144,152.75974166805352,2.7714168941384765,2.7716226775056545,3.91953871787871,9.407992363446418,111.26709936582039,248.16881408805685,2.762161707458683,4.840158148408759,4.839766478974208,20.316074563897683,86.77475719937189,254.30789629168933,2.771828476152668,3.9198297516372382,9.408690926102592,111.27536117529844,248.18724112958193,2.762366803609339,4.840517540041089,4.840125841524283,20.31758307394554,86.7812004023993,254.3267791726119,5.543295847493187,13.305464942508566,157.36199952911153,350.9783307756585,3.9064493618134537,6.845302597190686,6.844748669877701,28.732465699016206,122.72315337934437,359.660665952394,31.936848078636135,377.7129393092917,842.4464441722977,9.376574237292274,16.43064635797349,16.42931677704431,68.96597720703916,294.5699922657745,863.2864840134702,4467.161698937363,9963.504283687864,110.8955212830975,194.32311276744832,194.30738798710766,815.6516228235387,3483.8409018029965,10209.976718423764,22222.481365445277,247.3400507549958,433.41595781916624,433.38088545625595,1819.2196713927897,7770.317281565646,22772.210550284562,2.7529374286082597,4.823994370480584,4.823604009031757,20.248228739948512,86.48497164647563,253.45863140508814,8.453124086511808,8.452440053009258,35.481133874915315,151.54831054939277,444.1375958428458,8.451756074859242,35.478262713433416,151.5360471399586,444.10165587648675,148.92847285401132,636.1087143746302,1864.2226632077998,2716.9706957244616,7962.535698352341,23335.538674490446,0.459880754927536
react_106,1.664788464727418,1.664815957646187,2.35455111577562,5.651465352774284,67.29218385591251,149.95150727632412,2.178113171467845,2.178294204850188,2.725115307394491,11.197883291726022,50.423835818459615,169.51257117360348,2.7715206322894734,2.7715664021835016,3.9198295371543237,9.408494328105297,112.02725144963973,249.6375395821139,3.626097682730521,3.6263990650171767,4.5367405288024605,18.64210693342937,83.94502021788077,282.2025731161005,2.7716121728333905,3.919894270636887,9.408649703383166,112.02910150818427,249.64166218672273,3.626157565419014,3.626458952682805,4.536815450176243,18.642414795925095,83.94640651630294,282.2072335114501,5.543910956800217,13.306664052141949,158.44288658091696,353.06848876970497,5.1284787981651885,5.128905050517577,6.41642328764292,26.365988598858678,118.72549888804076,399.12601359480226,31.939060633608168,380.29944557420663,847.4457479684268,12.30953112297184,12.310554226859848,15.40089474205481,63.28444944759967,284.9685610820035,957.9944228473049,4528.238008097933,10090.564397109605,146.56999199339893,146.5821741250476,183.37896029375162,753.5300212638783,3393.130030616131,11406.87110530258,22485.454534441487,326.611353080018,326.63849930856765,408.63514784558726,1679.1394778986828,7561.13018363192,25418.66554976701,4.744176987721714,4.744571298916271,5.935609544804586,24.390257090268157,109.82882095211899,369.21756400260625,4.744965642883913,5.936102881645959,24.392284280955543,109.83794934966792,369.2482514367155,7.42625343859577,30.51552316869959,137.4107668464309,461.94130250098493,125.39259021511681,564.6402286162651,1898.1819884824124,2542.5632186469707,8547.474058022732,28734.511785885985,0.1419211443869956
react_107,1.8334999363545936,4.350118975565762,5.8775665342808905,6.080188599056106,17.046880128968628,155.09380141607662,1.6647398013999166,1.66481455377218,2.354512613851872,5.651417833043822,67.24628348353453,148.96008222490633,3.361722016612299,7.975942864834734,10.776517866523902,11.148025409393295,31.255453631508367,284.36447502536845,3.052300319913706,3.0524373783834933,4.316998727643496,10.361874237199062,123.29605648714352,273.1183012787408,18.92353510157731,25.56811371092559,26.44954379977257,74.15595672322135,674.6764885327029,7.241816199449355,7.242141381162406,10.24240999972597,24.584339954374666,292.529333817998,647.9940802884012,34.54578836489868,35.73671303192838,100.19417215992392,911.5741368775381,9.784618944993566,9.785058307035138,13.83880454371799,33.216584326736594,395.2445053575883,875.5227942288392,36.96869340009185,103.64824620963113,942.9995631543007,10.121931960866698,10.122386469388287,14.315880751075944,34.361686276975405,408.87008616548155,905.7053936583355,290.59612213142543,2643.865441485923,28.37861984038742,28.379894135116746,40.137094290477464,96.33904235861367,1146.3393336624558,2539.3046656892884,24054.087237689408,258.1908241677575,258.2024177973367,365.17031176438974,876.4998751173725,10429.481736564496,23102.785411512068,2.771358606365034,2.7714830496143894,3.9196508611773644,9.408140201009319,111.94756461126175,247.97977769960582,2.7716074984516625,3.9198268665807734,9.40856265789899,111.95259143047804,247.99091281912465,5.543729648787576,13.306334574049092,158.33222269664086,350.728392558954,31.938523523645728,380.03684568476723,841.8356650975096,4522.062642347889,10017.011917026664,22189.106096450854,1.8002208906687178
react_108,1.3801365082193249,2.9853547361897474,8.228781197170427,25.94544121634808,23.397149512090625,145.184037908357,1.6648016997556507,1.6648442143303777,2.354425745122416,5.651328186482035,67.27367929193213,147.2851341385044,1.9047767813198306,4.120197061400942,11.356841348363629,35.808250644540394,32.291260229902235,200.37379112802194,2.2976536047783607,2.2977122806950727,3.2494289267349337,7.799604350092765,92.84686083303392,203.27359074253033,8.912342900890557,24.565830920041876,77.45634581775742,69.84879110925938,433.4258551888654,4.970023639182274,4.970150560269292,7.028796049208281,16.87121936727676,200.8357970950797,439.69837277072634,67.71283999090556,213.4993588333757,192.53002397247656,1194.6876812695666,13.699288923966666,13.699638767099785,19.37405430159731,46.503543119962615,553.5803872219246,1211.9771424216492,673.1659199109737,607.0493672960545,3766.863921103328,43.1940146378866,43.195117697286015,61.08661476833018,146.62620325666063,1745.445291476278,3821.3777898325075,547.4266052911225,3396.892641710862,38.95161427716557,38.95260899702689,55.08685117374455,132.22497052101212,1574.0123326217708,3446.05230434691,21078.404863375243,241.70263308722156,241.70880552485036,341.8250366322645,820.4826456587741,9767.064404554525,21383.450498102065,2.771564699509304,2.7716354778455736,3.919651982428263,9.40834077073231,111.99733563402512,245.20054166252112,2.7717062579893326,3.919752079837543,9.4085810345468,112.00019574589054,245.20680342736262,5.543320589295245,13.305632576389277,158.39088249403375,346.7719116895032,31.93751027132632,380.1856399908488,832.3566300067172,4525.747925473737,9908.412878502948,21692.91073819723,2.651566339081276
react_109,1.2081895111262697,3.2121127361334447,7.328412014415095,23.76676358197943,46.06209851091306,145.32990606123002,1.664763478523021,1.6647663532466983,2.3544448326421343,5.6509862281166106,67.18378128138804,151.03597290570673,1.4597218947955346,3.880840916351531,8.854110529028056,28.714754473165357,55.651744281350126,175.5860681561442,2.011349773257597,2.011353246468591,2.844615551323672,6.827462288329491,81.17073986197444,182.48007826742634,10.317668229630685,23.53968556713608,76.34152399834865,147.95665327993723,466.81604220035405,5.347407972013612,5.347417205950149,7.562742233453377,18.15160483504806,215.80187951555024,485.1445721847265,53.70562265302351,174.1726357779412,337.5620361365469,1065.0374296329353,12.200072677167572,12.200093744327107,17.254341798812156,41.41275536742401,492.35042991636004,1106.853838451054,564.8590511617036,1094.7470053987174,3454.0215187485333,39.56604001397033,39.56610833684833,55.95753370421873,134.30565368866917,1596.7410462581645,3589.6362604241826,2121.716919229059,6694.2004495741185,76.6824993450977,76.68263176090291,108.4506698196722,260.2962843233203,3094.6259517189324,6957.03386267426,21120.78159576594,241.93991994791716,241.94033773123914,342.1712463542298,821.2572976854916,9763.812622462347,21950.04375425284,2.771437439424069,2.7714422251590576,3.9195937695798717,9.407555490205095,111.84510542633338,251.43917163661308,2.771447010902311,3.919600537958179,9.407571735229004,111.84529856114015,251.43960582330052,5.543410469955248,13.304935324121018,158.18050667532341,355.6058659509186,31.933645350363598,379.6546227739223,853.5022028403423,4513.660467265386,10147.16776931865,22811.865111573377,2.494054670518096
