,b1,b5,l,vol,espmin,espmax,homo,lumo,nat_charge_1,nat_charge_2,pert_1,pert_2,pert_3,pi_orb,pi*_orb,disp_1_0,disp_2_0,disp_3_0,disp_4_0,disp_5_0,disp_6_0,disp_7_0,disp_8_0,disp_9_0,disp_10_0,disp_1_1,disp_2_1,disp_3_1,disp_4_1,disp_5_1,disp_6_1,disp_7_1,disp_8_1,disp_9_1,disp_10_1
react_475,3.1105362647343715,5.462154113176235,3.675922674228354,53.02714234652939,29.220721646200083,143.68807359478654,-6.9276,-0.1055,-0.20791,-0.40066,5.84,4.43,3.62,-0.38164,0.02011,154.5663636363636,45.35004545454546,18.165636363636363,14.435454545454546,1.0078181818181817,0.0,0.0,0.0,0.0,0.0,86.5309090909091,57.69354545454546,51.163045454545454,18.150909090909092,18.675363636363638,1.3115454545454546,0.0,0.0,0.0,0.0
react_476,3.073383851270779,6.328244825508016,4.61848758540987,13.25706174447494,27.95698867245692,139.67401098333585,-6.8919,0.2483,-0.21536,-0.39109,6.24,4.70,3.07,-0.38259,0.02145,155.96363636363628,76.58174431818179,43.08985227272727,30.11090909090907,7.697465909090908,0.708380681818182,0.0,0.0,0.0,0.0,87.43909090909094,77.30845454545454,82.42173863636364,41.05671590909095,19.742892045454543,4.706551136363637,1.424102272727273,0.05244318181818182,0.0,0.0
react_502,1.691859387673252,5.092642885403705,9.31991515435942,69.56385857129933,-3.699111718400896,158.398514020569,-6.8849,-2.2005,-0.23824,-0.39168,5.66,4.86,4.21,-0.272,0.02077,109.2907142857143,39.427,49.98757142857142,59.36557142857142,17.664857142857144,31.17742857142857,22.25814285714286,12.224714285714285,0.0,0.0,85.50157142857142,50.24071428571428,37.127428571428574,56.17614285714286,29.723142857142857,40.61642857142857,22.50971428571429,7.276142857142857,12.224714285714285,0.0
react_508,6.031192086357218,7.274560032585444,6.928430229618224,53.12036129347372,5.468469859432844,141.46688372394868,-5.8766,-1.6559,-0.26141,-0.33462,9.31,5.13,5.11,-0.25753,0.02982,145.63150000000002,24.96575,110.4375,71.48100000000001,80.7935,85.57674999999999,6.0985,0.0,0.0,0.0,92.66125,51.954499999999996,66.73,92.27775000000001,75.86250000000001,82.24600000000001,23.47975,36.7215,3.05125,0.0
react_552,1.222464740052961,3.76315902343289,5.573489744048016,25.53064267748372,37.81616487682365,149.76383168158466,-7.4495,-1.2823,-0.33073,-0.31242,5.05,4.77,4.02,-0.37626,0.01754,126.517,0.0,37.45516666666666,14.809166666666668,1.1481666666666666,0.0,0.0,0.0,0.0,0.0,86.24783333333333,34.116166666666665,19.707833333333333,27.26433333333333,11.436833333333333,1.1565,0.0,0.0,0.0,0.0
react_581,1.6865645634294368,4.708924183774045,12.290627160688604,85.91278157421642,0.1157136245968565,141.67214269876806,-6.9488,0.3806,-0.20695,-0.40672,5.19,4.65,4.43,-0.37512,0.02315,115.6172921348315,26.524429775280904,34.34579494382025,48.470547752809004,38.1719171348315,33.75288904494381,18.046622191011213,14.214421348314598,6.339608146067415,5.463896067415734,90.00227387640442,27.307495786516867,40.56158286516856,44.29637078651688,40.20812219101123,34.598537921348296,25.946383426966268,16.653316011235965,11.76056882022471,9.612766853932579
react_583,1.6801105491708834,8.845723895023776,3.716978090195145,51.5785455662818,5.380894135931628,144.62577141097043,-6.6988,-0.3329,-0.19615,-0.40872,5.18,4.64,4.40,-0.37325,0.02698,115.58826640926644,27.203720077220108,28.560457528957556,37.69579150579152,32.914347490347495,32.73054826254828,13.525739382239388,8.926723938223944,2.706252895752894,0.23359845559845557,89.95551351351352,25.611169884169897,35.465567567567554,36.38128378378377,34.72133783783781,30.32716023166024,24.549544401544406,14.23805405405405,6.771083011583013,2.0647316602316605
react_596,1.7880960651057989,7.633762091800506,8.660510189118945,113.26575115621432,6.286793349030567,144.34389158470682,-5.8237,-1.6555,-0.22206,-0.38782,5.58,4.28,3.69,-0.25571,0.03427,150.69046428571423,33.366571428571426,52.30137500000001,199.99125,114.16924999999996,170.9113928571428,127.94503571428572,25.005982142857132,2.975482142857143,0.9753928571428572,94.61583928571429,42.07139285714286,55.95855357142856,57.12655357142857,166.32200000000006,146.59376785714286,139.44332142857144,152.21310714285713,21.16394642857143,2.8237142857142854
react_597,1.6766502917195936,8.690920080782462,8.020475131940538,99.21934727807312,11.785547693950608,140.9221522920537,-5.4403,-0.1694,-0.20648,-0.40508,5.24,4.54,4.34,-0.24391,0.04876,112.34387356321841,36.738000000000014,51.45611494252876,38.42191954022987,36.00477011494253,43.07731034482758,18.468528735632194,13.924310344827584,8.313436781609195,0.8274827586206898,89.74118390804595,28.920333333333332,39.575252873563215,46.565540229885066,44.30534482758621,46.2882643678161,29.12067816091955,17.349011494252867,11.385482758620688,6.324655172413796
react_238,3.337707037478566,6.41981447940592,5.8514410390394,121.69085482099231,31.75511824751868,142.57553294075709,-6.7496,-0.4834,-0.70032,-0.35224,4.20,3.90,3.17,-0.243,0.04171,167.05541379310344,139.2028275862069,77.92162068965517,104.60834482758622,78.69282758620692,7.267448275862069,0.0,0.0,0.0,0.0,68.96758620689657,148.567275862069,91.75537931034482,117.55172413793102,92.7296896551724,51.62079310344827,3.5560344827586206,0.0,0.0,0.0
react_248,4.624164321245395,6.342082066659359,5.503201350259077,158.9477247669742,28.744023724167995,137.36132138403426,-6.7087,-0.6824,-0.68969,-0.35627,4.17,3.94,2.67,-0.2431,0.04248,166.66588888888884,165.38944444444442,111.05022222222222,162.49255555555555,112.60988888888886,10.776555555555555,0.0,0.0,0.0,0.0,69.47755555555555,168.26200000000003,107.41155555555555,173.18944444444443,136.5632222222222,69.1217777777778,4.959,0.0,0.0,0.0
react_601,1.3895643580044663,7.999155044186947,3.9333862653512655,0.0053541884750883,17.61022832353705,142.0622678456832,-5.8472,-1.5268,-0.246,-0.36612,5.15,4.85,4.34,-0.35434,-0.02874,125.7772,56.56079999999999,37.931200000000004,232.1368,37.5642,75.1154,0.0,0.0,0.0,0.0,95.301,51.2094,89.8344,143.13819999999998,76.97240000000001,71.0746,0.0,37.5556,0.0,0.0
react_607,1.5372190036962368,10.020450394535604,5.835252077926731,12.398241591972235,31.87029842631593,144.26067228294318,-5.6265,-1.2917,-0.23602,-0.38328,4.86,4.65,3.08,-0.25718,0.06162,128.5939534313726,1.495230392156863,49.285683823529396,60.068259803921535,32.624897058823514,25.796139705882364,18.434093137254912,8.364818627450978,4.155279411764706,0.42380392156862745,97.9021764705882,12.258617647058829,34.64123529411766,60.70395588235299,37.74613725490194,38.43178186274514,22.06431617647058,14.242642156862765,6.980218137254903,4.271078431372548
react_617,1.683144163738708,6.878069839630827,3.7170366713793856,40.43368135733119,27.93170788472458,150.383017676735,-6.8348,0.2183,-0.19796,-0.40666,5.19,4.64,4.32,-0.26371,0.05824,114.87344444444446,24.439222222222224,37.69086111111112,19.37436111111111,15.501583333333334,1.2673333333333334,0.0,0.0,0.0,0.0,90.40975,22.412333333333336,34.59119444444445,30.11230555555555,23.782305555555556,9.93697222222222,1.8315833333333336,0.07036111111111111,0.0,0.0
