,b1,b5,l,vol,espmin,espmax,homo,lumo,nat_charge_1,nat_charge_2,pert_1,pert_2,pert_3,pi_orb,pi*_orb,disp_1_0,disp_2_0,disp_3_0,disp_4_0,disp_5_0,disp_6_0,disp_7_0,disp_8_0,disp_9_0,disp_10_0,disp_1_1,disp_2_1,disp_3_1,disp_4_1,disp_5_1,disp_6_1,disp_7_1,disp_8_1,disp_9_1,disp_10_1
react_205,1.6865959742389662,7.122642054771145,3.724264374567524,9.653050010936276,27.614806943248908,146.19214762079315,-6.5751,-0.1832,-0.20193,-0.40482,5.18,4.65,4.07,-0.24097,0.04337,115.5014705882353,40.689352941176466,41.74211764705882,53.12711764705881,39.104058823529414,13.728588235294117,0.927235294117647,0.0,0.0,0.0,89.8095294117647,22.505235294117643,51.568941176470574,55.94364705882353,40.63770588235293,30.94276470588235,12.330823529411765,1.081294117647059,0.0,0.0
react_206,1.686737967207908,8.360425654222274,3.724263552230665,10.37607059238702,24.674960221514176,149.7284717740103,-6.4742,-0.4987,-0.20341,-0.40278,5.20,4.65,3.98,-0.25347,0.03292,115.48580000000001,29.615400000000005,45.14559999999999,56.175933333333326,38.904333333333334,54.959333333333326,21.005266666666664,42.00633333333334,0.0,0.0,89.63353333333335,23.9684,40.72673333333333,57.513266666666674,49.14253333333333,37.32626666666666,55.828133333333334,14.151933333333334,35.007200000000005,0.0
react_207,1.642436659669532,9.120779213710485,3.032535009998134,44.99376047031004,-10.257643336660896,159.79003333633406,-6.5582,-1.1713,-0.22457,-0.38089,5.28,4.67,3.62,-0.3319,0.11327,109.729625,41.68575,50.83174999999999,59.99325,15.988124999999998,29.394750000000002,26.730375000000002,6.560375,0.0,0.0,86.50975000000001,44.03325,45.879375,59.888999999999996,34.16875,32.533625,20.66775,10.672125000000001,3.280375,3.28
react_208,1.641608863623695,7.179611848918766,4.475690654120193,52.38560129370836,11.19491043034526,146.7563696850481,-5.9,-0.0566,-0.23386,-0.40635,5.43,4.91,4.62,-0.25565,0.03254,109.74220370370374,38.82394444444445,72.43598148148149,67.97344444444445,32.53268518518519,10.461203703703703,0.6334629629629629,0.0,0.0,0.0,86.05312962962962,44.38885185185186,62.88662962962962,69.78027777777774,38.706666666666656,23.959314814814817,6.338444444444444,0.4896111111111111,0.0,0.0
react_209,1.6412862719703976,7.181488021976031,4.371167029689567,51.16830420636522,31.217044126331267,154.58606718946254,-5.8742,-0.1009,-0.21876,-0.38871,5.21,4.67,3.75,-0.23542,0.0553,110.01378378378382,38.643054054054055,57.17164864864864,68.47478378378378,38.041405405405406,5.9687567567567585,0.48602702702702694,0.0,0.0,0.0,86.24862162162161,38.19040540540541,47.9782972972973,69.28370270270268,41.99786486486487,30.050270270270275,4.775594594594594,0.27470270270270275,0.0,0.0
react_210,1.6921105835886572,6.3656719942387,7.691898932925855,71.7861583274373,-2.151096561142991,154.14570921929348,-6.5397,-1.3743,-0.24585,-0.37289,6.20,5.24,4.67,-0.32777,0.11908,109.43700000000003,49.379703703703704,74.39662962962963,64.67555555555556,34.58214814814814,7.8001851851851844,0.5335555555555556,0.0,0.0,0.0,86.39692592592594,55.679814814814826,63.120407407407406,65.02544444444445,39.22677777777778,24.28203703703704,6.634074074074075,0.4392962962962963,0.0,0.0
react_211,1.6876827164402028,7.176749466757162,3.8025046424645375,9.18391596594687,36.47997332194411,147.3279550709142,-6.6047,-0.4644,-0.20304,-0.40186,5.19,4.66,3.92,-0.25318,0.03292,114.86789999999999,59.66185,101.50395,74.791,39.2813,12.2083,0.8420000000000002,0.0,0.0,0.0,89.62514999999999,47.120400000000004,72.36965,72.5752,71.897,38.4231,10.188649999999999,0.9571500000000001,0.0,0.0
react_213,1.657046502523855,8.250229063269902,3.378901476361069,42.32269434494013,35.71637016406591,143.987327714975,-6.596,-0.1785,-0.23401,-0.40285,5.43,4.91,4.71,-0.23861,0.04688,111.38376470588234,29.11541176470589,50.51684313725491,47.56050980392158,40.160431372549006,30.932078431372545,8.815647058823531,0.6014705882352941,0.0,0.0,86.88235294117646,36.79282352941178,56.42184313725491,39.448627450980396,42.04478431372549,36.16382352941177,15.467352941176474,5.513058823529412,0.3514901960784314,0.0
react_214,1.6753544264091869,7.520946117344818,4.613300685884743,38.26290887885122,19.15868436894788,143.12192413519756,-5.5829,-0.1963,-0.19711,-0.40914,5.24,4.63,4.24,-0.26135,0.03601,120.89054545454546,56.57036363636364,24.016181818181817,65.9499090909091,17.729,37.74972727272726,3.019454545454545,0.0,0.0,0.0,89.13654545454546,46.30881818181818,36.280181818181816,64.51836363636363,39.34554545454545,33.503818181818176,14.891181818181819,1.9407272727272729,0.0,0.0
react_215,1.6586079940802596,6.909216649589467,4.859895146000451,54.03402368524401,26.83041885197997,151.8594868398773,-6.295,-0.0359,-0.22019,-0.3913,5.17,4.65,3.79,-0.23518,0.05187,110.00225714285715,55.487257142857146,72.08937142857143,68.17714285714284,35.68571428571428,3.7462857142857144,0.43685714285714283,0.0,0.0,0.0,86.37091428571428,36.74971428571428,54.93271428571427,72.55742857142859,59.82054285714286,32.053000000000004,3.0678857142857145,0.07268571428571428,0.0,0.0
react_216,1.687250896053724,4.584041917967417,8.09706093344885,60.730959752413085,28.578295022103017,150.0411961379622,-6.3597,-0.0689,-0.20849,-0.39862,5.21,4.67,4.26,-0.23277,0.05326,115.10138709677418,46.77577419354839,52.10961290322581,79.84887096774195,26.45416129032258,10.652548387096775,0.7677096774193547,0.0,0.0,0.0,90.35393548387094,25.9378064516129,52.71422580645162,65.06487096774194,60.70641935483871,25.325967741935486,10.754387096774193,0.8524516129032257,0.0,0.0
react_218,3.1026548962999967,6.302770180411197,6.109442926790436,17.157320899754637,31.2537659177062,139.76438872486898,-5.5837,-1.0614,-0.21976,-0.38228,5.33,4.32,3.07,-0.26264,0.05234,155.79559999999998,54.2496,96.8624,38.026799999999994,27.1822,2.2174,0.0,0.0,0.0,0.0,95.0602,85.4694,37.2818,107.4202,40.5514,8.1086,0.4424,0.0,0.0,0.0
react_219,3.109498762963664,7.187912679507467,6.049578781117658,24.98155273012004,25.05910639545777,147.69408224770453,-6.2076,-2.1686,-0.24653,-0.34154,6.04,4.44,2.69,-0.32541,-0.00043,149.83925,27.072000000000003,111.83775,96.25775000000002,21.45,0.0,0.0,0.0,0.0,0.0,100.46275,47.7185,80.0915,115.81025,46.0555,12.94125,3.377,0.0,0.0,0.0
react_220,3.102228901109027,6.347377066879366,6.094995134674684,19.958175733302674,40.10277687686915,135.8996657741757,-5.1365,-0.7805,-0.21649,-0.38979,5.27,4.30,3.09,-0.2419,0.06196,156.17000000000002,54.52357142857143,99.97442857142856,44.58128571428572,27.964142857142857,3.154428571428571,0.0,0.0,0.0,0.0,95.44228571428572,70.21914285714286,54.785285714285706,101.64114285714285,48.12800000000001,14.091,2.061,0.0,0.0,0.0
react_221,3.089718538587542,7.622326936537507,6.59374607307645,31.913998055851778,27.20784967059012,132.603954981269,-5.5516,-0.9433,-0.23267,-0.3679,5.46,4.70,2.93,-0.29605,0.02534,151.10606666666664,29.5374,110.63920000000002,30.1006,70.46260000000001,11.569400000000002,0.0,0.0,0.0,0.0,94.22493333333333,43.93326666666667,84.83379999999998,91.61999999999999,34.315533333333335,33.66973333333333,20.3272,0.4908,0.0,0.0
react_222,3.0981361363394977,5.374342158635328,7.013835664914932,33.370733955015254,40.60944766318614,142.57044980030346,-6.0568,-0.995,-0.21743,-0.38096,5.41,4.43,2.98,-0.23779,0.05067,155.57071428571427,1.814857142857143,85.64514285714286,60.41857142857144,43.01028571428571,12.186714285714285,0.0,0.0,0.0,0.0,95.33342857142857,30.45328571428571,60.59485714285713,85.75942857142857,30.605,39.05157142857143,15.770714285714282,1.0779999999999998,0.0,0.0
react_224,1.6977646356688036,6.629623012247033,6.392119279521165,11.880092805902663,30.08386198757568,144.0173309507182,-6.5755,-0.3137,-0.24487,-0.37768,6.60,5.11,4.80,-0.24215,0.0453,125.78188235294117,35.27217647058824,82.082,21.39717647058823,42.01017647058823,44.11035294117647,3.7975294117647063,0.0,0.0,0.0,83.3611176470588,33.34647058823529,50.61994117647059,68.09611764705882,43.91664705882353,41.97535294117647,30.652352941176467,2.483294117647059,0.0,0.0
react_225,2.520143259646829,3.095795077311378,8.28932978915113,26.81079256313421,39.28570332338273,141.6111448250716,-5.9904,-0.968,-0.21821,-0.38264,5.40,4.43,2.86,-0.24239,0.04579,156.046,1.28,85.78925000000001,5.10325,22.00775,80.8935,7.523,0.0,0.0,0.0,94.27,47.2845,30.235,75.16,1.2690000000000001,49.590500000000006,53.93150000000001,6.9022499999999996,0.0,0.0
react_227,2.7979046694982688,6.561018855067394,6.744824194894602,93.72571069371396,21.48439309545564,137.55392493613567,-5.8,-0.8097,-0.22304,-0.38367,5.42,4.23,2.72,-0.25488,0.03518,150.14608823529412,33.65544117647058,115.82091176470588,63.0174705882353,20.494617647058828,3.1938235294117647,0.0,0.0,0.0,0.0,95.20611764705885,47.938764705882356,86.80961764705883,99.64450000000001,28.417529411764708,20.90241176470589,6.950382352941175,0.4590294117647059,0.0,0.0
react_228,3.0765199548239046,7.519623993970891,6.121503674433463,0.0023044738476488,9.5300348749359,140.07964232848664,-6.1273,-1.32,-0.22593,-0.37135,5.43,4.36,2.89,-0.32296,0.01757,150.5376666666667,18.469,107.46833333333332,37.013999999999996,70.08633333333334,32.89033333333334,2.373666666666667,0.0,0.0,0.0,94.23333333333333,43.934666666666665,58.56066666666667,107.20633333333335,48.745666666666665,41.579,13.884333333333332,9.903666666666666,0.7916666666666666,0.0
react_229,3.108575458176696,7.435749497077349,6.048879271126598,31.515653748725985,40.94595858932279,137.66113160311414,-5.8509,-1.6985,-0.22447,-0.37483,5.50,4.17,2.88,-0.29754,0.02531,150.44519047619048,28.150476190476184,113.09200000000003,102.60447619047619,16.71242857142857,3.4451428571428573,0.0,0.0,0.0,0.0,94.79419047619047,49.03338095238095,81.18099999999998,112.01109523809525,56.5350476190476,17.75385714285714,2.9027142857142856,0.2384285714285714,0.0,0.0
react_230,3.1085028748069705,6.529557350824111,6.047155420228592,20.127826464373705,31.734449591632536,140.18240622842458,-5.7735,-1.5582,-0.23864,-0.35748,5.89,4.46,2.74,-0.29604,0.02719,150.78883333333332,28.14333333333333,111.71366666666665,87.43666666666668,6.841500000000001,28.56533333333333,1.2296666666666665,0.0,0.0,0.0,94.794,45.278166666666664,101.4165,98.7095,31.235000000000003,32.123,9.164833333333332,1.998,0.0,0.0
react_231,1.6760992666829766,6.8604694944959865,7.282492459105796,75.25128095711034,17.103913523341834,144.76499668585367,-7.0698,0.1635,-0.22136,-0.38729,6.37,5.21,4.70,-0.39949,0.03692,114.25178571428572,82.0312857142857,46.67178571428571,85.52278571428569,80.17807142857144,39.63235714285713,2.645928571428571,0.0,0.0,0.0,87.12628571428571,46.4985,85.60335714285713,57.0132142857143,79.0757142857143,68.28957142857142,24.195214285714286,3.132142857142857,0.0,0.0
react_232,3.0964762109486896,7.844545675745225,6.704758213963957,31.89773582444656,38.983000536654544,141.42142976180693,-5.5808,-1.1515,-0.22118,-0.37348,5.42,4.39,2.85,-0.26319,0.04876,151.58599999999998,146.29018181818182,85.74945454545455,61.07009090909091,43.547909090909094,39.783727272727276,2.5096363636363637,0.0,0.0,0.0,94.08036363636364,95.4550909090909,57.71399999999999,163.86781818181817,51.87272727272727,19.36118181818182,42.540090909090914,5.191090909090909,0.45463636363636356,0.0
react_233,3.108461257421596,7.309164655914496,6.046831865655553,31.141604858961315,39.32436807232653,132.0079051347388,-5.7821,-1.553,-0.22305,-0.37657,5.48,4.19,2.88,-0.29703,0.02894,150.674,28.134999999999994,113.28336363636363,100.15945454545455,18.202272727272728,29.80918181818182,1.1162727272727273,0.0,0.0,0.0,94.82081818181818,45.31072727272727,104.32918181818182,107.41990909090909,40.349636363636364,35.850090909090916,10.678636363636363,2.620545454545455,0.0,0.0
react_234,1.6856623591780588,6.73598858987672,6.129223467345821,46.17303772002651,17.95781052473717,138.94111054600592,-6.4803,-0.6364,-0.18818,-0.41599,5.34,4.50,3.58,-0.42657,0.10897,121.01452830188681,81.28335849056602,89.48701886792453,116.43977358490562,34.23832075471698,9.688735849056604,0.7426792452830188,0.0,0.0,0.0,89.48292452830185,51.69543396226415,101.8533018867925,104.43313207547169,74.93435849056601,24.711132075471696,5.367660377358492,0.41647169811320756,0.0,0.0
react_235,1.640352660386731,7.177691628990185,5.758957403604954,67.31962791461898,27.43457386181557,148.1050123455625,-5.9083,-0.0983,-0.23117,-0.39983,5.56,4.83,4.43,-0.23535,0.05484,110.25908474576275,41.31354237288138,70.24415254237289,101.92193220338983,52.594508474576266,33.313762711864406,9.330237288135592,0.5800508474576271,0.0,0.0,86.3110677966102,48.11884745762712,60.39013559322034,87.01745762711866,59.13872881355931,51.30301694915252,19.657338983050845,6.951033898305084,0.6696440677966101,0.0
react_236,0.0286943012291268,8.007691577350183,6.047608402181109,0.0138820390731265,37.05914310100727,131.96733940860958,-5.6556,-2.2591,-0.24042,-0.35418,5.91,4.46,2.74,-0.29177,0.01694,150.33433333333335,28.124,111.67333333333333,93.02166666666669,12.080666666666668,80.08233333333334,2.542666666666667,1.6926666666666665,0.0,0.0,94.646,45.09733333333333,95.47433333333333,105.73366666666668,51.977,51.94333333333333,22.576333333333334,11.257,0.8466666666666667,0.0
react_237,3.1006824950744907,7.382072353324943,6.825662140790711,2.4114918878896514,28.29517548813244,143.31478534268695,-5.4179,-1.0898,-0.2313,-0.38872,5.25,4.45,3.13,-0.24364,0.04245,155.5995,45.718999999999994,102.708,47.129999999999995,60.751999999999995,60.452749999999995,2.60875,2.642,0.0,0.0,95.78500000000001,75.322,46.86800000000001,100.56424999999999,56.55699999999999,36.813250000000004,53.84524999999999,11.1975,0.65975,0.0
react_239,1.6655327746927833,7.946412433629873,4.442336706551323,58.64009160513156,18.36554371285438,133.4667041332416,-6.0462,-0.4853,-0.18817,-0.40992,5.26,4.61,3.52,-0.38691,0.08024,120.35188732394367,95.5059295774648,75.93471830985919,115.20229577464787,62.43523943661972,21.22066197183099,3.091253521126761,0.06283098591549297,0.0,0.0,89.32270422535214,57.443295774647886,108.39394366197182,95.84301408450705,84.41914084507039,43.009366197183105,13.620873239436618,1.752478873239437,0.0,0.0
react_240,3.112683824461866,9.72296977984684,6.061753052553961,60.7701028119701,19.59747293793495,146.62604431421275,-6.1183,-0.9286,-0.22707,-0.37824,5.27,4.39,2.78,-0.23479,0.05391,154.89475829383895,36.42569668246445,180.62968246445493,78.28916113744076,65.02416113744071,39.72075829383887,10.227597156398105,2.117052132701422,0.10903317535545025,0.0,95.03084360189571,57.42051658767771,100.89693364928905,157.5737867298578,69.3924691943128,51.43137440758294,27.265786729857837,6.978137440758297,1.3753696682464451,0.07268246445497631
react_241,2.3758816408947387,3.1003964986710346,12.331938704073313,90.82548900594612,16.097568430283438,143.44046858672348,-5.7121,-0.8208,-0.21721,-0.39119,5.43,4.42,2.73,-0.2445,0.04065,154.60350000000003,2.4238333333333335,83.7138888888889,5.434666666666668,28.306388888888886,55.15038888888889,52.382666666666665,52.33066666666666,21.450666666666667,17.45561111111111,96.8241111111111,28.84388888888889,60.73788888888888,56.779833333333336,2.990166666666667,40.16916666666666,56.39505555555556,47.977666666666664,45.06266666666667,37.47183333333334
react_242,3.1012269986095315,6.368593112589836,10.147917915734402,0.005350389498626,13.100491401704124,138.55339214890816,-5.5225,-1.0298,-0.21462,-0.38902,5.53,4.28,2.92,-0.38987,-0.00185,152.56,33.8592,111.74540000000002,27.2902,47.531800000000004,43.0788,7.222799999999999,76.591,21.6632,1.8572000000000002,95.7868,41.6206,77.1332,78.5672,43.300200000000004,28.8298,38.865,21.823200000000003,59.66179999999999,37.811800000000005
react_243,1.695387921435952,7.766954747925713,5.544621844330515,42.72868084299536,12.985328855922944,134.00904243227467,-5.7301,-0.2524,-0.18669,-0.41172,5.23,4.65,3.68,-0.38198,0.08176,120.31199218749998,90.84924218749998,72.58105468750003,112.11723437499998,93.96441406250001,39.0560703125,5.838632812500001,0.017140625,0.0,0.0,89.27069531250002,60.013648437499995,96.42679687500002,101.16584374999998,95.40121093750003,64.016,23.617984374999992,4.7544453125,0.06915625,0.0
react_244,1.6871682285576457,8.167225096399068,6.813297437009439,83.83212210823825,14.093804503612224,134.7720109270759,-5.6408,-0.2967,-0.18836,-0.40999,5.20,4.69,3.51,-0.41124,0.10654,120.8708474576271,98.50532203389831,88.95164406779661,142.7888813559322,30.19172881355933,42.58006779661019,8.57584745762712,2.0636440677966092,0.0,0.0,89.27913559322029,60.421067796610146,110.6385593220339,111.41945762711865,89.15683050847456,36.81298305084746,26.825101694915258,9.111661016949151,0.8631864406779661,0.0
react_245,3.115454477762666,6.822719884320482,6.071689298586071,43.36134008636989,33.06702204840057,139.15374878117694,-5.3124,-0.6954,-0.21948,-0.40611,5.19,4.55,3.33,-0.24756,0.05697,156.66339999999997,94.12473333333334,212.6218,99.71440000000003,64.99006666666666,6.600333333333333,0.0,0.0,0.0,0.0,96.82473333333333,80.40379999999999,191.77346666666668,135.87533333333332,98.3844,29.237599999999997,2.2154000000000003,0.0,0.0,0.0
react_246,4.800823961431114,9.28513150548514,8.150235809580558,42.23023640023064,21.31151467600277,132.4828836808258,-5.2911,-0.5497,-0.2353,-0.38245,5.98,3.94,2.93,-0.23477,0.05747,149.39759861591696,56.02588581314881,191.8422283737024,92.32247404844286,76.06321799307956,65.59773010380626,15.804276816608992,2.1138408304498277,0.07947750865051903,0.0,98.91417301038068,54.027999999999984,133.99128719723177,157.9453529411764,67.40256747404837,81.55470242214533,41.10403460207612,12.466743944636669,1.760432525951557,0.07943598615916955
react_249,1.686649880560296,9.420931964638749,12.151118822904644,118.45049203608508,6.959508098169752,143.79078647820467,-6.3309,-0.586,-0.20393,-0.40738,5.15,4.57,3.99,-0.24052,0.04623,115.30051145038172,27.766003816793884,60.698435114503816,87.55970229007634,97.93675954198473,119.17052671755724,110.28032824427477,80.06397328244276,47.179309160305365,16.92221374045802,90.10751908396946,26.928832061068693,57.81505725190839,78.51455343511452,86.55588549618317,99.04791984732826,111.45647709923661,92.6944999999999,69.51051526717559,50.246503816793904
react_250,2.5344480636902764,11.360486044778302,9.891886557205744,256.53489754870753,-0.3797262482477486,140.15855716629673,-5.7173,-1.1088,-0.21615,-0.40884,5.60,4.67,4.62,-0.40566,0.02356,120.77133766233774,97.11355194805193,84.28811904761912,128.51281385281385,102.58924242424246,170.09006060606066,112.61565367965362,62.045777056277075,28.599662337662355,24.140188311688302,89.56932683982677,54.4447532467532,98.21598917748913,129.6833354978355,124.76733549783553,123.84995887445882,121.36002597402593,95.27662554112554,49.683445887445856,43.915610389610386
react_251,1.6854474694180228,11.855136668380652,9.583043942762838,163.41495261951306,4.60547924181655,141.2585045837966,-5.8292,-1.6651,-0.21439,-0.38254,5.43,4.77,3.53,-0.26151,0.02335,120.87492142857141,99.67538571428572,98.88869642857141,167.16524642857144,132.27589642857134,166.42263928571427,130.36040000000003,69.52345714285715,36.760464285714264,26.25896428571428,89.83722857142858,62.31609642857147,110.49168214285717,146.29805714285715,149.85569999999993,137.75329642857136,131.38609642857142,111.80198214285709,60.25824285714281,48.20768928571431
react_252,1.6756050312012496,11.185658400547023,9.488577827927957,164.0193567002002,-2.2134445842129464,126.56186227547516,-6.4358,-1.5589,-0.18927,-0.41422,5.27,4.55,4.22,-0.25583,0.02892,120.38617632241824,116.11472544080607,152.41603274559188,172.12544080604536,134.5053652392948,163.42762216624683,120.74104534005039,68.37840554156169,27.55393450881612,23.94098992443322,89.68330982367756,82.92044836272042,138.17040302266997,163.42753904282117,159.10672795969774,146.66972795969775,128.2927103274559,92.92508816120916,57.62729471032745,40.766488664987385
react_253,3.123549519769825,4.73193138213288,6.059326390136795,0.0010594437299994,47.38859397773045,139.88662003931657,-5.7448,-0.9222,-0.22244,-0.38457,5.43,4.20,2.83,-0.25258,0.03372,152.153125,36.53,93.85749999999999,9.205,0.0,0.0,0.0,0.0,0.0,0.0,94.73962500000002,50.22675,76.465875,61.985125000000004,8.32825,0.0,0.0,0.0,0.0,0.0
react_254,1.777396643373425,7.483896384070327,8.67128484955155,105.62007059312336,6.109367305704906,142.79156782193286,-5.8509,-1.6707,-0.22412,-0.37998,5.32,4.50,3.40,-0.26909,0.02128,150.55963999999997,33.493919999999996,52.56234000000001,203.33626,305.03029999999995,54.94334,49.21684000000001,25.158719999999995,2.9600999999999997,1.17612,94.54511999999998,44.71348000000001,56.06043999999999,54.66972,248.5897000000001,157.86702000000002,156.71102000000002,40.768899999999995,21.693179999999998,2.819
react_255,1.6863053721281291,15.161386188352616,5.0163255505595785,1.821018484528271,-6.038378037990192,143.28154271481193,-5.7023,-0.5439,-0.2013,-0.40778,5.21,4.63,4.61,-0.24326,0.04276,114.63761392405056,39.3769715189873,51.47185759493672,72.89841455696204,42.35131329113927,34.8386487341772,33.10224999999996,46.31639556962026,37.93548101265822,154.7833291139242,89.84169620253166,24.885582278481017,56.82838607594939,53.09812341772154,57.70709810126581,51.08301898734176,37.754142405063305,37.4122056962025,44.87295253164559,174.22906962025314
react_312,1.6590517470084796,9.298987813007576,5.780215403838965,72.6987501676204,9.63781671709365,149.08448095705984,-7.3222,-1.2852,-0.22676,-0.38084,5.25,4.68,3.38,-0.26383,0.02436,110.40177499999996,105.82764999999999,67.979675,66.18730000000002,34.97619999999999,41.475649999999995,28.278425,10.461375,7.831575000000001,0.0,85.59505,54.20632500000001,114.41817499999999,76.9919,45.4499,35.85615,29.146325,17.608249999999998,8.195825000000001,5.951724999999998
react_313,1.845497696683752,4.352919810884359,3.856034752804088,9.384531185528154,34.19713246555445,152.965154131689,-6.804,-1.5555,-0.32746,-0.30218,5.16,4.72,4.56,-0.37042,0.02589,132.73425,7.691083333333334,23.171416666666662,2.0805,0.0,0.0,0.0,0.0,0.0,0.0,89.25458333333331,37.263666666666666,21.98166666666667,16.137499999999996,1.0398333333333334,0.0,0.0,0.0,0.0,0.0
react_357,1.6763502994247703,11.740549009924946,5.786624754907333,93.78873360161914,-7.928798757083698,144.44898473704274,-6.3646,-1.8734,-0.21732,-0.39407,6.53,5.28,4.60,-0.35604,0.0224,112.93605714285715,72.97525714285712,53.79182857142856,31.206057142857148,30.086542857142863,58.16037142857143,59.96045714285713,47.41354285714286,27.512628571428564,29.715400000000013,87.35788571428569,37.87225714285714,69.91091428571428,49.6864,34.72062857142857,39.25240000000001,50.55640000000002,69.0546285714286,38.548342857142856,46.79828571428571
react_363,1.664524864346315,11.606309228031495,9.49678417501707,174.7932214385233,0.1248171554674272,144.99571961841937,-6.3896,-1.4371,-0.23642,-0.35969,6.50,5.34,4.85,-0.35543,0.02424,112.82505172413792,73.02417241379308,56.4739482758621,27.440862068965515,25.250172413793102,85.70637931034484,69.49429310344827,80.15232758620688,67.21696551724136,30.40156896551723,87.33477586206897,34.06491379310346,69.04775862068966,44.867913793103455,40.84284482758622,45.78091379310346,75.08277586206897,85.28982758620688,74.86925862068965,70.80475862068967
react_364,1.6761448220329114,10.655577163856895,5.407961501076398,86.65993421976523,1.3861190947767366,147.30021155951982,-6.3469,-1.3964,-0.23842,-0.35832,6.52,5.34,4.86,-0.35263,0.02825,112.93934883720928,72.95218604651164,51.24372093023257,33.79627906976745,26.558999999999994,52.133744186046506,19.545325581395346,38.11530232558139,14.444372093023254,1.5098604651162788,87.41506976744186,35.05620930232558,73.35441860465116,41.11960465116279,40.454674418604654,26.514279069767436,41.38076744186047,42.358372093023256,24.769720930232562,10.816023255813954
react_367,1.6918357491419984,6.230487591224956,7.696466666094879,64.19377697726463,16.561802257234675,143.23748245120083,-6.7144,-2.0472,-0.22274,-0.38317,5.29,4.63,3.65,-0.27733,0.01424,108.8209677419355,60.71832258064516,64.53403225806451,60.871838709677405,39.44564516129032,6.133193548387099,0.6435483870967742,0.0,0.0,0.0,86.39467741935485,54.31825806451613,59.89606451612904,56.24735483870968,49.81212903225806,27.26403225806451,6.881612903225807,0.3534193548387097,0.0,0.0
react_368,1.6920188322668213,6.76312781554461,7.677750836580049,76.1077748138429,-1.0841736492266882,153.19707705061228,-6.7031,-2.3365,-0.22375,-0.38078,5.26,4.66,3.54,-0.28051,0.01456,109.34107142857142,33.20814285714285,49.550357142857145,63.69764285714285,41.607000000000006,27.601785714285715,13.278857142857143,3.031071428571429,0.0,0.0,86.19507142857142,45.41071428571429,43.29585714285714,60.780214285714294,32.32985714285714,41.869142857142855,17.752857142857142,12.166642857142858,1.5155714285714286,0.0
react_369,1.834867674160511,4.613258224149661,6.066906769081617,0.0041855497238574,53.81254426768349,145.998229687358,-6.3674,-1.2911,-0.22551,-0.3691,5.50,4.30,3.00,-0.25621,0.03053,150.21,190.50966666666667,86.38666666666666,7.179666666666667,0.0,0.0,0.0,0.0,0.0,0.0,94.289,100.764,164.87800000000001,69.57366666666667,4.781333333333333,0.0,0.0,0.0,0.0,0.0
react_439,1.642553378076031,13.15195301308444,4.755806269241592,101.34254138883288,-21.26361116789783,150.82314804921964,-5.6156,-1.1024,-0.24998,-0.40039,6.92,5.47,5.06,-0.36927,0.02915,110.27135057471263,43.7551637931035,71.15627873563211,81.2663132183908,63.74187931034483,68.8322011494253,50.92751436781609,38.81399712643676,21.195318965517252,30.380531609195415,86.47807471264359,44.970416666666615,64.14099425287363,85.5006867816091,62.67864367816095,71.08525000000003,53.40234482758622,42.427281609195404,30.566577586206908,39.09027873563219
react_466,3.330121613560893,5.374536235618512,8.239351376064471,58.86815969498707,28.20457604750389,141.1738724444635,-5.3658,-1.2241,-0.22531,-0.38619,5.41,4.27,2.78,-0.24673,0.04961,152.30225000000002,42.9835,85.066,74.80199999999999,62.0125,31.31425,2.54875,0.0,0.0,0.0,95.607,46.88499999999999,74.97125,98.81474999999999,34.34,58.2305,38.358000000000004,3.82275,0.0,0.0
react_468,2.273337546865737,5.210778017848191,8.156620844867321,45.31903112184996,24.70544983984679,139.98943997585008,-5.3086,-0.7076,-0.21567,-0.39196,5.41,4.42,2.98,-0.25342,0.03974,155.47019999999998,2.0751,80.3352,31.223600000000005,35.1431,26.3816,1.813,0.0,0.0,0.0,96.304,29.5331,59.164300000000004,68.4905,16.553,43.991699999999994,16.3594,2.0458,0.0,0.0
react_469,0.0001806392592361,3.105022646239754,6.672655425384792,0.0006680933370291,30.85400887694756,142.73261619386386,-6.1878,-1.0993,-0.21968,-0.38106,5.47,4.43,2.77,-0.26835,0.02326,155.094,1.164,82.808,4.524,11.54,0.0,0.0,0.0,0.0,0.0,93.855,46.792500000000004,30.2165,71.592,1.134,11.54,0.0,0.0,0.0,0.0
react_470,1.1927993542895816,3.100299341892823,7.089492504843664,12.520626692112078,45.79588822359983,143.58016060314978,-5.9839,-0.9585,-0.21799,-0.3838,5.41,4.42,2.82,-0.24291,0.04623,155.95800000000003,1.269,85.67099999999999,5.2015,29.85,0.0,0.0,0.0,0.0,0.0,94.2565,47.22,30.259,75.06,1.304,29.85,0.0,0.0,0.0,0.0
react_471,0.0002789284213868,3.102983730173323,7.611975204142936,0.000679527270963,48.99974035262657,142.62740117918904,-6.2092,-1.3292,-0.2216,-0.37394,5.46,4.44,2.73,-0.27052,0.0152,153.788,2.348,83.915,4.632,189.668,0.0,0.0,0.0,0.0,0.0,93.75,31.154999999999998,60.117000000000004,57.344,2.317,189.668,0.0,0.0,0.0,0.0
react_472,0.0004314801652217,3.1027041571382954,8.02662711173457,0.0089642657055772,0.5837805303885314,150.17556618383094,-6.7215,-2.0312,-0.22708,-0.35767,5.48,4.45,2.72,-0.27041,0.02084,153.459,2.394,84.587,4.862,28.4,26.197,0.0,0.0,0.0,0.0,93.471,31.155,59.742999999999995,58.501000000000005,2.432,28.4,26.197,0.0,0.0,0.0
