,Q1_B1,Q1_B5,Q1_L,Q1_VOL,Q1_NWESPMIN,Q1_99ESPMAX,Q1_NATURAL CHARGE,Q2_B1,Q2_B5,Q2_L,Q2_VOL,Q2_NWESPMIN,Q2_99ESPMAX,Q2_NATURAL CHARGE,Q3_B1,Q3_B5,Q3_L,Q3_VOL,Q3_NWESPMIN,Q3_99ESPMAX,Q3_NATURAL CHARGE,Q4_B1,Q4_B5,Q4_L,Q4_VOL,Q4_NWESPMIN,Q4_99ESPMAX,Q4_NATURAL CHARGE,HOMO,LUMO,C0_nat_charge,C1_nat_charge,pert1,pert2,pert3,pi_orb_energy,pi*_orb_energy,AlkC1_RDF_1,AlkC1_RDF_2,AlkC1_RDF_3,AlkC1_RDF_4,AlkC1_RDF_5,AlkC1_RDF_6,AlkC1_RDF_7,AlkC1_RDF_8,AlkC1_RDF_9,AlkC1_RDF_10,AlkC2_RDF_1,AlkC2_RDF_2,AlkC2_RDF_3,AlkC2_RDF_4,AlkC2_RDF_5,AlkC2_RDF_6,AlkC2_RDF_7,AlkC2_RDF_8,AlkC2_RDF_9,AlkC2_RDF_10,Alkene Type
Mono_21,3.4415628910064697,8.626181602478027,7.8130998611450195,147.1041259765625,98.36515045166016,484.2139892578125,0.27976998686790466,1.100000023841858,1.100000023841858,2.5923445224761963,5.575279712677002,342.2778625488281,537.5413818359375,0.21716000139713287,1.100000023841858,1.100000023841858,2.593891143798828,5.575279712677002,342.2778625488281,537.5413818359375,0.20541000366210938,1.100000023841858,1.100000023841858,2.5970864295959473,5.575279712677002,342.2778625488281,537.5413818359375,0.21278999745845795,-6.485400199890137,-0.11789999902248383,-0.23282000422477722,-0.3906799852848053,2.78,2.6,2.18,-0.2614400088787079,0.06296999752521515,151.32455444335938,43.9243049621582,47.4681396484375,49.606224060058594,34.96551513671875,39.72727966308594,5.420069217681885,0.6479166746139526,0.0,0.0,85.41152954101562,74.41630554199219,64.66962432861328,44.63980484008789,38.82523727416992,35.25141525268555,24.22395896911621,5.322305679321289,0.32381945848464966,0.0,Mono
TriQ3_21,2.257716417312622,9.550557136535645,5.867301940917969,145.28439331054688,52.779449462890625,487.50811767578125,-0.45631998777389526,2.5819382667541504,5.502060413360596,9.366008758544922,145.28439331054688,47.16844177246094,498.82098388671875,-0.2310599982738495,1.100000023841858,1.100000023841858,2.5940122604370117,5.575279712677002,342.2778625488281,537.5413818359375,0.2152400016784668,1.711876630783081,4.001869201660156,7.432873725891113,77.79727935791016,169.13075256347656,487.19671630859375,0.21833999454975128,-6.21589994430542,-1.2223000526428223,-0.05318000167608261,-0.1892700046300888,5.39,4.79,3.87,-0.26673999428749084,0.062059998512268066,210.36639404296875,33.975589752197266,113.1675033569336,41.56789016723633,39.538387298583984,61.13090515136719,5.698722839355469,0.14460240304470062,0.0,0.0,157.44497680664062,85.57855224609375,76.53768920898438,82.08524322509766,67.74897766113281,32.308902740478516,3.88566255569458,0.0,0.0,0.0,TriQ3
Gem_21,1.7195045948028564,3.918536901473999,7.50537109375,82.43355560302734,221.39964294433594,492.2159729003906,-0.07705000042915344,1.100000023841858,1.100000023841858,2.5921576023101807,5.575279712677002,342.2778625488281,537.5413818359375,0.21533000469207764,1.100000023841858,1.100000023841858,2.5910723209381104,5.575279712677002,342.2778625488281,537.5413818359375,0.22416000068187714,2.315617561340332,2.959080696105957,4.131931781768799,42.73689270019531,233.8173065185547,550.7062377929688,1.1722099781036377,-6.761899948120117,-1.356600046157837,-0.1599300056695938,-0.33746999502182007,3.42,11.79,1.92,-0.29412999749183655,0.03593999892473221,202.15199279785156,1.5980000495910645,85.8489990234375,7.3420000076293945,0.0,0.0,0.0,0.0,0.0,0.0,112.1693344116211,60.48466491699219,59.7239990234375,59.667999267578125,4.894999980926514,0.0,0.0,0.0,0.0,0.0,Gem
TriQ4_21,2.2339541912078857,10.791459083557129,7.745477199554443,141.9242706298828,43.13488006591797,496.6039733886719,-0.07604999840259552,2.202829360961914,2.7344985008239746,4.039228439331055,19.545366287231445,281.8513488769531,520.2440795898438,-0.6353600025177002,1.7000000476837158,1.775497555732727,5.824666500091553,34.89433288574219,247.33447265625,523.7619018554688,-0.047589998692274094,1.100000023841858,1.100000023841858,2.595362901687622,5.575279712677002,342.2778625488281,537.5413818359375,0.22010000050067902,-5.837200164794922,-0.741100013256073,-0.18817999958992004,-0.09193000197410583,4.64,4.16,3.96,-0.26693999767303467,0.05654999986290932,158.75991821289062,58.167449951171875,44.10744857788086,47.610843658447266,47.059349060058594,43.64692306518555,16.21005630493164,21.85283088684082,12.520179748535156,0.0,173.96658325195312,30.648731231689453,34.666133880615234,40.20012283325195,51.58839416503906,42.80185317993164,33.16930389404297,21.498640060424805,21.395235061645508,0.0,TriQ4
Trans_21,2.237456798553467,10.873086929321289,7.076991558074951,167.3926239013672,78.90608215332031,499.5198059082031,-0.07298000156879425,1.100000023841858,1.100000023841858,2.5962777137756348,5.575279712677002,342.2778625488281,537.5413818359375,0.22342999279499054,1.7000000476837158,3.790229320526123,6.727001190185547,62.59416961669922,241.0923309326172,494.6968078613281,0.2892799973487854,1.100000023841858,1.100000023841858,2.5960593223571777,5.575279712677002,342.2778625488281,537.5413818359375,0.2228199988603592,-5.766600131988525,-1.1292999982833862,-0.22450000047683716,-0.2602800130844116,4.42,3.07,2.09,-0.2708300054073334,0.04933999851346016,133.3521728515625,49.882266998291016,97.99034118652344,82.422119140625,50.03737258911133,55.88264083862305,35.021095275878906,43.135231018066406,21.989757537841797,0.0,155.75677490234375,66.57959747314453,67.44140625,50.56656265258789,55.668128967285156,45.35776901245117,46.69133377075195,40.86630630493164,40.785118103027344,0.0,Trans
Gem_22,2.1768572330474854,5.168656349182129,9.929765701293945,140.2236328125,84.90553283691406,504.073486328125,-0.6207900047302246,1.100000023841858,1.100000023841858,2.593909978866577,5.575279712677002,342.2778625488281,537.5413818359375,0.20201000571250916,1.100000023841858,1.100000023841858,2.593829870223999,5.575279712677002,342.2778625488281,537.5413818359375,0.2093600034713745,2.205766201019287,2.729926824569702,4.004454135894775,19.545366287231445,281.6912841796875,515.9525756835938,-0.653659999370575,-7.002299785614014,-1.3377000093460083,-0.04580000042915344,-0.37529000639915466,5.39,3.64,3.43,-0.2750599980354309,0.051350001245737076,132.92999267578125,152.625244140625,68.40249633789062,57.607810974121094,38.40668869018555,11.786624908447266,4.225124835968018,0.0,0.0,0.0,111.872314453125,119.0130615234375,90.71931457519531,67.09837341308594,35.83393859863281,28.63137435913086,8.590499877929688,4.225124835968018,0.0,0.0,Gem
Trans_22,2.6160929203033447,6.174641132354736,9.516133308410645,150.71449279785156,84.95568084716797,470.6918640136719,-0.0478999987244606,1.100000023841858,1.100000023841858,2.5956408977508545,5.575279712677002,342.2778625488281,537.5413818359375,0.20565000176429749,2.21439266204834,3.955376148223877,9.620287895202637,105.1938705444336,125.12840270996094,471.8475341796875,-0.097120001912117,1.100000023841858,1.100000023841858,2.5954816341400146,5.575279712677002,342.2778625488281,537.5413818359375,0.2056400030851364,-5.0883002281188965,-1.2755000591278076,-0.19832000136375427,-0.19425000250339508,3.02,2.98,16.0,-0.2545199990272522,0.06224000081419945,182.34217834472656,33.13090896606445,137.3687286376953,125.07672882080078,41.31354522705078,49.7741813659668,23.836273193359375,2.35945463180542,0.0,0.0,179.7030029296875,34.52290725708008,141.88299560546875,90.24745178222656,43.09063720703125,70.77117919921875,32.556819915771484,2.427000045776367,0.0,0.0,Trans
TriQ3_22,2.070305109024048,4.643299102783203,7.18944787979126,65.75543212890625,165.3411407470703,509.5701904296875,0.8380200266838074,2.1842472553253174,2.7414512634277344,4.027710914611816,19.545366287231445,286.4320983886719,517.1197509765625,-0.666100025177002,1.100000023841858,1.100000023841858,2.5957422256469727,5.575279712677002,342.2778625488281,537.5413818359375,0.20948000252246857,2.286262035369873,3.8536508083343506,5.4029741287231445,33.51544952392578,237.59349060058594,508.6730041503906,-0.44464001059532166,-6.823800086975098,-0.9010999798774719,-0.15240000188350677,-0.12383999675512314,6.21,4.29,4.27,-0.2635999917984009,0.059859998524188995,193.80758666992188,20.73427391052246,32.05817794799805,12.768484115600586,1.1164839267730713,0.0,0.0,0.0,0.0,0.0,133.87086486816406,67.38523864746094,26.25827407836914,26.56577491760254,5.993709564208984,0.41112902760505676,0.0,0.0,0.0,0.0,TriQ3
TriQ4_22,2.5480234622955322,8.506641387939453,9.657815933227539,254.5272979736328,18.154438018798828,485.17132568359375,-0.08157999813556671,2.245556592941284,7.535701751708984,8.14963150024414,119.16395568847656,125.71699523925781,491.1818542480469,-0.08483999967575073,2.201007604598999,2.73233699798584,4.018949508666992,19.545366287231445,285.5163269042969,518.7922973632812,-0.6433899998664856,1.100000023841858,1.100000023841858,2.5960896015167236,5.575279712677002,342.2778625488281,537.5413818359375,0.2245199978351593,-6.657299995422363,-0.5131000280380249,-0.22421999275684357,-0.05496999993920326,4.88,4.69,4.46,-0.26392000913619995,0.06860999763011932,147.1970977783203,138.8004150390625,172.85691833496094,168.79652404785156,132.77452087402344,112.39949798583984,75.24705505371094,36.522735595703125,10.940242767333984,0.0,153.35409545898438,66.99201202392578,191.31182861328125,177.25946044921875,154.244140625,108.73467254638672,72.34904479980469,40.898006439208984,30.391752243041992,0.0,TriQ4
TriQ2_22,2.2925374507904053,10.043100357055664,9.664414405822754,211.7747039794922,26.63715362548828,471.2613830566406,-0.4453299939632416,1.100000023841858,1.100000023841858,2.5923140048980713,5.575279712677002,342.2778625488281,537.5413818359375,0.21570999920368195,2.2249867916107178,3.6398069858551025,4.115670680999756,28.33559226989746,159.95770263671875,525.0599975585938,-0.057840000838041306,2.196213960647583,2.7349328994750977,4.046156883239746,19.545366287231445,285.323486328125,515.9984130859375,-0.6513299942016602,-5.796299934387207,0.012799999676644802,-0.0034000000450760126,-0.27987998723983765,4.81,4.72,4.27,-0.25565001368522644,0.07304999977350235,158.7936248779297,46.107879638671875,72.5308837890625,65.34126281738281,90.90275573730469,62.397117614746094,39.14951705932617,25.11164665222168,3.8673136234283447,0.0,154.1795654296875,50.893062591552734,43.22776794433594,60.675140380859375,77.62039947509766,69.7149658203125,55.73065948486328,34.83169174194336,17.328737258911133,0.0,TriQ2
Cis_22,2.23940110206604,6.969524383544922,5.322015762329102,75.42570495605469,170.01083374023438,492.60638427734375,-0.4783399999141693,2.103194236755371,4.189136028289795,5.922551155090332,51.78534698486328,182.63143920898438,522.6632080078125,0.8188400268554688,1.100000023841858,1.100000023841858,2.592978000640869,5.575279712677002,342.2778625488281,537.5413818359375,0.23297999799251556,1.100000023841858,1.100000023841858,2.597432851791382,5.575279712677002,342.2778625488281,537.5413818359375,0.21548999845981598,-7.212299823760986,-1.1871000528335571,-0.1096000000834465,-0.3432300090789795,4.24,3.72,3.09,-0.2730799913406372,0.049059998244047165,132.80674743652344,57.67018127441406,44.74609375,39.860897064208984,9.948064804077148,1.991662621498108,0.03134552761912346,0.0,0.0,0.0,148.07447814941406,23.375991821289062,53.60743713378906,27.61103630065918,24.12738609313965,8.82270336151123,1.3836259841918945,0.052345529198646545,0.0,0.0,Cis
Mono_22,1.7015455961227417,3.868690252304077,6.406247138977051,77.79727935791016,76.44338989257812,506.7645568847656,-0.05135999992489815,1.100000023841858,1.100000023841858,2.59378981590271,5.575279712677002,342.2778625488281,537.5413818359375,0.19769999384880066,1.100000023841858,1.100000023841858,2.592984676361084,5.575279712677002,342.2778625488281,537.5413818359375,0.21209999918937683,1.100000023841858,1.100000023841858,2.5963499546051025,5.575279712677002,342.2778625488281,537.5413818359375,0.2180200070142746,-6.86460018157959,-1.5616999864578247,-0.22619999945163727,-0.35705000162124634,2.37,15.97,1.52,-0.2798500061035156,0.038839999586343765,153.90699768066406,2.505000114440918,80.07099914550781,4.985000133514404,0.0,0.0,0.0,0.0,0.0,0.0,93.25599670410156,31.53499984741211,58.332000732421875,55.85100173950195,2.49399995803833,0.0,0.0,0.0,0.0,0.0,Mono
Cis_23,2.246319055557251,5.047275543212891,5.476726531982422,66.64373779296875,108.36872100830078,513.0043334960938,-0.55103999376297,2.2653796672821045,5.300058841705322,5.171297550201416,66.64373779296875,98.01667785644531,514.1675415039062,-0.22885000705718994,1.100000023841858,1.100000023841858,2.594475746154785,5.575279712677002,342.2778625488281,537.5413818359375,0.2250799983739853,1.100000023841858,1.100000023841858,2.5954806804656982,5.575279712677002,342.2778625488281,537.5413818359375,0.22223000228405,-6.604400157928467,0.17970000207424164,-0.20716999471187592,-0.23215000331401825,4.49,4.36,4.3,-0.27695998549461365,0.05164000019431114,131.906005859375,52.07400131225586,1.2359999418258667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.9600067138672,27.70800018310547,22.54800033569336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cis
Trans_23,2.8918344974517822,12.20456314086914,9.641695976257324,502.82440185546875,42.84292221069336,432.2050476074219,-0.13790999352931976,1.100000023841858,1.100000023841858,2.5926353931427,5.575279712677002,342.2778625488281,537.5413818359375,0.224140003323555,2.1037797927856445,5.2134528160095215,6.898681640625,65.75543212890625,175.37579345703125,511.6356506347656,0.8280799984931946,1.100000023841858,1.100000023841858,2.591885566711426,5.575279712677002,342.2778625488281,537.5413818359375,0.2340099960565567,-5.76669979095459,-1.8720999956130981,-0.1396300047636032,-0.3266899883747101,3.67,2.87,16.15,-0.27039000391960144,0.044860001653432846,169.93209838867188,115.21853637695312,207.47132873535156,373.1986083984375,249.5913543701172,164.5641326904297,92.99075317382812,45.07773208618164,15.170439720153809,0.0,154.67950439453125,73.51679229736328,210.7857208251953,221.17800903320312,300.7710266113281,242.38018798828125,127.77285766601562,62.8876838684082,39.243202209472656,0.0,Trans
Gem_23,3.1372413635253906,8.190579414367676,9.652053833007812,270.1154479980469,116.56565856933594,474.8643493652344,-0.04809999838471413,1.100000023841858,1.100000023841858,2.591494083404541,5.575279712677002,342.2778625488281,537.5413818359375,0.21971000730991364,1.100000023841858,1.100000023841858,2.5921528339385986,5.575279712677002,342.2778625488281,537.5413818359375,0.20371000468730927,2.284135341644287,3.8482093811035156,5.39509391784668,33.51544952392578,237.5129852294922,508.0118408203125,-0.44999000430107117,-6.58620023727417,-0.7276999950408936,-0.04311000183224678,-0.4272499978542328,4.67,4.56,4.47,-0.2540299892425537,0.0699400007724762,157.52481079101562,40.6790771484375,141.89759826660156,158.9756622314453,118.02936553955078,94.75833129882812,35.11763381958008,3.1565134525299072,0.0,0.0,108.22470092773438,64.85321807861328,99.2049789428711,124.85790252685547,140.6699676513672,109.0716323852539,77.6991958618164,23.566869735717773,1.9905459880828857,0.0,Gem
TriQ3_23,2.282949209213257,8.622390747070312,8.200138092041016,170.2091522216797,111.30271911621094,458.47027587890625,-0.44067999720573425,2.262159585952759,8.533537864685059,7.135537624359131,170.2091522216797,117.01158905029297,464.7365417480469,-0.48089998960494995,1.100000023841858,1.100000023841858,2.5969836711883545,5.575279712677002,342.2778625488281,537.5413818359375,0.20904000103473663,2.203392505645752,2.732290744781494,4.024752616882324,19.545366287231445,343.2366943359375,540.1673583984375,-0.6379299759864807,-5.278900146484375,-0.020600000396370888,-0.016209999099373817,-0.21125000715255737,5.08,4.56,4.21,-0.2430499941110611,0.08524999767541885,159.63400268554688,66.10600280761719,50.67399978637695,56.93733215332031,55.03066635131836,44.94599914550781,0.0,0.0,0.0,0.0,162.7136688232422,69.03266906738281,63.1706657409668,98.5009994506836,12.395000457763672,26.67366600036621,0.8413333296775818,0.0,0.0,0.0,TriQ3
TriQ2_23,2.1164562702178955,3.8788020610809326,8.389541625976562,96.40364074707031,197.8769073486328,478.2728271484375,-0.061469998210668564,1.100000023841858,1.100000023841858,2.5956499576568604,5.575279712677002,342.2778625488281,537.5413818359375,0.2159000039100647,2.267714500427246,5.170299053192139,5.2730326652526855,61.80034255981445,201.67344665527344,497.27459716796875,-0.4539699852466583,2.2664284706115723,5.171802997589111,5.308496475219727,61.80034255981445,201.51730346679688,498.6866760253906,-0.44238999485969543,-5.781700134277344,-0.4984999895095825,-0.04278000071644783,-0.1963600069284439,5.82,4.32,3.81,-0.25310999155044556,0.08020000159740448,217.8646697998047,37.09199905395508,88.2893295288086,5.307000160217285,29.87299919128418,0.0,0.0,0.0,0.0,0.0,157.46600341796875,86.10900115966797,33.33000183105469,68.9990005493164,2.6489999294281006,29.87299919128418,0.0,0.0,0.0,0.0,TriQ2
Mono_23,1.7027243375778198,4.975225448608398,9.677898406982422,130.66221618652344,167.19456481933594,470.9118347167969,-0.07605999708175659,1.100000023841858,1.100000023841858,2.5940191745758057,5.575279712677002,342.2778625488281,537.5413818359375,0.1948300004005432,1.100000023841858,1.100000023841858,2.5929441452026367,5.575279712677002,342.2778625488281,537.5413818359375,0.20909999310970306,1.100000023841858,1.100000023841858,2.596782684326172,5.575279712677002,342.2778625488281,537.5413818359375,0.21396000683307648,-5.79449987411499,-1.5166000127792358,-0.22019000351428986,-0.37522000074386597,2.44,13.88,1.61,-0.26759999990463257,0.05037999898195267,154.44900512695312,2.569999933242798,84.37699890136719,34.04899978637695,58.88600158691406,32.64799880981445,2.6110000610351562,0.0,0.0,0.0,94.09500122070312,31.461999893188477,59.7765007019043,73.08699798583984,15.724499702453613,45.81650161743164,45.71200180053711,3.9165000915527344,0.0,0.0,Mono
TriQ4_23,2.233943223953247,8.616372108459473,7.405892848968506,119.16395568847656,106.430908203125,502.7165832519531,-0.07574000209569931,2.1993284225463867,2.7307045459747314,4.02111291885376,19.545366287231445,281.8724060058594,519.0922241210938,-0.6547099947929382,2.121755361557007,4.147400856018066,5.953267574310303,51.78534698486328,183.32118225097656,516.5176391601562,0.8370800018310547,1.100000023841858,1.100000023841858,2.596165895462036,5.575279712677002,342.2778625488281,537.5413818359375,0.24258999526500702,-6.543499946594238,-1.1756999492645264,-0.1737699955701828,-0.13850000500679016,5.68,4.66,3.99,-0.27417001128196716,0.052230000495910645,149.85728454589844,64.58206939697266,65.36054992675781,67.83964538574219,42.38538360595703,33.01823806762695,5.902170181274414,0.4226648211479187,0.0,0.0,171.1445770263672,29.48261070251465,65.0678482055664,50.60439682006836,42.850093841552734,39.03794479370117,24.315467834472656,6.399807929992676,0.465247243642807,0.0,TriQ4
Cis_24,2.6915907859802246,8.508502006530762,9.726125717163086,298.40032958984375,98.91751098632812,452.72027587890625,-0.4747900068759918,2.2086634635925293,9.698532104492188,10.784257888793945,298.40032958984375,106.1297607421875,459.4160461425781,-0.4710800051689148,1.100000023841858,1.100000023841858,2.593451976776123,5.575279712677002,342.2778625488281,537.5413818359375,0.21894000470638275,1.100000023841858,1.100000023841858,2.59354305267334,5.575279712677002,342.2778625488281,537.5413818359375,0.2188899964094162,-6.5005998611450195,-0.6603999733924866,-0.2126699984073639,-0.21373000741004944,4.25,4.13,2.6,-0.2545900046825409,0.06943000108003616,129.78599548339844,34.26076126098633,52.97109603881836,144.5443878173828,177.66909790039062,102.36028289794922,75.33414459228516,25.02885627746582,2.007380962371826,0.0,129.7169952392578,35.95685577392578,52.231998443603516,139.4012451171875,165.0662384033203,113.49971771240234,91.49557495117188,15.588666915893555,1.0047142505645752,0.0,Cis
TriQ3_24,2.280280113220215,7.622775554656982,8.693791389465332,143.59814453125,154.2111053466797,477.5088195800781,-0.4605199992656708,2.274021625518799,7.670169830322266,8.583579063415527,143.59814453125,153.07937622070312,477.4067077636719,-0.460750013589859,1.100000023841858,1.100000023841858,2.596485137939453,5.575279712677002,342.2778625488281,537.5413818359375,0.2124900072813034,2.205721855163574,2.7311670780181885,4.0164475440979,19.545366287231445,343.480712890625,542.9967041015625,-0.6398199796676636,-5.8790998458862305,-0.17389999330043793,-0.01561999972909689,-0.209989994764328,4.51,4.5,4.3,-0.2505800127983093,0.0798100009560585,165.98199462890625,32.875999450683594,61.25299835205078,58.77199935913086,10.785499572753906,53.24250030517578,15.972000122070312,0.0,0.0,0.0,161.0260009765625,37.832000732421875,61.25299835205078,58.77199935913086,10.78600025177002,53.242000579833984,15.972000122070312,0.0,0.0,0.0,TriQ3
TriQ2_24,2.5838847160339355,8.573399543762207,11.682713508605957,284.08551025390625,41.920135498046875,463.87744140625,-0.4586000144481659,1.100000023841858,1.100000023841858,2.594944715499878,5.575279712677002,342.2778625488281,537.5413818359375,0.23149000108242035,2.4763245582580566,10.846209526062012,11.888471603393555,275.5081787109375,76.5201644897461,473.9423828125,0.2936899960041046,2.206918478012085,2.7261528968811035,4.020696640014648,19.545366287231445,343.90374755859375,546.7081298828125,-0.6721600294113159,-5.562699794769287,-0.8248000144958496,0.01737000048160553,-0.27849000692367554,5.41,3.79,3.47,-0.25850000977516174,0.06407999992370605,161.55764770507812,55.99592208862305,192.30465698242188,209.330078125,221.71092224121094,199.9077911376953,122.6652603149414,76.9549789428711,99.06275177001953,0.0,180.00613403320312,86.43224334716797,180.13595581054688,183.66921997070312,232.79351806640625,164.67001342773438,148.35333251953125,94.78339385986328,68.64617919921875,0.0,TriQ2
Trans_24,3.9410629272460938,6.431441307067871,9.249170303344727,173.65811157226562,79.62384796142578,481.2250671386719,0.004480000119656324,1.100000023841858,1.100000023841858,2.5972657203674316,5.575279712677002,342.2778625488281,537.5413818359375,0.21484999358654022,2.250164031982422,7.1001176834106445,11.80600643157959,155.89434814453125,43.72768020629883,479.591064453125,-0.4874500036239624,1.100000023841858,1.100000023841858,2.5985658168792725,5.575279712677002,342.2778625488281,537.5413818359375,0.22984999418258667,-6.012800216674805,-0.9258000254631042,-0.2887899875640869,-0.13247999548912048,5.09,2.85,2.75,-0.2669700086116791,0.0522800013422966,152.03868103027344,45.84678268432617,160.57322692871094,140.9430389404297,99.69886779785156,79.7663803100586,44.85987091064453,19.7512264251709,27.147920608520508,0.0,140.32398986816406,77.24644470214844,57.790287017822266,163.60202026367188,133.7138671875,96.54841613769531,58.95463562011719,29.779621124267578,12.666707992553711,0.0,Trans
Mono_24,2.7131145000457764,12.155497550964355,9.187943458557129,281.889404296875,48.77141189575195,427.0530700683594,0.46939000487327576,1.100000023841858,1.100000023841858,2.5929970741271973,5.575279712677002,342.2778625488281,537.5413818359375,0.20827999711036682,1.100000023841858,1.100000023841858,2.5932085514068604,5.575279712677002,342.2778625488281,537.5413818359375,0.2071000039577484,1.100000023841858,1.100000023841858,2.593331813812256,5.575279712677002,342.2778625488281,537.5413818359375,0.23317000269889832,-5.85699987411499,-1.5532000064849854,-0.25343000888824463,-0.3400000035762787,9.68,2.0,1.16,-0.26638999581336975,0.05291000008583069,145.65499877929688,40.80766296386719,41.59829330444336,94.55144500732422,93.7269058227539,113.27458190917969,40.98225784301758,67.90311431884766,77.9317398071289,0.0,89.33999633789062,40.09652328491211,42.322052001953125,107.57072448730469,76.67346954345703,106.73356628417969,73.56920623779297,68.06505584716797,112.06040954589844,0.0,Mono
Gem_24,2.27296781539917,6.917571067810059,9.395322799682617,161.0240020751953,47.889259338378906,492.02862548828125,-0.10756999999284744,1.100000023841858,1.100000023841858,2.593571901321411,5.575279712677002,342.2778625488281,537.5413818359375,0.2102999985218048,1.100000023841858,1.100000023841858,2.594650983810425,5.575279712677002,342.2778625488281,537.5413818359375,0.2053299993276596,2.1995391845703125,2.7356395721435547,4.022950649261475,19.545366287231445,281.9871826171875,517.4595947265625,-0.6407099962234497,-6.345900058746338,-1.8151999711990356,-0.04642000049352646,-0.38446998596191406,5.67,3.09,2.7,-0.27752000093460083,0.05719999969005585,178.0397491455078,31.067249298095703,104.13400268554688,52.948001861572266,138.69700622558594,10.222999572753906,2.1670000553131104,0.0,0.0,0.0,116.83799743652344,76.41200256347656,42.41749954223633,136.22625732421875,98.34825134277344,44.32624816894531,1.624250054359436,1.0835000276565552,0.0,0.0,Gem
TriQ4_24,2.2938404083251953,6.009603977203369,8.791260719299316,144.33905029296875,147.8623046875,493.941650390625,-0.04766999930143356,2.1971495151519775,2.732431411743164,4.010550022125244,19.545366287231445,286.380615234375,516.1405639648438,-0.6560699939727783,1.7062511444091797,3.8758273124694824,7.526914119720459,82.43355560302734,217.61793518066406,489.11163330078125,-0.05163000151515007,1.100000023841858,1.100000023841858,2.597315788269043,5.575279712677002,342.2778625488281,537.5413818359375,0.21222999691963196,-5.847499847412109,-0.5317000150680542,-0.2164199948310852,-0.032329998910427094,4.99,4.64,4.08,-0.25481998920440674,0.07870999723672867,156.09474182128906,146.06918334960938,105.82504272460938,137.05807495117188,41.68594741821289,10.414237022399902,0.25176718831062317,0.0,0.0,0.0,199.19590759277344,17.878679275512695,188.01730346679688,79.73014831542969,63.786033630371094,41.00654602050781,7.571958065032959,0.21241985261440277,0.0,0.0,TriQ4
Mono_25,2.05597186088562,7.154082298278809,7.930494785308838,138.76300048828125,190.6298828125,464.3869323730469,-0.11114999651908875,1.100000023841858,1.100000023841858,2.594032049179077,5.575279712677002,342.2778625488281,537.5413818359375,0.1941400021314621,1.100000023841858,1.100000023841858,2.593088388442993,5.575279712677002,342.2778625488281,537.5413818359375,0.2076999992132187,1.100000023841858,1.100000023841858,2.5949325561523438,5.575279712677002,342.2778625488281,537.5413818359375,0.2256300002336502,-5.65310001373291,-1.0857000350952148,-0.22280000150203705,-0.3774000108242035,2.37,14.14,1.47,-0.26256000995635986,0.055309999734163284,150.02999877929688,19.040000915527344,112.02200317382812,40.71699905395508,43.90475082397461,8.469249725341797,0.0,0.0,0.0,0.0,94.33799743652344,37.36600112915039,78.89749908447266,86.3905029296875,30.829999923706055,29.79574966430664,16.565250396728516,0.0,0.0,0.0,Mono
Gem_25,1.7227274179458618,4.015592575073242,8.263115882873535,107.5340805053711,97.08348846435547,500.44384765625,0.1587499976158142,1.100000023841858,1.100000023841858,2.5935542583465576,5.575279712677002,342.2778625488281,537.5413818359375,0.207179993391037,1.100000023841858,1.100000023841858,2.594001531600952,5.575279712677002,342.2778625488281,537.5413818359375,0.20911000669002533,2.205418586730957,2.7348806858062744,4.0013017654418945,19.545366287231445,281.78936767578125,514.8778076171875,-0.6474300026893616,-6.098999977111816,-1.5506999492645264,-0.05335000157356262,-0.37400999665260315,5.74,3.11,2.89,-0.27978000044822693,0.05940999835729599,166.51824951171875,23.465749740600586,83.9010009765625,3.9630000591278076,188.77099609375,0.0,0.0,0.0,0.0,0.0,120.67024993896484,38.10850143432617,60.0567512512207,57.03099822998047,1.9815000295639038,188.77099609375,0.0,0.0,0.0,0.0,Gem
TriQ3_25,2.2029385566711426,6.146103382110596,5.712704181671143,65.75543212890625,112.197998046875,518.739501953125,-0.09730000048875809,2.0956015586853027,4.200413703918457,5.917056083679199,51.78534698486328,178.52757263183594,515.2927856445312,0.8180500268936157,1.100000023841858,1.100000023841858,2.591042995452881,5.575279712677002,342.2778625488281,537.5413818359375,0.2519800066947937,2.1185190677642822,4.077449321746826,5.977516174316406,51.78534698486328,171.76068115234375,514.2254028320312,0.8497099876403809,-7.362599849700928,-2.1505000591278076,-0.08570999652147293,-0.2676199972629547,4.94,4.59,3.98,-0.289029985666275,0.03771999850869179,183.98068237304688,63.815250396728516,73.17794799804688,24.468687057495117,1.6744250059127808,0.0,0.0,0.0,0.0,0.0,163.6608123779297,67.056884765625,65.76817321777344,38.5577392578125,11.401437759399414,0.6719499826431274,0.0,0.0,0.0,0.0,TriQ3
