,b1_0,b5_0,l_0,vol_0,espmin_0,espmax_0,b1_1,b5_1,l_1,vol_1,espmin_1,espmax_1,homo,lumo,nat_charge_1,nat_charge_2,pert_1,pert_2,pert_3,pi_orb,pi*_orb,disp_1_0,disp_2_0,disp_3_0,disp_4_0,disp_5_0,disp_6_0,disp_7_0,disp_8_0,disp_9_0,disp_10_0,disp_1_1,disp_2_1,disp_3_1,disp_4_1,disp_5_1,disp_6_1,disp_7_1,disp_8_1,disp_9_1,disp_10_1
react_125,1.659286166446604,2.9074747817392854,2.907069718292008,12.204622321193456,53.72657151712083,152.50210905867584,0.0889186424781903,3.695102372422982,6.669976396208752,0.0113010645456972,34.394701123578386,145.23822278624664,-6.5232,-1.3561,-0.0771,-0.33406,5.85,5.31,3.57,-0.28046,0.01059,273.78200000000004,12.908714285714284,83.25628571428571,4.048285714285714,11.364428571428572,0.0,0.0,0.0,0.0,0.0,117.98799999999999,121.26700000000001,77.002,55.682285714285726,2.056,11.364428571428572,0.0,0.0,0.0,0.0
react_126,1.664785166922479,1.664862530479277,2.3544679238027006,5.65155738054796,67.16857547193523,150.67200743628618,0.0734264984621026,3.695137742005303,6.670063062795154,0.0095164392752825,34.195734688212255,149.8406330047522,-6.4772,-0.7823,-0.03558,-0.39034,7.00,5.46,5.45,-0.27717,0.01354,173.766,13.562833333333336,83.40483333333333,4.1435,11.413333333333332,0.0,0.0,0.0,0.0,0.0,115.91083333333334,49.144000000000005,41.95816666666666,66.12266666666666,1.7415,11.413333333333332,0.0,0.0,0.0,0.0
react_127,1.692380567038971,5.051100443549718,9.940768531846183,73.60053215850402,9.775123256273533,146.90246882415667,1.664773135804095,1.6648883389641886,2.3544249224049607,5.651433923958581,66.93538040306545,147.77266274846954,-5.4156,-0.2079,-0.03409,-0.39951,5.66,5.59,5.05,-0.24405,0.04189,137.21052631578945,28.975000000000005,57.92405263157894,46.126947368421064,28.476736842105264,27.296999999999997,19.479631578947366,13.097526315789475,1.06,0.0,106.9025789473684,43.03415789473684,33.56305263157895,57.97226315789474,27.960421052631574,44.366789473684214,18.587736842105265,14.449526315789473,11.750894736842104,1.06
react_128,1.6417953097978053,7.801302258289441,3.026423229019043,34.73105087031353,7.089511242892781,151.51808742672426,1.6647981136834709,1.6648104320062955,2.354430191434311,5.651247837409654,66.7762542301314,148.79222802276797,-5.8887,-0.051,-0.03419,-0.39938,5.66,5.59,5.06,-0.2453,0.03684,136.85858064516128,21.36058064516129,57.858645161290326,49.065903225806466,40.745903225806444,37.93974193548387,9.456225806451615,6.059548387096775,0.4308709677419355,0.0,107.1406774193548,36.751548387096776,33.313612903225795,63.54641935483872,25.617129032258067,55.124548387096766,23.958096774193542,11.522483870967742,2.7297096774193546,0.0717741935483871
react_129,1.6416912067730265,7.179594016492167,4.475374184689445,52.3848090617002,26.29518308162275,149.29690853730213,1.6647481982139083,1.6648677614415426,2.354485604542522,5.651334064366392,67.59118916859651,149.8273802557707,-5.9005,-0.0557,-0.03488,-0.40554,5.66,5.55,5.34,-0.25568,0.03283,136.52929629629637,42.07362962962963,69.46990740740742,70.79097222222218,29.668453703703683,10.2335462962963,0.702898148148148,0.0,0.0,0.0,107.6756944444445,43.183435185185175,60.97066666666669,70.50707407407405,40.92957407407406,28.79327777777778,6.752092592592593,0.6568888888888891,0.0,0.0
react_130,1.6765477332953345,6.8738944597606695,8.024630998414771,78.51223016851189,24.076433406856985,150.44779566747272,1.6647742443216726,1.6648707555331477,2.3544991478651163,5.651449580281615,66.77813782530448,148.2069241503925,-5.941,-0.1712,-0.02657,-0.40636,5.64,5.52,4.34,-0.24198,0.04666,139.22349999999994,45.47628000000002,51.443380000000005,55.77374,27.666380000000004,21.456019999999995,4.32614,0.30252,0.0,0.0,111.99991999999999,54.358679999999985,56.58710000000001,52.083780000000004,37.39334,20.72062,10.55762,1.76308,0.20381999999999997,0.0
react_131,1.6865778470781574,7.4044056442237425,5.720206225999929,60.92104322551632,20.53795375861385,146.40112226743133,3.1092272091146684,6.371627177591562,6.06234027247676,56.48986556144904,46.44381151689061,141.37674638129312,-6.0081,-0.8457,-0.03367,-0.38976,5.75,5.49,5.28,-0.24147,0.04615,196.05800000000002,31.820749999999997,89.21925,7.902749999999999,0.0,0.0,0.0,0.0,0.0,0.0,116.76174999999999,32.616249999999994,103.50874999999999,66.83949999999999,5.2745,0.0,0.0,0.0,0.0,0.0
react_132,1.6648174054279357,1.6648643819993387,2.354341753237312,5.651450510931324,67.13550672693408,148.38317857078857,0.0004236082789684,2.6907905787273414,8.67736012638977,0.0073120384882019,36.9907641471817,147.98973490279755,-5.9092,-1.3558,-0.09681,-0.35813,8.08,5.51,5.42,-0.24957,0.03769,156.5405,0.0,27.11475,62.63725000000001,57.439249999999994,33.95125,2.6215,0.0,0.0,0.0,118.30675,38.23375,0.0,29.6905,60.061499999999995,50.25899999999999,41.1315,2.6215,0.0,0.0
react_134,1.6837856030674268,4.425704438887651,3.714884770237521,27.123436837011653,49.58219721454119,147.56013953578417,0.0003317789526366,3.101758301468565,6.063116369584408,0.0018478170840758,49.18258104965834,142.27321569584666,-6.1701,-0.7786,-0.02729,-0.40219,5.54,5.21,4.92,-0.2421,0.04288,199.84787500000002,22.033416666666664,100.53583333333331,9.014625,0.0,0.0,0.0,0.0,0.0,0.0,115.06433333333335,83.546125,45.62779166666667,81.42124999999999,5.772249999999999,0.0,0.0,0.0,0.0,0.0
react_135,1.6979734461040827,3.1110172186636103,3.662166725731141,19.281387253349894,56.13340629930554,146.18127614474463,0.0004971008697167,3.1017502072589647,6.063076972795652,0.0078833878168482,48.84222581226175,145.65673125321075,-6.6581,-0.2349,-0.03025,-0.38902,5.42,5.38,4.32,-0.24228,0.04322,220.86933333333334,16.465833333333332,86.31133333333334,7.853083333333333,0.0,0.0,0.0,0.0,0.0,0.0,113.75375000000001,97.21333333333332,36.647333333333336,79.72958333333332,4.155583333333333,0.0,0.0,0.0,0.0,0.0
