,b1_0,b5_0,l_0,vol_0,espmin_0,espmax_0,b1_1,b5_1,l_1,vol_1,espmin_1,espmax_1,homo,lumo,nat_charge_1,nat_charge_2,pert_1,pert_2,pert_3,pi_orb,pi*_orb,disp_1_0,disp_2_0,disp_3_0,disp_4_0,disp_5_0,disp_6_0,disp_7_0,disp_8_0,disp_9_0,disp_10_0,disp_1_1,disp_2_1,disp_3_1,disp_4_1,disp_5_1,disp_6_1,disp_7_1,disp_8_1,disp_9_1,disp_10_1
react_154,1.664761825028401,1.6648170714634571,2.354505497367291,5.65102224595465,66.73431695655582,148.5988835702365,3.099402142753506,4.162255025246666,10.269712839784413,0.0038446636933901,15.019405882513142,136.6530245262177,-5.5135,-1.1135,-0.0311,-0.3907,5.51,5.14,4.22,-0.25321,0.0485,180.85722222222222,3.094222222222222,84.61444444444444,33.965333333333334,59.888000000000005,29.063444444444446,18.676999999999996,25.116888888888887,2.243444444444444,0.0,116.76466666666667,39.23855555555556,52.986444444444444,81.35244444444443,11.910222222222222,71.08711111111111,17.585333333333335,19.50822222222222,24.843555555555554,2.243444444444444
react_155,3.3720375335928567,4.091542365482263,8.740269425493988,42.85784145856424,32.0668197710361,145.9451286438232,1.6647653139961762,1.6648079319225637,2.3545288183106243,5.651253385859931,67.03134881471075,150.2240890437818,-5.67,-1.1639,-0.09444,-0.36321,8.59,5.52,5.40,-0.23363,0.05524,156.86260000000001,0.0,32.545,106.94059999999999,59.899699999999996,29.5856,57.452,4.7591,0.0,0.0,119.03110000000001,37.8315,2.4181,53.660699999999984,84.3765,53.330999999999996,62.823800000000006,31.5767,2.9952,0.0
react_156,3.1966211814371013,6.031270025746122,7.106117055975465,106.53991049735986,20.688123551647813,140.27183360686692,3.113639701276296,7.570454806720223,4.62362017937181,96.14480072812418,12.078129631457076,146.78253996745275,-5.3222,-0.8801,-0.05895,-0.41694,6.50,5.97,4.22,-0.23947,0.05201,228.558,41.41000000000001,84.73750000000001,49.073,54.5005,2.4005,0.0,0.0,0.0,0.0,110.916,110.1685,51.111000000000004,82.51,66.78750000000001,33.183,6.0035,0.0,0.0,0.0
react_157,1.639622733103572,9.091956168089046,5.52040146157616,79.82789221600723,12.646489555901562,150.5921631314506,1.6647483282715656,1.6648911553656494,2.35440437325988,5.651055052560303,66.9652136464935,151.53077522893082,-5.3636,-0.0223,-0.06069,-0.40923,6.69,5.97,5.95,-0.23514,0.05772,136.92745977011498,30.412735632183903,74.92418390804599,89.16085057471261,55.12574712643678,50.41545977011495,16.454758620689645,12.731505747126436,1.0890574712643677,0.0,108.09558620689656,43.53002298850574,52.506586206896564,86.74756321839081,57.81948275862072,68.52452873563216,23.814287356321838,14.209264367816097,10.93122988505747,1.063206896551724
react_158,1.674385288199722,10.269119136122711,5.013987522428928,60.12826902020048,6.829785199175576,144.88969480277484,1.6647622086466365,1.6648147534750477,2.3544815305166926,5.651196082199847,67.18863061181352,145.27608733511556,-5.3117,-0.0738,-0.01396,-0.42979,5.89,5.34,4.67,-0.23535,0.05885,139.27688451443564,33.22836745406824,54.993068241469864,69.2213858267717,68.57146194225726,55.122031496063016,23.479979002624674,16.77149868766405,5.567107611548562,0.6473648293963254,111.16093700787403,47.21982939632542,46.5837401574803,63.55642257217844,61.39813385826775,67.46285564304458,34.957808398950114,19.96905511811023,11.70676115485564,2.863606299212598
react_159,1.6816728827008038,7.570223160974055,6.961258050274355,76.89238782654046,30.75824936320448,147.46994000694022,0.000431481702153,3.101738237287444,6.063066418544031,0.0079321312946928,48.63068270661602,145.44648000130888,-6.3744,-1.2896,-0.07137,-0.35728,5.94,5.54,5.33,-0.25058,0.03346,194.63294936708857,33.924873417721514,117.16046835443039,60.83803797468355,32.57194936708861,57.82465822784811,17.0806582278481,1.5021012658227848,0.0,0.0,111.17056962025319,87.34646835443039,65.26974683544303,109.98144303797466,43.23735443037974,54.41654430379747,29.83789873417722,13.20341772151899,1.0722531645569617,0.0
react_160,1.679256753094784,7.449127927163011,6.79100878953609,74.30028705233191,23.411303364669603,152.87175869711945,0.0001967805145865,3.1017500847984163,6.063078542033495,0.0034583851926067,48.799505908876434,147.55725700828737,-6.2457,-0.8467,-0.05139,-0.36575,5.40,5.24,3.71,-0.24547,0.03961,196.60765829145743,25.792025125628147,142.35795979899504,57.276346733668326,43.647678391959815,25.985025125628123,8.157864321608042,0.5904572864321609,0.0,0.0,112.03044723618086,70.55740703517587,89.43802010050247,111.65681909547736,47.09328140703516,46.86540703517589,18.188934673366838,4.289909547738693,0.29478894472361805,0.0
react_161,1.673618185882945,7.491609709448792,8.453482349072866,103.42132097297964,-2.994087824472786,137.95585886999325,1.6647517015524471,1.6648281674851604,2.35455516026597,5.651599474136782,66.9997042024495,147.73306520670005,-6.5151,-1.076,-0.04355,-0.3968,5.97,5.83,4.65,-0.25567,0.02995,230.04967741935485,112.67683870967743,78.93048387096772,137.35422580645164,47.845709677419364,52.11258064516127,3.6416451612903225,0.0,0.0,0.0,110.68780645161289,149.9173225806452,138.90158064516126,101.12106451612901,75.44061290322578,44.77093548387097,38.92058064516129,2.851258064516129,0.0,0.0
react_162,1.67732779275935,7.687000393846014,8.551870925990054,105.66598101190792,1.1047336832237389,145.00379817532328,1.6647237024099542,1.6648427273357138,2.3545071961221407,5.651054619924303,66.87248556824422,152.11380350096795,-5.3268,-0.0696,-0.02478,-0.40574,5.62,5.51,4.35,-0.23626,0.05015,139.43634210526315,42.202719298245626,59.100912280701735,80.67419298245615,69.5577543859649,56.24214912280699,24.937666666666676,13.868087719298247,7.200614035087718,0.8734298245614036,111.33459649122813,52.44527192982455,59.333052631578965,69.71186842105266,61.85316666666666,73.69391228070177,30.3384649122807,21.998035087719302,10.038473684210524,3.347026315789474
react_163,1.6882520605874871,4.8017412854212544,9.123102853989296,6.634627831534926,7.966648057472531,144.32001761045302,1.6648048340570671,1.664833151005972,2.3544815696792303,5.651517943303287,66.97410671068815,150.06521500415238,-5.9179,-0.0137,-0.00762,-0.43501,5.78,5.42,4.74,-0.23815,0.05395,141.6104897959183,43.82157142857142,67.62179591836734,104.66167346938775,55.32536734693877,54.44575510204083,21.60857142857143,4.302959183673469,0.0,0.0,111.31173469387757,55.336265306122435,64.14799999999998,86.74753061224492,70.67199999999998,41.65473469387754,38.90057142857143,21.273510204081635,3.353836734693878,0.0
react_164,3.114832804928942,4.885374815941554,9.738785907238546,90.75148549757392,8.315209487199024,141.52362783645668,1.6647799241526435,1.664881173252461,2.354414934942785,5.651343736994927,66.97088438681389,151.80661546480815,-5.6139,-1.2123,-0.09582,-0.36265,8.47,5.49,5.42,-0.24359,0.04695,156.23667999999998,0.6800399999999999,37.98192,116.0064,57.02972,33.01332,66.7,34.390119999999996,0.0,0.0,117.90948,38.61748000000001,3.6647599999999994,67.11291999999999,84.43392000000001,52.975919999999995,62.83595999999999,41.06824,33.41952,0.0
react_165,1.6745907431482183,8.621657584483419,4.744549982034835,25.34754691782653,26.955730986916542,146.19848232888273,0.0060417851571578,3.742789930417775,7.360803238390011,0.0018030237813807,37.043236990987054,150.38507220548746,-6.3622,-1.2275,-0.03041,-0.39539,5.52,5.25,4.58,-0.27769,0.01103,195.2599860335195,24.220969273743005,147.26088547486034,205.62709497206708,165.13080726256985,39.75231843575421,12.247061452513963,0.5645055865921789,0.0,0.0,114.76533240223463,64.77224860335194,103.7399832402235,106.88784357541896,174.78606703910614,182.68866759776546,31.148924581005584,10.755410614525145,0.5191508379888269,0.0
react_166,1.6743672550260578,8.621645577747394,4.7443705593493455,25.33856651266377,25.78908941576441,147.68335120827516,0.0003756208586891,3.1033564331596417,7.343123236185071,0.0059442446257029,37.8904912398945,146.09971039318276,-6.2212,-1.0096,-0.0289,-0.40157,5.53,5.16,4.71,-0.26832,0.01797,196.14186084142386,22.609355987055004,149.44296440129455,100.63431715210359,168.45915533980587,40.72961165048549,13.967773462783176,0.691032362459547,0.0,0.0,115.12650485436895,64.97954045307446,112.97852427184458,106.53150485436889,96.73354368932038,154.67222977346282,30.543699029126216,10.587783171521032,0.5227411003236249,0.0
react_167,1.6745554949014618,8.06414376383732,4.571216200745834,46.253031757647534,25.49265783316752,149.01703799635823,0.0137885036652182,3.1338258955944798,6.6812368944352825,0.0038612266480018,29.88778560981997,151.2510674639432,-6.3503,-1.0322,-0.02964,-0.39904,5.54,5.27,4.81,-0.27784,0.01705,196.38978289473673,22.776131578947375,139.96605921052642,115.66576315789473,73.54454276315789,40.536835526315784,13.091148026315796,0.764753289473684,0.0,0.0,114.61011513157887,75.47104605263158,91.6448190789473,97.95476644736846,110.46473355263159,65.82770065789475,32.11218749999998,13.91358881578948,0.7360592105263161,0.0
react_168,1.6746398846675548,8.62172905247782,4.744741946901239,25.34142682077152,27.23751806728065,151.66161101596828,0.0004439355556832,3.105114296027641,6.67263386034372,0.0005688260429232,31.065404894373746,148.1231992642497,-6.2113,-0.8005,-0.02764,-0.4062,5.54,5.17,4.89,-0.26582,0.02568,197.5474149659866,20.185258503401343,145.36413945578235,104.23330952380947,74.20196938775514,41.55592176870747,14.533163265306126,0.8185102040816324,0.0,0.0,114.8587551020408,76.15051020408157,97.28102040816326,106.66449319727886,97.28790816326523,61.65864965986396,32.53462925170068,11.37810544217687,0.6256156462585036,0.0
react_169,0.0734566142109813,3.6951883806312296,6.670027370110748,0.0104517718954893,34.217335007407016,144.0072014418658,0.7805068114542444,6.172138745549989,8.576103065292056,9.087012152568196e-05,21.90345013119758,149.05234086332186,-6.0736,-1.6251,-0.10933,-0.31682,8.20,5.73,5.53,-0.28413,0.00744,196.63138461538463,154.5660769230769,137.75707692307694,64.35207692307691,43.609153846153845,40.13007692307693,49.837923076923076,13.093230769230768,0.0,0.0,118.09692307692308,105.09453846153846,176.0637692307692,129.22761538461538,25.1636923076923,67.44584615384616,48.630384615384614,26.134538461538458,0.6230769230769231,3.4966153846153847
react_170,1.682925526673776,9.533495971506277,5.700849363931384,83.73887903858908,1.007261758890712,141.23978327804562,1.6647685879096832,1.6648247384864518,2.354558837191081,5.6514663254602215,66.71682374958661,146.54015094359795,-5.9007,-0.0142,-0.00909,-0.42868,5.82,5.45,4.86,-0.23746,0.05414,142.00133846153847,32.15353846153846,71.7620076923077,68.79552307692305,91.10657692307689,56.62408461538464,34.610830769230795,20.428476923076918,2.7459000000000007,0.017815384615384615,110.79759230769226,48.33115384615384,51.07590000000001,66.57267692307691,81.2213,61.18176153846153,58.39571538461537,27.230576923076924,14.350553846153847,1.088861538461538
react_171,3.123609708676081,3.1502365160256773,5.811778586414694,23.23541648207321,45.83469654671014,138.8051379037043,1.8116647318722423,3.101808264946692,6.063053432477122,0.0014526936535764,48.96618811157956,136.91279060503908,-6.6727,-0.1732,-0.0243,-0.39256,5.88,4.91,3.44,-0.24134,0.04411,239.15550000000002,15.626000000000001,213.42699999999996,23.874000000000002,7.876,0.0,0.0,0.0,0.0,0.0,111.467,115.17249999999999,38.516,205.4625,25.4005,3.9400000000000004,0.0,0.0,0.0,0.0
react_172,1.679703877728118,13.989363004119232,6.843374514790667,159.0513119573033,18.103350678410745,145.34389632209044,1.702947882448131,3.136692498445085,4.50118811549832,16.569447974420253,38.02397072432485,157.99379237589542,-7.1769,-1.1237,-0.13375,-0.3414,6.70,5.89,5.57,-0.37828,0.01592,173.63854285714274,21.751817142857135,91.2961914285714,91.9219742857143,74.65960571428575,37.78419714285712,14.526648571428575,7.251514285714283,4.8798771428571435,10.592165714285715,107.42875428571428,65.24507142857148,56.850962857142875,75.11615428571432,81.68147714285712,68.5561771428571,38.148648571428595,14.338511428571424,7.404434285714284,13.532342857142854
react_173,1.6824986425709432,10.574875690911613,8.350010791087097,132.98556674088826,-17.575461224158055,147.0220020361404,1.6647570469371606,1.6648436440131262,2.3544756846224013,5.651362642205806,66.9649024645478,149.1508114689748,-6.5794,-2.7398,-0.00672,-0.42988,6.05,5.59,4.79,-0.37649,0.0161,147.14550000000003,70.90617857142857,32.9645,84.77192857142857,42.16346428571429,73.90957142857144,46.59914285714286,45.011964285714285,84.73685714285715,17.666000000000004,111.13671428571429,55.853821428571436,53.89553571428572,65.06503571428571,64.86060714285715,58.33989285714286,71.45385714285713,35.50335714285715,64.43207142857143,65.33421428571428
react_174,1.6795022129749384,7.444373886348242,8.449892986170159,16.072704434043718,-11.151280324475158,144.33941242211708,0.0003896342727182,3.10172787752662,6.063173444339989,0.0023681401294868,48.50190220134239,144.7631148477071,-6.2754,-1.1444,-0.05198,-0.37816,5.38,5.36,4.37,-0.25233,0.03355,194.44244444444445,204.18462222222223,190.28962222222222,128.60068888888884,63.57937777777778,33.66955555555556,2.2890666666666664,0.0,0.0,0.0,114.67284444444445,164.57924444444447,190.02744444444446,179.72115555555558,76.90342222222222,56.03646666666667,32.767377777777774,2.347422222222222,0.0,0.0
react_175,1.6536853447032904,7.234753055960295,5.469887082422212,32.63853143907495,26.70062962523492,141.29875856322158,1.6822312115421223,3.092026533986028,3.695034567896885,19.079697731051898,55.73804910393974,148.5210700115445,-6.5692,-0.7306,-0.04714,-0.41404,5.84,5.83,4.77,-0.25379,0.07007,157.5647171052632,64.22873684210525,135.99947368421059,155.2953289473684,123.82536184210521,84.17225657894737,24.753348684210522,1.8969868421052638,0.0,0.0,108.44046710526317,70.00625657894737,115.33701315789467,121.04615131578942,139.6980328947368,111.40087500000003,63.50429605263156,17.06213815789474,1.2238157894736847,0.017164473684210525
react_316,1.6421486829767955,7.186335655255462,3.0282643708162897,35.517375692109475,31.938820075794748,147.7141540793347,1.6822472302915226,3.0919608503848925,3.695216760782866,19.08039730566156,55.69459350845296,147.71121997055954,-6.0308,-0.1882,-0.04804,-0.4016,6.04,5.81,4.85,-0.24064,0.04563,156.2691818181818,36.15777272727272,57.20249999999999,47.00795454545455,30.67088636363636,17.09290909090909,1.167181818181818,0.0,0.0,0.0,107.215,60.605522727272735,43.45218181818182,61.934159090909084,21.013636363636365,43.55450000000001,7.154977272727273,0.638409090909091,0.0,0.0
react_358,1.666365048735057,12.073027354806678,5.527372034611225,92.01193910698164,-1.124485610526611,146.714435423518,1.6648082477701454,1.6649005646857085,2.354509061824231,5.6518315371016845,66.79048878042808,150.75593758077628,-6.4593,-1.7886,-0.05168,-0.3672,6.30,5.87,5.75,-0.35831,0.02284,139.87760000000003,73.29772000000004,57.48784000000001,27.528159999999993,25.36912,44.117639999999994,70.69608,50.19227999999999,32.124159999999996,30.144679999999997,109.43927999999997,56.37972000000001,53.099520000000005,53.12476000000001,29.76156,46.02772000000001,63.291079999999994,60.88152,38.612959999999994,40.21715999999999
react_359,1.6664146908176425,12.072903632877624,5.527740390213143,92.01687306946042,0.8691240206681937,141.29368464715714,3.129661663800343,3.129763942669298,3.6292256781259136,33.78146033283379,56.23953691304656,145.75353782925382,-6.3273,-1.6934,-0.03111,-0.41433,6.88,5.94,5.61,-0.35286,0.02852,198.27283571428572,85.11462857142855,51.84412142857142,43.26860714285715,25.06872857142857,54.93185714285713,70.94549999999997,59.743957142857134,18.66911428571428,23.47624285714285,105.78029285714288,112.40777857142861,61.57254285714288,70.97537142857144,40.02545714285716,49.71442857142857,70.60492857142852,52.59776428571429,35.96105714285712,31.69597142857144
react_360,1.66555837103046,12.317230847507268,5.909161763809305,105.3500170959338,-29.767534903509407,144.6037951508528,0.0005395178175415,3.101785007734799,6.063100439992302,0.0054335141259238,48.87925853457857,144.2630637842805,-6.2893,-1.6673,-0.06948,-0.34494,9.00,6.52,5.65,-0.35193,0.02804,199.44272262773723,66.35554014598537,136.0984744525547,51.946094890510956,25.704043795620432,54.726364963503684,60.198394160583945,50.24109489051095,26.715678832116797,33.818167883211686,113.35552554744534,99.18879562043797,87.78439416058397,118.37002919708029,47.67578832116786,50.29352554744526,60.8058686131387,49.10483211678834,33.99013138686133,44.67768613138686
react_361,1.676492815849285,11.535019017869406,8.121584076182597,136.483912796604,2.5922939507287146,144.5651455248872,0.0004101154323196,3.1017384188391923,6.063186019819935,0.0034309616071514,48.77924990321712,145.34284562023552,-6.3765,-1.4433,-0.04756,-0.38767,7.03,5.95,5.50,-0.35747,0.02327,199.22850961538455,64.31358653846158,140.06138141025644,47.69793910256407,24.265842948717953,89.98105128205131,65.53902243589741,75.58110576923079,66.87299358974364,35.92358974358972,113.39755128205131,91.95129487179484,86.81348076923074,117.26652884615382,52.22853525641026,50.998317307692325,74.45050961538458,79.7478205128205,75.88194230769231,66.72904166666659
react_365,1.667343101460771,11.926905094682626,6.94400378597587,121.31674381988996,-4.4390199932277605,143.32599485808643,1.6647911435538625,1.6648359099044197,2.3544784644166303,5.651431742906296,67.35206664528256,149.28785514443814,-6.1573,-0.8863,-0.03038,-0.41136,6.36,5.59,5.55,-0.34552,0.03233,140.31830769230774,73.87201923076927,59.29326923076924,27.02267307692307,32.26124999999999,36.45042307692308,43.47690384615384,43.899826923076915,41.85775,37.308365384615385,109.25750000000001,53.60934615384615,53.29484615384618,54.25251923076923,39.78498076923078,43.0489423076923,42.35751923076922,40.6534230769231,42.542,56.95971153846154
react_366,1.6759599483136305,11.808536965629388,7.2573677546388256,123.92627884083146,-26.742707900188183,142.22038630116103,1.682235029680183,3.092055943902132,3.694999961245321,10.823498583372196,58.67762392582155,146.9572306342521,-6.4449,-1.774,-0.05336,-0.36352,6.22,5.75,5.73,-0.35766,0.02314,159.1299682539682,80.28820634920638,56.471404761904736,28.956888888888894,25.873968253968254,56.83531746031749,76.90165079365082,57.26234126984128,19.105333333333334,16.527365079365083,109.6733968253969,70.13533333333334,53.0895,60.422341269841276,37.50197619047618,44.732746031746025,64.70974603174604,66.64367460317463,42.651444444444444,27.792285714285725
react_376,3.1086448141309817,6.9761583466861765,6.883545436911688,39.07836643047371,17.793980227068754,141.472619537001,1.682145058314643,3.0921307523757187,3.695001500288071,10.824902447142032,55.85944099897063,148.03053061114713,-6.2413,-0.7944,-0.04264,-0.39315,6.02,5.94,5.35,-0.30292,0.01414,200.3270537634408,47.900677419354835,144.51713978494635,117.69694623655914,91.73398924731185,40.273704301075284,9.806021505376343,0.6352043010752689,0.0,0.0,113.98991397849458,108.85119354838716,113.38327419354849,132.4552526881721,86.55167204301071,73.7989462365591,18.84074731182794,4.75805376344086,0.2616827956989248,0.0
react_441,1.641664235653295,18.449624960093963,3.422049815701167,95.22605953475596,4.260201694643228,140.9004368248714,1.6648194192205932,1.6648857726273387,2.354464396041527,5.651681342605973,66.88918886629384,151.456454764449,-4.8568,-0.6854,-0.06048,-0.40944,7.03,5.99,5.88,-0.27288,0.02072,137.81875925925922,54.86622222222223,88.53553703703705,80.77394444444444,96.04071296296298,91.53782407407408,103.8460740740741,60.760740740740715,13.98699074074074,0.8350370370370371,108.24269444444445,67.59678703703705,60.163620370370346,105.84965740740742,78.2312777777778,108.65825000000004,88.62292592592594,62.956259259259234,40.34987037037037,8.3305
react_444,1.6772561416067313,11.983006021215507,6.715726006692935,120.59546867401224,2.651874468787539,140.25397575414527,1.6839152893202105,4.425707121789808,3.714806043526035,27.125170614033717,47.291534389869504,145.12315166859509,-6.46,-1.775,-0.02193,-0.42315,7.17,5.95,5.88,-0.3587,0.02353,158.70925824175822,93.40805494505493,63.66563186813189,35.72257142857142,26.923164835164837,55.465758241758195,67.45108241758244,53.76729120879121,23.211934065934056,25.879609890109887,109.14417582417585,71.51156593406594,60.05498351648352,65.94968131868134,54.04075824175824,33.23296153846154,57.63247252747251,62.21430769230772,49.881692307692305,40.541758241758245
react_445,1.6649452330376957,11.659591245176308,6.0024059521618005,106.83540971696095,1.1220031203163,138.8640491201635,1.6803622387439965,5.182589155277681,3.7171339804058254,30.38873332847864,47.52948321947264,145.0223186780442,-6.3368,-1.6984,-0.02784,-0.41123,7.09,6.15,5.62,-0.35292,0.02894,159.8047173144876,91.91346996466433,76.97611307420497,48.489169611307425,27.066674911660762,54.210201413427576,36.37341342756185,45.92343816254417,32.491971731448736,57.94070318021204,109.14938869257944,64.96503886925794,65.10559363957594,77.10833922261477,64.59336042402828,22.624098939929333,49.27601060070671,52.415876325088355,43.2050070671378,82.74715901060078
react_446,1.6773125877664752,11.98284354652278,6.716224739086598,120.60688328120426,1.26829703836404,143.1139619185492,1.698143259053525,3.1110677201984904,3.662252875004332,19.28409149074616,56.48400669554965,144.06666279587645,-6.317,-1.6865,-0.05145,-0.37033,6.22,6.06,5.55,-0.35207,0.02901,178.54619565217385,87.64144927536232,50.72978260869566,34.68118840579709,27.664181159420266,55.72439130434782,75.73550000000002,53.869456521739124,21.145514492753613,18.549188405797103,107.62887681159421,85.77230434782611,64.76072463768116,55.69878985507245,44.671760869565205,45.228695652173904,71.71450724637678,59.55050724637678,39.256528985507266,30.00415217391306
react_447,1.664821578091416,11.660198885748294,6.001208154379115,106.81456887311204,-27.432538848607603,144.36671146855457,1.704450792283874,3.2006560856627657,5.791318518008158,0.0023433196386404,45.94386901260214,142.08338548459443,-6.3221,-1.69,-0.02637,-0.40783,6.81,6.04,5.45,-0.35266,0.02883,177.21296753246753,82.28040909090915,119.71274675324675,43.775025974026,32.092045454545435,61.70587662337663,52.594461038961036,45.80331168831167,23.674636363636353,39.34612987012988,107.72230519480517,79.75924675324681,61.368824675324696,117.83272077922081,61.48379220779219,34.36566233766235,60.328311688311686,58.27040909090909,41.32957142857145,55.73676623376624
react_449,1.665989903213623,12.340392608352438,5.890530731464335,103.22210754416108,-29.61384402934299,139.8262618487728,0.0003228459199965,3.1017688599260502,6.063091831102129,0.0053136169252522,48.76428141784548,146.0426497648986,-6.0816,-1.638,-0.06937,-0.34564,8.97,6.58,5.64,-0.34797,0.03069,199.38426086956522,66.66581818181815,136.71911857707505,58.45086956521739,43.74475494071147,51.41697233201583,61.791727272727265,50.9863794466403,26.78154940711463,36.155000000000015,113.30192094861664,96.76766403162051,92.308628458498,125.08564031620556,55.44662450592885,52.67576284584979,58.31611067193675,49.153996047430844,37.40773913043477,51.63236363636362
react_450,1.6754779454131952,11.844191746729813,7.4390969936141085,127.06806485915244,-7.01962294054143,148.09996058058232,0.000435357335188,3.101755498505733,6.063160255701568,0.0079321046585133,48.91198647918711,146.21776494185372,-6.4856,-1.9582,-0.05776,-0.37924,5.45,5.28,4.67,-0.36594,0.0124,199.44195967741933,66.29171774193549,131.93829032258063,53.11757258064516,32.15183064516129,49.39500806451612,73.65390322580646,65.7147580645161,19.629838709677408,17.27407258064516,113.42499193548385,93.98147580645158,90.65948387096775,115.8179677419355,52.25666935483871,50.42537096774195,70.04543548387099,56.72479838709679,33.43103225806451,31.841725806451613
react_451,1.6656617039676986,12.12230885041623,7.09268187385947,124.16733391702442,-6.752480299659165,150.1484249560249,0.0001892903049614,3.1017760044223768,6.0630770640883815,0.0005887880242645,48.77536028577352,140.0682661465722,-6.2985,-1.8241,-0.07071,-0.34381,9.12,6.42,5.65,-0.35891,0.02147,199.54712686567163,66.19621641791043,133.89390298507465,48.135723880597006,133.22605223880598,50.357507462686584,66.13947014925373,65.32058955223881,20.861171641791042,18.9234776119403,113.15614925373136,92.49050746268661,91.11082835820899,120.02170149253725,86.31864179104471,112.2607985074627,63.51154477611938,53.97978358208953,34.018365671641796,35.73291791044775
react_452,1.6647594363326674,11.750723991009478,5.973770760039454,105.97400764628291,-28.06026079231381,139.40622596101016,1.81167396361119,3.1017750451934503,6.063159445008325,0.0011588395808364,48.682945899507786,144.030515991428,-6.2935,-1.8265,-0.07009,-0.34396,9.04,6.39,5.67,-0.35908,0.0215,199.4796588235294,65.24245882352943,134.6889411764706,49.92354705882352,213.35797647058828,50.776858823529416,63.979323529411765,58.17772941176473,25.160123529411774,27.00859411764706,113.34949411764704,94.46572941176471,89.75242352941174,119.30199999999996,120.64327647058826,158.96497058823527,67.23289411764708,47.4341,34.33977058823528,42.31055294117646
react_453,1.6759283749857348,11.218572944635426,7.403598505243256,133.0603710368892,1.3396006883227225,147.64832425722506,0.0003367485489433,3.1017410214372645,6.063177215119256,0.0057018048557933,48.5227951918637,144.50073625871346,-6.3946,-1.9332,-0.04987,-0.38575,6.76,6.07,5.49,-0.37062,0.01203,198.99507843137255,68.15527843137252,138.36089019607843,39.76369803921564,224.46285098039232,68.44116470588236,63.42063529411766,94.1568117647059,54.007984313725515,41.7559568627451,112.89932941176467,100.07653725490192,89.11932941176468,114.04038039215686,138.98607450980384,146.70187450980393,78.72136470588232,76.68415686274513,65.68897254901964,68.60232941176471
react_454,1.665245038099894,8.76164325114746,5.869847721669595,67.41288124768407,-17.864670361019595,145.14827068438632,1.8114746977212344,3.1018329123015542,6.06314657902112,0.0010858562189177,48.86671499679894,144.4251675523959,-6.4074,-1.6961,-0.05728,-0.37965,5.43,5.28,4.73,-0.36295,0.01668,199.4392115384615,68.81498076923076,134.1744230769231,44.73669230769231,210.3764038461538,39.74584615384616,15.185019230769226,21.676961538461537,0.0,0.0,112.75767307692308,115.98761538461544,82.0386346153846,121.93159615384614,79.0246346153846,165.07236538461535,34.10434615384615,22.17330769230769,1.0593653846153848,0.0
react_455,1.665624216742816,9.32701801099786,6.93766446481759,14.648955867582842,-0.0375837383815515,144.3031927010683,0.00039421978466,3.1017778270771403,6.063021887259844,0.0069138685782451,48.64581340318539,140.76619886974586,-6.3409,-1.8181,-0.068,-0.34815,9.14,6.49,5.64,-0.3839,0.00645,200.35197452229306,69.70245222929937,130.9833057324841,65.14001273885351,98.29357324840764,56.097834394904424,49.82433121019108,38.5708917197452,8.966585987261144,0.6105414012738855,112.96561783439492,103.99184713375799,84.70026751592358,137.52322929936304,87.00536305732489,69.17457324840763,56.02171337579619,38.33792993630574,19.726261146496803,9.094700636942676
react_456,1.6792830428805705,9.10603937667732,6.834811773429056,66.5768049405947,1.4232304440300247,150.3768228405061,1.811618014590599,3.1017314519285555,6.063056983123905,0.0018523382174516,49.10287253787187,143.6613452682111,-6.4293,-1.9536,-0.06944,-0.34663,9.12,6.31,5.68,-0.39148,-0.00357,200.02336666666676,69.45960000000001,131.32286666666658,57.8041,170.29104,52.07490000000001,51.76883333333332,44.20227333333334,10.61293333333333,0.8037466666666665,112.95074666666667,105.99062,81.79544,132.83768000000003,101.93857999999994,121.71784666666662,55.967373333333356,44.415586666666684,21.594000000000005,9.155786666666662
react_457,1.6781425853194374,8.932982172867943,7.041741921515904,93.43118775695432,1.5105756205523293,147.1803966585355,0.0002072047528167,3.10177667568092,6.06312984678165,0.0022463746537783,49.01086854279887,146.93454070761538,-6.4072,-1.9566,-0.06947,-0.34676,9.31,6.29,5.66,-0.39095,-0.00592,200.05810067114092,69.01016778523488,131.1262818791946,58.71792617449667,257.5834161073826,52.81036912751676,52.1540134228188,39.56809395973156,11.779832214765099,0.8542214765100673,112.94597986577182,105.70803355704699,83.12742953020134,128.69545637583894,119.00206040268452,188.24564429530213,62.056993288590604,44.42126845637588,19.516704697986576,9.942852348993288
react_458,1.677633830306394,8.900915690025027,7.3291971651348975,98.46271092707843,1.7459576854234682,148.46343684362083,0.0003817478879474,3.1017484260858463,6.063102357464769,0.0071480076414358,48.48128198918727,144.83137043317106,-6.2971,-1.9513,-0.06943,-0.34621,9.17,6.28,5.68,-0.39155,-0.00347,200.21560893854746,69.32155865921783,133.50189944134078,55.57277094972068,441.9615977653631,58.62447486033521,51.20604469273747,40.0984245810056,10.945486033519549,0.7906815642458102,112.88599999999997,108.30163687150834,81.15302793296088,134.07338547486034,170.732815642458,314.7079385474861,72.8813966480447,40.21134078212293,17.48933519553074,9.801670391061455
