,b1,b5,l,vol,espmin,espmax
react_50_c2_frag_0,1.6831699798936637,8.800213145302699,7.187049074234067,103.51756632484025,31.373534508491737,142.84835918590386
react_51_c1_frag_0,1.2224648358908703,3.76307002197298,5.573559809741648,25.530496266448417,37.7034670627348,152.51557603939006
react_51_c2_frag_0,1.683295245476605,17.589505293341308,5.521468906319692,152.48757039323613,20.35922851968357,147.8490604575466
react_53_c1_frag_0,1.3052076162931368,10.254864194228588,13.507468256311927,178.33685323476917,18.959592996446467,148.21204061159892
react_53_c2_frag_0,1.2224148635141607,3.7633487103073495,5.573421705837437,25.530290404960535,35.51786902697104,153.5142634461454
react_54_c1_frag_0,1.2224815890552727,3.7630737094533275,5.57353496200357,25.530583436250108,37.56012915354268,154.12782664269878
react_54_c2_frag_0,1.687825330546353,9.571260236307792,10.262020149176017,163.69041298609508,19.868777660872247,143.77490779034824
react_56_c1_frag_0,2.2657764253709693,7.63297163993588,10.328191992534808,84.05917745907257,4.2650160727912905,144.4667397409624
react_56_c2_frag_0,1.6715557794904103,10.242647655650797,4.974262648008271,71.53719085483327,2.7361803659476887,131.72244900650944
react_57_c2_frag_0,1.6569898237962115,8.250367718609319,3.3785572816678555,42.3173930464895,23.050352701741907,145.8087786800779
react_59_c1_frag_0,1.6757158491522535,3.7671511142241845,3.7006995769389808,11.37381935866266,20.85916612939818,145.36186267119925
react_59_c2_frag_0,1.3392726048628893,5.90995048055292,7.350427722235608,54.42079290905632,6.717128675209794,135.49644845795217
react_63_c1_frag_0,1.65669457729403,2.8623450210134647,2.723025809550281,12.847096885804824,44.505688280975086,146.0977700711537
react_63_c2_frag_0,0.00023021024254730178,3.1017073130969988,6.0630762898387935,0.003953044450088196,48.75256142349296,145.67971385026385
react_64_c1_frag_0,0.00034053818388923954,3.101787000910866,6.063104132051299,0.00614048889587637,48.57923226398852,145.37439535306507
react_64_c2_frag_0,1.6570706707083578,4.238256926071943,2.7576958149863438,18.90870281166635,34.92784609513584,150.85322369955554
react_68_c1_frag_0,0.0004287005585757535,3.1017784394773895,6.063157212866433,0.006993444438046348,49.05587157663619,142.9285685757485
react_68_c2_frag_0,1.664755921543298,1.6648395321357643,2.3544226715640373,5.650982362383601,67.87079320626891,151.11354512425692
react_69_c2_frag_0,1.6477457161414262,8.138505310036168,4.292635868474679,52.12219875952715,30.17766894285501,150.23005954537552
react_73_c1_frag_0,1.6669514066820927,2.3311372091235554,3.5017573644383657,11.819164256788559,47.23764688871724,142.31896082238202
react_73_c2_frag_0,1.6477661673647768,8.137995880328042,4.292009361535736,52.1112436706598,14.340386608489862,153.53899786138308
react_76_c1_frag_0,1.6881580136787928,3.7740831804964534,7.956894689785003,6.888453899326323,32.517750397244534,142.98300301415392
react_76_c2_frag_0,1.680951644001707,11.25394403030844,3.7748856807104265,68.8887890758376,23.211249831899377,149.28715051405538
react_83_c2_frag_0,0.03186505829106882,4.167036381714365,8.168010627888897,0.019211369085394878,36.793764954000885,143.9085034267813
react_85_c2_frag_0,2.2838758704195485,3.956045503025839,8.1648951239141,34.42582879633088,17.126171284207267,147.49408644580546
react_86_c1_frag_0,1.2223559606923948,3.7632282721652777,5.573493207262305,25.528612394462733,36.01504954833171,154.68109245437591
react_86_c2_frag_0,2.6948084774649113,4.696272188336097,6.813222825529774,33.55591448842909,29.446446842350884,136.2809856454709
react_93_c2_frag_0,2.872151756120799,9.947489991666552,8.932412132780735,92.49478760115541,1.0736694544703629,139.63520096594996
react_94_c1_frag_0,2.315665129675579,6.591436902710281,7.708790919171209,114.32540642375403,20.14203337349962,136.00554833342363
react_95_c2_frag_0,2.8711007884637127,9.010382151093069,9.93774350204324,253.70023195166726,14.786216649481425,140.19434101926834
react_96_c1_frag_0,2.875258785551105,8.294511786871082,7.620773103837969,5.91415526651489,10.404740843334638,139.05567733429723
react_100_c2_frag_0,1.664793443257549,1.6648495975586555,2.3544625453275527,5.651596643391871,67.27525741549572,149.9337365846677
react_100_c2_frag_1,1.653724152968515,7.23512405376931,5.469763098096055,32.63690232035063,25.138214004176724,142.48905943763816
react_102_c2_frag_0,1.6647732367139716,1.6648430594011214,2.3544589731154035,5.651294612149079,67.38769682118523,148.23222313589943
react_102_c2_frag_1,1.647285300634191,6.805345768820147,4.557358375375353,50.328195116224364,25.401903774205817,148.61458555142644
react_103_c2_frag_0,1.6647558909754347,1.6648473770853882,2.3544316509756045,5.651146560030116,66.96986173463227,151.8184307150981
react_103_c2_frag_1,1.657252609696781,8.096208109229053,5.208413214207606,63.21272418278599,28.36090647750072,143.2226116063026
react_104_c2_frag_0,2.1610609714467754,3.1017319518594375,6.063102370838553,0.0006314334472593331,48.60570450394964,145.01144186816518
react_104_c2_frag_1,1.6592035520103159,2.907597093174214,2.906976770343476,12.204494604281637,49.09774434223837,154.5593411219212
react_107_c2_frag_0,1.8337114106471433,4.349923655204807,5.877619562127975,6.0793029200688204,31.349776309734978,147.60998317766536
react_107_c2_frag_1,1.6647567152854372,1.6648483915549153,2.3545418359464643,5.651224521528787,66.82181148033175,151.77053323108404
react_108_c2_frag_0,1.379829560737475,2.985359730381538,8.228766821979638,25.9428409081793,23.798713403614308,146.61091581392654
react_108_c2_frag_1,1.6647710316725857,1.664888423390176,2.3545063591228907,5.651586372186314,67.07305453729226,150.13686485108508
react_109_c2_frag_0,1.2078858876115723,3.212463511108547,7.328148218329808,23.76266286225015,46.64869586855699,145.6968110987581
react_109_c2_frag_1,1.6647907262918102,1.6648578141041595,2.3545332112170536,5.651751617332677,67.04557683890897,150.4786185560843
react_110_c2_frag_0,1.2223189544823112,3.7633513818261197,5.573405272865718,25.528131688026523,35.27725265461518,153.37837871792038
react_110_c2_frag_1,1.6865904104525866,3.136988994644046,4.681007557339754,21.115569239934292,50.160786798349314,149.127167978949
react_111_c2_frag_0,0.00021263035241095394,3.1017330841580977,6.063144733891985,0.003834136940118013,48.74941339673983,143.33656343531428
react_111_c2_frag_1,2.1781426770985344,2.1782591658723582,2.72504448721704,11.197054849785088,51.15907002625568,166.12241305200433
react_112_c2_frag_0,1.8115198112357311,3.1017642424143643,6.063079676812021,0.0008915049537158729,49.17720900384518,141.650339443011
react_112_c2_frag_1,1.6439314261915579,3.2012754528553,2.9434062572430673,13.644156543925659,66.0584731942004,155.3768440173863
react_113_c2_frag_0,1.6816105620401551,5.823269066648873,6.243913041788293,59.292745977795214,25.044833253328736,149.0900197321389
react_113_c2_frag_1,1.682275649306699,3.091916982032481,3.6952528454947102,10.823605922949612,55.92644181650037,148.76439088696085
react_115_c2_frag_0,0.0001943673637424828,3.101731842076788,6.063072395516018,0.003483058032149248,48.55767838049447,144.26880085235177
react_115_c2_frag_1,1.656997655852843,4.238256371485485,2.7577280639657884,18.908499527940403,27.68860839464895,147.25442388784248
react_116_c2_frag_0,1.7028638938011647,3.136646552272727,4.501239379987985,16.56916309169728,37.62204356756956,148.95443984801395
react_116_c2_frag_1,0.0003054003107541869,3.10185028778292,6.063103762858873,0.0021167595026148262,48.59653470807914,147.3622928283145
react_117_c2_frag_0,1.7031348810962286,3.136842977880563,4.501079159262498,16.570357118155865,37.78334060951162,152.1718712191989
react_117_c2_frag_1,1.3739702823715492,3.1048821523006724,7.412711255029757,0.003973345938408754,6.062934240538675,151.65915563416704
react_118_c2_frag_0,0.0004444265149659904,3.1017683956811575,6.063109480429875,0.0030993228736468136,48.731622373776645,146.83185430509684
react_118_c2_frag_1,1.6821822378493771,3.0919800553687007,3.695234363086874,10.823605683236966,55.79254905433374,148.21917508050674
react_119_c2_frag_0,3.109383569343351,5.3007531315142895,6.062218619742805,33.6016270531794,46.8429493940562,143.36670202484993
react_119_c2_frag_1,1.6865758948046585,7.1227032507588,3.7242763056718973,9.651479899561368,27.6403204742433,145.10075980895613
react_120_c2_frag_0,1.664788333170402,1.6648456461160728,2.354445049869941,5.651275529974937,67.44634304039565,149.92662596111975
react_120_c2_frag_1,1.6421377633140524,7.186283413236792,3.0287532678513087,35.52318299294006,29.457910687338156,148.38464223662504
react_121_c2_frag_0,0.0003196337614619997,3.1017736790594665,6.063036222608766,0.005897346797193269,49.0292254538012,139.80073752461556
react_121_c2_frag_1,1.5836807227169256,3.196317479836097,3.6737990431790006,10.529823971090392,57.20368456710354,148.17767210623464
react_122_c2_frag_0,1.8119198717314569,3.101798489308576,6.06306446462086,0.0026374167804507085,48.7927517734578,145.99961924432614
react_122_c2_frag_1,1.6817238564417847,4.40248564953119,5.246133279478985,27.706250508583445,21.344641026373168,150.66310426918906
react_123_c2_frag_0,0.08944203048900604,3.695226778552389,6.670051511548612,0.003079488522070717,34.37199569745777,147.3073851850185
react_123_c2_frag_1,1.6479528200963989,5.480464684629444,3.589502336726777,32.12870456983719,28.889712597585724,150.11720447741376
react_124_c2_frag_0,0.08906746712897523,3.695128657963747,6.670012076037635,0.006619628237832995,34.34209606352791,145.70857445401492
react_124_c2_frag_1,1.659037033171284,4.939192816246947,4.622403862633866,33.10539447404441,3.705325944672403,157.12295029705206
react_125_c2_frag_0,0.0889186424781903,3.695102372422982,6.669976396208752,0.01130106454569722,34.394701123578386,145.23822278624664
react_125_c2_frag_1,1.659286166446604,2.9074747817392854,2.9070697182920076,12.204622321193456,53.72657151712083,152.50210905867584
react_126_c2_frag_0,0.07342649846210263,3.695137742005303,6.670063062795154,0.009516439275282581,34.195734688212255,149.8406330047522
react_126_c2_frag_1,1.664785166922479,1.664862530479277,2.3544679238027006,5.65155738054796,67.16857547193523,150.67200743628618
react_127_c2_frag_0,1.664773135804095,1.6648883389641886,2.3544249224049607,5.651433923958581,66.93538040306545,147.77266274846954
react_127_c2_frag_1,1.692380567038971,5.051100443549718,9.940768531846185,73.60053215850402,9.775123256273533,146.90246882415667
react_128_c2_frag_0,1.6647981136834709,1.6648104320062957,2.354430191434311,5.651247837409654,66.7762542301314,148.79222802276797
react_128_c2_frag_1,1.6417953097978053,7.801302258289441,3.026423229019043,34.73105087031353,7.089511242892781,151.51808742672426
react_129_c2_frag_0,1.6647481982139085,1.6648677614415426,2.354485604542522,5.651334064366392,67.59118916859651,149.8273802557707
react_129_c2_frag_1,1.6416912067730263,7.179594016492167,4.475374184689445,52.3848090617002,26.29518308162275,149.29690853730213
react_130_c2_frag_0,1.6647742443216726,1.6648707555331477,2.3544991478651163,5.651449580281615,66.77813782530448,148.2069241503925
react_130_c2_frag_1,1.6765477332953345,6.8738944597606695,8.024630998414771,78.51223016851189,24.076433406856985,150.44779566747272
react_131_c2_frag_0,3.1092272091146684,6.371627177591562,6.06234027247676,56.48986556144904,46.44381151689061,141.37674638129312
react_131_c2_frag_1,1.6865778470781574,7.4044056442237425,5.720206225999929,60.92104322551632,20.53795375861385,146.40112226743133
react_132_c2_frag_0,0.00042360827896844287,2.6907905787273414,8.67736012638977,0.007312038488201917,36.9907641471817,147.98973490279755
react_132_c2_frag_1,1.6648174054279357,1.6648643819993387,2.354341753237312,5.651450510931324,67.13550672693408,148.38317857078857
react_134_c2_frag_0,0.0003317789526366104,3.1017583014685646,6.0631163695844075,0.0018478170840758594,49.18258104965834,142.27321569584666
react_134_c2_frag_1,1.6837856030674268,4.425704438887651,3.7148847702375205,27.123436837011653,49.58219721454119,147.56013953578417
react_135_c2_frag_0,0.0004971008697167015,3.1017502072589647,6.063076972795652,0.007883387816848206,48.84222581226175,145.65673125321075
react_135_c2_frag_1,1.6979734461040827,3.1110172186636103,3.662166725731141,19.281387253349898,56.13340629930554,146.18127614474463
react_136_c2_frag_0,0.00030263962328728675,3.101764512834626,6.063065206841321,0.0055148081855588785,48.785263514711374,145.1033873166047
react_136_c2_frag_1,1.687033095637579,3.251478679627777,6.008457468581906,29.51673854108931,42.00521935961881,143.59787412869355
react_137_c2_frag_0,0.00034566844875093326,3.1017763932049482,6.06312235179152,0.006326606714585667,48.89422683169737,146.44364343856782
react_137_c2_frag_1,3.129679654196078,3.1298617813178287,3.6291399263841466,30.7871126126038,56.06983224823505,143.68411413553906
react_138_c2_frag_0,2.698919706895535,3.1017257947292607,6.0630534955723725,0.002265940213190606,48.80076237108621,142.6265292547819
react_138_c2_frag_1,1.673902364310304,3.198135600842437,4.7741209055089895,15.68617431153157,50.95316170463779,144.1541157157746
react_139_c2_frag_0,0.0002713377789588231,3.101793825389348,6.0631322272303825,0.0015809030154557292,48.77798245959163,141.7854869103609
react_139_c2_frag_1,1.6798800964600615,6.239633906809412,3.7170469652286675,33.800866617469715,39.77716466069198,149.1253609399311
react_140_c2_frag_0,1.8118040010264376,3.1017266238239456,6.063016776859391,0.0012485773749152111,48.62044934494652,148.48116862969016
react_140_c2_frag_1,1.6915575051267158,4.189707737287775,4.123574015288752,11.87408366953088,49.00110706825006,144.63672716154065
react_141_c2_frag_0,0.00016587310061870597,3.101736146450394,6.063024123022709,0.003118455215822638,48.8149674911888,144.72556122978006
react_141_c2_frag_1,1.6799234124311482,7.574568378655028,3.7169796752276185,41.00616934369922,33.64018342429805,140.97322145992786
react_142_c2_frag_0,0.00024417923085955724,3.1017667734213674,6.063036376823126,0.0035250642999871836,48.83911204752562,143.50219832471365
react_142_c2_frag_1,1.7026464307542863,4.951595651679005,3.6592412531613876,0.0007175663593043393,46.016449958084976,144.17305382604712
react_143_c2_frag_0,1.6647846741069667,1.664894872023691,2.354395676095828,5.651378705073798,67.22088648104854,148.98885428707135
react_143_c2_frag_1,1.6762492163934708,9.799886141509239,5.126407674036558,3.7844706163537953,24.052838862569743,141.39887933052515
react_144_c2_frag_0,1.6647649168842513,1.6649080403412941,2.354446553216936,5.651416629019839,67.33075623546249,152.11064675183317
react_144_c2_frag_1,1.6745800965196447,7.674217353490499,4.697006500813731,26.911447683734508,19.269341647745424,143.24562796336508
react_145_c2_frag_0,1.6647497481571614,1.6648506950878375,2.354478323037918,5.651222662045743,66.98211818682982,148.91708100902608
react_145_c2_frag_1,1.6755871934562412,3.9165812467963863,10.15557393676603,63.05263192906424,18.59162131832297,152.92542067136856
react_146_c2_frag_0,1.6648116780480617,1.6648710356303735,2.3544229482358854,5.651423664489301,66.90195265989708,148.84825131514893
react_146_c2_frag_1,1.6790248561879233,7.057858220149208,5.820765506692998,27.007746742545052,9.720432103744312,147.45240030151936
react_147_c2_frag_0,1.6569346600690513,5.277707278453823,4.580947704169976,27.426642450643122,35.811149821773135,143.2538504709412
react_147_c2_frag_1,1.6822748650137322,3.0919630620001093,3.695158120552064,10.824452526231273,55.62156891377555,148.86020336250309
react_148_c2_frag_0,3.1120865321809,7.282847894011201,6.0596688996565895,82.62846796760421,40.117906130166745,143.8604466181131
react_148_c2_frag_1,3.1164648419676144,8.543421480470515,4.607868406145483,75.61204638043097,24.35201975240316,145.60380277477998
react_149_c2_frag_0,1.2389579818217524,3.9349326094407657,9.20487132247852,26.35973712279089,39.95583273350964,144.46091676684483
react_149_c2_frag_1,1.664769478281745,1.664857205799678,2.3545371282899006,5.651485914433507,66.98754306894027,150.17977532909617
react_150_c2_frag_0,1.9103778538605147,3.084949013167004,5.99046870455876,0.0014839176381003132,40.0465906202791,143.87099900559662
react_150_c2_frag_1,0.0002995845566261328,3.101773370650769,6.063097833780645,0.0023968390345831935,49.108506945394026,145.62299477538366
react_151_c2_frag_0,0.18019631762679003,4.092997423920261,5.991571419654145,0.004306445988964584,53.29072496352822,146.77839639692706
react_151_c2_frag_1,0.00024242755875091715,3.101760404781284,6.063186837355282,0.004118511573241045,48.7095096303495,144.8283117637663
react_152_c2_frag_0,0.33940644097506845,3.085794566847011,7.540780984663719,0.008730235588544182,54.59785837467584,146.70306721097378
react_152_c2_frag_1,0.00041133617844384325,3.101779975702128,6.0630510541853955,0.0012346917693558136,48.76903681010346,145.07744488288827
react_153_c2_frag_0,1.6648127724700958,1.6648608142897072,2.354434258113588,5.651478531130727,66.99386014401375,150.51993371677233
react_153_c2_frag_1,1.6412430875841433,9.420752212223974,7.016118366871866,108.05089448296702,11.06228931611756,149.30248257841336
react_154_c2_frag_0,3.099402142753506,4.162255025246666,10.269712839784413,0.0038446636933901273,15.019405882513142,136.6530245262177
react_154_c2_frag_1,1.664761825028401,1.6648170714634571,2.354505497367291,5.65102224595465,66.73431695655582,148.5988835702365
react_155_c2_frag_0,3.3720375335928567,4.091542365482263,8.740269425493988,42.85784145856424,32.0668197710361,145.9451286438232
react_155_c2_frag_1,1.6647653139961762,1.6648079319225635,2.3545288183106243,5.651253385859931,67.03134881471075,150.2240890437818
react_156_c2_frag_0,3.1966211814371013,6.031270025746122,7.106117055975465,106.53991049735986,20.688123551647813,140.27183360686692
react_156_c2_frag_1,3.1136397012762957,7.570454806720223,4.62362017937181,96.14480072812418,12.078129631457076,146.78253996745275
react_157_c2_frag_0,1.6647483282715656,1.6648911553656494,2.35440437325988,5.651055052560303,66.9652136464935,151.53077522893082
react_157_c2_frag_1,1.639622733103572,9.091956168089046,5.52040146157616,79.82789221600723,12.646489555901562,150.5921631314506
react_158_c2_frag_0,1.6647622086466365,1.6648147534750477,2.3544815305166926,5.651196082199847,67.18863061181352,145.27608733511556
react_158_c2_frag_1,1.674385288199722,10.269119136122711,5.013987522428928,60.12826902020048,6.829785199175576,144.88969480277484
react_159_c2_frag_0,0.0004314817021530113,3.101738237287444,6.063066418544031,0.007932131294692895,48.63068270661602,145.44648000130888
react_159_c2_frag_1,1.6816728827008038,7.570223160974055,6.961258050274355,76.89238782654046,30.75824936320448,147.46994000694022
react_160_c2_frag_0,0.00019678051458656544,3.1017500847984163,6.063078542033495,0.0034583851926067925,48.799505908876434,147.55725700828737
react_160_c2_frag_1,1.679256753094784,7.449127927163011,6.79100878953609,74.30028705233191,23.411303364669603,152.87175869711945
react_161_c2_frag_0,1.6647517015524473,1.6648281674851604,2.35455516026597,5.651599474136782,66.9997042024495,147.73306520670005
react_161_c2_frag_1,1.673618185882945,7.491609709448792,8.453482349072866,103.42132097297963,-2.994087824472786,137.95585886999325
react_162_c2_frag_0,1.6647237024099542,1.6648427273357138,2.3545071961221407,5.651054619924303,66.87248556824422,152.11380350096795
react_162_c2_frag_1,1.67732779275935,7.687000393846014,8.551870925990054,105.66598101190793,1.1047336832237389,145.00379817532328
react_163_c2_frag_0,1.6648048340570671,1.664833151005972,2.3544815696792303,5.651517943303287,66.97410671068815,150.06521500415238
react_163_c2_frag_1,1.6882520605874871,4.8017412854212544,9.123102853989296,6.634627831534926,7.966648057472531,144.32001761045302
react_164_c2_frag_0,3.114832804928942,4.885374815941554,9.738785907238546,90.75148549757391,8.315209487199024,141.52362783645668
react_164_c2_frag_1,1.6647799241526435,1.664881173252461,2.354414934942785,5.651343736994927,66.97088438681389,151.80661546480815
react_165_c2_frag_0,0.006041785157157819,3.742789930417775,7.360803238390011,0.0018030237813807756,37.043236990987054,150.38507220548746
react_165_c2_frag_1,1.6745907431482185,8.621657584483419,4.744549982034835,25.34754691782653,26.955730986916542,146.19848232888273
react_166_c2_frag_0,0.00037562085868919013,3.1033564331596417,7.343123236185071,0.005944244625702937,37.8904912398945,146.09971039318276
react_166_c2_frag_1,1.6743672550260578,8.621645577747394,4.7443705593493455,25.33856651266377,25.78908941576441,147.68335120827516
react_167_c2_frag_0,0.013788503665218284,3.1338258955944793,6.6812368944352825,0.0038612266480018676,29.88778560981997,151.2510674639432
react_167_c2_frag_1,1.6745554949014618,8.06414376383732,4.571216200745834,46.253031757647534,25.49265783316752,149.01703799635823
react_168_c2_frag_0,0.0004439355556832065,3.1051142960276414,6.67263386034372,0.0005688260429232913,31.065404894373746,148.1231992642497
react_168_c2_frag_1,1.6746398846675548,8.62172905247782,4.744741946901239,25.34142682077152,27.23751806728065,151.66161101596828
react_169_c2_frag_0,0.7805068114542444,6.172138745549989,8.576103065292056,9.087012152568196e-05,21.90345013119758,149.05234086332186
react_169_c2_frag_1,0.0734566142109813,3.6951883806312296,6.6700273701107475,0.010451771895489318,34.217335007407016,144.0072014418658
react_170_c2_frag_0,1.6647685879096832,1.6648247384864518,2.354558837191081,5.6514663254602215,66.71682374958661,146.54015094359795
react_170_c2_frag_1,1.682925526673776,9.533495971506277,5.7008493639313835,83.73887903858908,1.007261758890712,141.23978327804562
react_171_c2_frag_0,1.8116647318722423,3.101808264946692,6.063053432477122,0.0014526936535764218,48.96618811157956,136.91279060503908
react_171_c2_frag_1,3.1236097086760806,3.1502365160256773,5.811778586414694,23.23541648207321,45.83469654671014,138.8051379037043
react_172_c2_frag_0,1.702947882448131,3.136692498445085,4.50118811549832,16.569447974420253,38.02397072432485,157.99379237589542
react_172_c2_frag_1,1.679703877728118,13.989363004119232,6.843374514790667,159.0513119573033,18.103350678410745,145.34389632209044
react_173_c2_frag_0,1.6647570469371606,1.6648436440131262,2.3544756846224013,5.651362642205806,66.9649024645478,149.1508114689748
react_173_c2_frag_1,1.6824986425709432,10.574875690911613,8.350010791087097,132.98556674088826,-17.575461224158055,147.0220020361404
react_174_c2_frag_0,0.00038963427271828077,3.10172787752662,6.063173444339989,0.0023681401294868977,48.50190220134239,144.7631148477071
react_174_c2_frag_1,1.6795022129749384,7.444373886348242,8.449892986170159,16.072704434043718,-11.151280324475158,144.33941242211708
react_175_c2_frag_0,1.6536853447032904,7.2347530559602955,5.469887082422212,32.63853143907495,26.70062962523492,141.29875856322158
react_175_c2_frag_1,1.6822312115421223,3.092026533986028,3.695034567896885,19.079697731051898,55.73804910393974,148.5210700115445
react_178_c1_frag_0,2.279725533549887,3.7226714316505425,8.166651276561431,32.39044793659279,15.882428942368984,146.14686967505747
react_178_c2_frag_0,1.66479953254468,1.664827832005517,2.354453975698679,5.651404140419659,67.23142838912393,147.45123570669583
react_191_c2_frag_0,0.0002484758078586124,3.103369063177164,7.343116306477943,0.005495071849064386,37.7016412611838,146.90168180178063
react_193_c2_frag_0,1.67510466958563,5.95548495759013,5.210735440609431,44.944025338263735,36.11910536476443,143.7825432628161
react_194_c2_frag_0,1.6802651741101169,4.04715222402544,8.347422954119985,56.41573434357415,36.97271076250952,147.1314130811325
react_195_c2_frag_0,1.6925235354208696,5.0555296798603635,7.6641868367710675,56.796396215875724,30.061440132984107,145.70348334419103
react_196_c2_frag_0,1.6414959246233964,7.1908347524243315,3.7896943977747637,44.42116231292988,30.21295078825143,150.10853386532585
react_197_c2_frag_0,1.642397684411173,8.451721545932791,3.031546736391303,41.761485316703194,25.2876113958053,154.19804696031017
react_198_c2_frag_0,2.2237494477187685,3.100207228314921,8.16722538153388,26.983413133948154,23.546766218278613,141.3185108042792
react_199_c2_frag_0,0.00012621868498269274,2.6907161892999505,8.677355424526969,0.000774167825479955,37.12220064903382,147.90532929438277
react_202_c2_frag_0,0.9600654776443287,6.56053014319578,5.576379599529231,34.14800512527844,27.149320670148494,151.9375428682281
react_203_c2_frag_0,1.642359680342537,9.134961305337852,3.0280153515586954,44.25074840427286,13.436430541212628,150.64722131426825
react_204_c2_frag_0,1.692563373801379,5.060407455377217,8.726415433885553,64.5812104106871,32.87717834569476,143.9747182259502
react_205_c2_frag_0,1.6865959742389662,7.122642054771145,3.7242643745675235,9.653050010936276,27.614806943248908,146.19214762079315
react_206_c2_frag_0,1.686737967207908,8.360425654222274,3.7242635522306653,10.37607059238702,24.674960221514176,149.7284717740103
react_207_c2_frag_0,1.642436659669532,9.120779213710485,3.032535009998134,44.99376047031004,-10.257643336660896,159.79003333633406
react_208_c2_frag_0,1.641608863623695,7.179611848918766,4.475690654120193,52.385601293708355,11.19491043034526,146.7563696850481
react_209_c2_frag_0,1.6412862719703976,7.181488021976031,4.371167029689567,51.16830420636522,31.217044126331267,154.58606718946254
react_210_c2_frag_0,1.6921105835886572,6.3656719942387,7.691898932925855,71.7861583274373,-2.151096561142991,154.14570921929348
react_211_c2_frag_0,1.6876827164402028,7.176749466757162,3.8025046424645375,9.18391596594687,36.47997332194411,147.3279550709142
react_213_c2_frag_0,1.657046502523855,8.250229063269902,3.378901476361069,42.32269434494013,35.71637016406591,143.987327714975
react_214_c2_frag_0,1.6753544264091869,7.520946117344818,4.613300685884743,38.26290887885122,19.158684368947878,143.12192413519756
react_215_c2_frag_0,1.6586079940802596,6.909216649589467,4.859895146000451,54.03402368524401,26.83041885197997,151.8594868398773
react_216_c2_frag_0,1.687250896053724,4.584041917967417,8.09706093344885,60.730959752413085,28.578295022103017,150.0411961379622
react_218_c2_frag_0,3.1026548962999967,6.302770180411197,6.109442926790436,17.157320899754637,31.2537659177062,139.76438872486898
react_219_c2_frag_0,3.1094987629636637,7.187912679507467,6.049578781117658,24.981552730120036,25.05910639545777,147.69408224770453
react_220_c2_frag_0,3.102228901109027,6.347377066879366,6.094995134674684,19.958175733302674,40.10277687686915,135.8996657741757
react_221_c2_frag_0,3.089718538587542,7.622326936537507,6.59374607307645,31.913998055851778,27.20784967059012,132.603954981269
react_222_c2_frag_0,3.0981361363394977,5.3743421586353275,7.013835664914932,33.370733955015254,40.60944766318614,142.57044980030346
react_224_c2_frag_0,1.6977646356688036,6.629623012247033,6.392119279521165,11.880092805902663,30.08386198757568,144.0173309507182
react_225_c2_frag_0,2.520143259646829,3.095795077311378,8.28932978915113,26.810792563134214,39.28570332338273,141.6111448250716
react_227_c2_frag_0,2.7979046694982688,6.561018855067394,6.744824194894602,93.72571069371395,21.48439309545564,137.55392493613567
react_228_c2_frag_0,3.0765199548239046,7.519623993970891,6.121503674433463,0.002304473847648868,9.5300348749359,140.07964232848664
react_229_c2_frag_0,3.1085754581766953,7.435749497077349,6.048879271126598,31.515653748725985,40.94595858932279,137.66113160311414
react_230_c2_frag_0,3.1085028748069705,6.529557350824111,6.0471554202285915,20.127826464373705,31.734449591632536,140.18240622842458
react_231_c2_frag_0,1.6760992666829766,6.8604694944959865,7.282492459105796,75.25128095711034,17.103913523341834,144.76499668585367
react_232_c2_frag_0,3.0964762109486896,7.844545675745225,6.704758213963957,31.897735824446556,38.983000536654544,141.42142976180693
react_233_c2_frag_0,3.1084612574215957,7.309164655914496,6.046831865655553,31.141604858961315,39.32436807232653,132.0079051347388
react_234_c2_frag_0,1.6856623591780588,6.73598858987672,6.129223467345821,46.17303772002651,17.95781052473717,138.94111054600592
react_235_c2_frag_0,1.640352660386731,7.177691628990185,5.758957403604954,67.31962791461898,27.43457386181557,148.1050123455625
react_236_c2_frag_0,0.028694301229126827,8.007691577350183,6.047608402181109,0.01388203907312651,37.05914310100727,131.96733940860958
react_237_c2_frag_0,3.1006824950744907,7.382072353324943,6.825662140790711,2.4114918878896514,28.295175488132436,143.31478534268695
react_239_c2_frag_0,1.6655327746927833,7.946412433629873,4.442336706551323,58.64009160513156,18.36554371285438,133.4667041332416
react_240_c2_frag_0,3.112683824461866,9.72296977984684,6.061753052553961,60.7701028119701,19.59747293793495,146.62604431421275
react_241_c2_frag_0,2.3758816408947387,3.1003964986710346,12.331938704073313,90.82548900594611,16.097568430283438,143.44046858672348
react_242_c2_frag_0,3.1012269986095315,6.368593112589836,10.147917915734402,0.005350389498626011,13.100491401704124,138.55339214890816
react_243_c2_frag_0,1.695387921435952,7.766954747925713,5.544621844330515,42.72868084299536,12.985328855922944,134.00904243227467
react_244_c2_frag_0,1.6871682285576457,8.167225096399068,6.813297437009439,83.83212210823825,14.093804503612224,134.7720109270759
react_245_c2_frag_0,3.115454477762666,6.822719884320482,6.071689298586071,43.36134008636989,33.06702204840057,139.15374878117694
react_246_c2_frag_0,4.800823961431114,9.28513150548514,8.150235809580558,42.23023640023064,21.31151467600277,132.4828836808258
react_249_c2_frag_0,1.686649880560296,9.420931964638749,12.151118822904644,118.45049203608507,6.959508098169752,143.79078647820467
react_250_c2_frag_0,2.5344480636902764,11.360486044778302,9.891886557205744,256.53489754870753,-0.3797262482477486,140.15855716629673
react_251_c2_frag_0,1.6854474694180228,11.855136668380652,9.583043942762838,163.41495261951306,4.60547924181655,141.2585045837966
