,b1,b5,l,vol,espmin,espmax
react_292_c1_frag_1,1.664705470232183,1.664904418556874,2.354496945328187,5.651260322335564,67.07078772208645,149.37319643222213
react_292_c2_frag_0,1.664813667611815,1.6648560682696225,2.354403159845115,5.651386536428094,67.29095400010422,151.01794217412638
react_292_c2_frag_1,1.6833106815656327,6.022967582125523,4.423502319775366,43.087994977072896,38.21177244846759,142.46849137151992
react_311_c2_frag_0,1.683426667486091,5.717252143070265,3.7160498044872234,35.630671680549206,42.11844453266541,145.8029031206668
react_314_c2_frag_0,1.6647699078870333,1.6648803783750068,2.354437940997293,5.651736589222679,67.02318315949255,147.30281352753303
react_314_c2_frag_1,1.7024269044615143,4.951699830516963,3.659156533844155,0.00042030314646528,46.84132527404853,146.4143209250966
react_315_c2_frag_0,1.6647290691307306,1.6648435873991252,2.3544742212442187,5.651103299873496,66.8903687723484,151.74549478750865
react_315_c2_frag_1,1.688201880255752,4.4541582703041875,4.713759253687088,34.71996326247365,49.528724497147934,142.39800191509727
react_317_c1_frag_0,1.664803282677341,1.664864748765512,2.354473483592415,5.651684324319431,67.18552833050067,147.62085396345347
react_317_c2_frag_0,1.6647018460253487,1.6649301094900633,2.3544881306845205,5.65133556315454,67.36884285993249,147.37139108810555
react_318_c1_frag_0,1.6648105280444696,1.6648267203401272,2.354475955342087,5.6514620250137275,66.8672892878333,149.4256626244271
react_318_c2_frag_0,3.129677269200222,3.129899808738084,3.6291860092503105,7.305340771586114,56.142457056629766,146.10486268517988
react_320_c1_frag_0,1.6647901907706606,1.6649177376444895,2.3544308761909476,5.65155722491253,66.97584861422315,146.9723450783262
react_320_c2_frag_0,1.6592142830966337,2.9075527269162826,2.9070004910989886,12.203563857420141,49.12794480420766,160.10303618898828
react_321_c1_frag_0,1.659132321238566,2.907402343815634,2.9071300458632026,12.202453278431598,50.53437173692586,156.6781673811114
react_321_c2_frag_0,1.6592513839611762,2.907420737755139,2.9071620659276705,12.204127314518788,51.45939806614938,158.43111677703848
react_323_c1_frag_0,1.6591961101001529,2.9074515729256056,2.907049875545602,12.203936663992488,49.31558368964319,156.833498314026
react_323_c2_frag_0,1.6833425456731919,5.717201022047275,3.716058773908706,35.628579938651505,44.41094294803581,146.05723321046008
react_325_c1_frag_0,1.6865075153875064,4.343041987739725,5.7100366269400125,29.049724323186187,48.107511747064535,146.72586939905457
react_325_c2_frag_0,1.6647588232412216,1.6647701071617687,2.3545016248550343,5.651143832665193,66.89241577098723,149.50106886854317
react_325_c2_frag_1,1.686631868137839,4.342911375140547,5.71024153575386,29.052682252474973,40.37760569298436,143.14653198177533
react_333_c1_frag_0,1.6801739800729114,5.182451250938261,3.7170646980705615,30.384293633098057,40.28191137747511,144.47465683967994
react_333_c2_frag_0,1.9266442594179325,3.0443956949282125,3.4402217702502726,8.785499536726153,59.89771531027134,153.58446738575967
react_333_c2_frag_1,1.683222530189319,6.60521809985278,3.715912681899766,36.48060602136878,39.64868605022389,148.25060903783924
react_334_c1_frag_0,1.6803123181847843,5.18246570985741,3.717104509134089,30.38768641277367,40.30726068924146,145.94618725229742
react_334_c2_frag_0,1.4233183254998334,6.227285286976797,5.188304039159385,44.69050055527711,40.56161889145896,148.58543353227796
react_334_c2_frag_1,1.6810593506926015,6.1343236344023415,3.725028017051575,38.403550542325654,39.75735255523103,149.71519329714056
react_337_c1_frag_0,1.698071184740102,3.111108204838441,3.662267096465855,19.283622353690976,55.97302711546378,146.9455074396013
react_337_c2_frag_0,1.926855508532586,3.0445100737768844,3.440025589258632,8.785103566391797,58.8743480816021,153.9540159324278
react_337_c2_frag_1,1.6883713523380381,4.454174712021288,4.71383310327285,34.724628449186156,49.70105892864213,150.63035404799436
react_338_c1_frag_0,1.698036948116852,3.1110712422775917,3.662369753600263,19.283664591071954,55.826058436484026,147.58757180248193
react_338_c2_frag_0,1.423234051219971,6.227305426215957,5.188220762133324,44.686132359975474,39.31503524949599,150.9227878305152
react_338_c2_frag_1,1.688210806479662,4.4541104746396245,4.713796586674782,34.71988789246111,47.66886210867389,144.59645448233348
react_402_c1_frag_0,1.6871915689612849,6.12452473785176,9.105443164790136,85.09018955179256,26.31217729306221,144.1079787723268
react_402_c2_frag_0,1.9268819248029403,3.0445607947725035,3.439958598828502,8.784512463135759,59.13133165793599,152.73452168598874
react_403_c1_frag_0,1.6595785142733541,6.40888864823803,5.174134213834958,45.77482745782507,17.609285176805145,147.84702531883673
react_403_c2_frag_0,1.6647726338860576,1.664823982413962,2.354371126661185,5.650989736354285,66.83692943845888,148.98329925949704
react_403_c2_frag_1,1.6565728578009216,6.441388077541183,6.091783616230594,64.82353674053003,34.17455511411646,151.84049256750728
react_406_c1_frag_0,1.686383858085004,11.990494517712989,6.566809286268334,130.84261022355423,28.658068983127094,143.76409900249567
react_406_c2_frag_0,1.6821492986828661,3.0920265878093742,3.6949817814114274,10.824178095321477,59.154403235831765,147.53049686698188
react_406_c2_frag_1,1.6821944531179125,3.0921097977714904,3.6950282384690243,10.826005266748375,58.72364910983293,148.18580619772655
react_413_c1_frag_0,1.6569279811769166,6.701483111958626,4.249221880078245,45.808659376225464,37.07289170797116,146.22209306291427
react_413_c2_frag_0,1.6648204927416927,1.664871968756133,2.3544232984901865,5.651539281662832,67.46667823774996,145.8345819321941
react_413_c2_frag_1,1.6834235104662527,6.993743786809171,3.7161603611950365,43.33830223349708,38.12932479509799,144.53048805141245
react_427_c2_frag_0,1.6647365666406728,1.664827472540446,2.35449827046358,5.651310020343611,67.10801804713506,150.54177694488254
react_427_c2_frag_1,1.679763642888553,7.584573874803946,3.7170544276780366,46.39226607398077,33.18895247205775,146.58761820712002
react_428_c1_frag_0,1.6647435439633138,1.664887524033874,2.354456224679509,5.651242349968939,66.76093534347227,150.8254052007796
react_428_c2_frag_0,2.004361492743063,5.741713498725421,5.598114770132061,62.84697752580073,13.046516739486613,147.8313728481439
react_429_c1_frag_0,1.6981206028102829,3.111070471073931,3.6622656443161876,19.28397767005577,55.831446483788646,149.82283200438843
react_429_c2_frag_0,1.6838080650353806,5.020073416917991,5.168373075167759,25.481691519233223,43.18806604905314,143.470964229147
react_431_c1_frag_0,1.6835300545836716,6.993738575192846,3.7160557622037103,43.340106075158175,36.652390710190105,148.97557712797152
react_431_c2_frag_0,1.6836944425776879,5.020031181736266,5.168467260183833,25.477144986295276,43.09547633664178,147.20365567350964
react_432_c1_frag_0,1.6568721899397585,2.8624064663080455,2.722949043592458,12.848320990716527,45.61367221224446,149.96556944976967
react_432_c2_frag_0,1.6876043656908652,5.085167232908073,9.073200669216506,58.2365824254997,31.002538046474815,145.49641733035378
react_440_c1_frag_0,1.6648003543759267,1.6648803190954413,2.3543878803281246,5.651397801046572,67.12579840243728,149.10846342770083
react_440_c2_frag_0,1.664778050457529,1.6648697392028564,2.354482952631606,5.651737562529748,67.12075761887282,150.41453678710246
react_440_c2_frag_1,1.6859071665532075,5.593624056522763,4.199137152367474,35.47996150495085,41.48285976981074,146.96652329647662
react_501_c1_frag_0,1.6647804801648793,1.664831434865672,2.3544806626616364,5.651397530320094,67.18029069721578,148.99406732198506
react_501_c2_frag_0,1.6746039162999926,6.977383512893663,3.929073476692808,19.42638641367713,13.301478229307596,145.93040507539732
react_511_c1_frag_0,1.6648953299530818,1.6648997661297646,2.35435971382874,5.651720114790907,67.19076772081209,151.88807366124706
react_511_c2_frag_0,1.6832743181173921,6.0231832422736264,4.423211576095958,43.086834308879965,45.40427456147325,148.62005856351317
react_520_c2_frag_0,1.67964765517101,14.74526108886146,6.550212473853542,161.5237090582309,16.6667546591967,148.73385451917278
react_521_c2_frag_0,1.679975708517605,14.27009596688973,3.7170312435403905,73.01679914562801,22.266884037346948,143.51075021201
react_522_c2_frag_0,1.6864065142299656,6.937970930279073,5.996888879510232,68.26545283942193,35.276668192295766,145.9554818598013
react_523_c1_frag_0,1.6835423956925921,5.082384861758665,3.713720675084884,30.92266800511792,20.579537305101752,149.06697049358024
react_523_c2_frag_0,1.6647962611607239,1.6648559701627115,2.354472231920175,5.651274669844408,67.36696911665805,153.14475449532475
react_535_c1_frag_0,1.6871708405116812,3.2515859130784674,6.008326003820011,29.519961288105115,42.0203143508994,146.48731389329677
react_535_c2_frag_0,1.9270843278853365,3.0445810611863506,3.4399468250877026,8.784720994457485,58.62065541592744,148.37580389125606
react_535_c2_frag_1,1.6872191209927536,3.251396197478676,6.008532158769483,29.52056937481675,43.02518191016209,144.0451564148492
react_536_c1_frag_0,1.680219619309094,5.1825145193987385,3.7169859460043853,30.384911516034986,43.14104042669534,147.88749999334198
react_536_c2_frag_0,1.6347422144944241,5.85472640081782,5.610674608724422,53.30722421536626,38.38972139543376,146.57198895427751
react_536_c2_frag_1,1.6813775373017592,4.985538307255144,3.7249874920877324,31.12140302026638,47.47488330682022,141.53809312198513
react_537_c1_frag_0,1.6830630314246364,6.605278626268741,3.7159199126149165,36.47859386483021,35.0226961594055,145.8462020897901
react_537_c2_frag_0,1.9267911874959074,3.044523320231353,3.44001182303613,8.784731299711952,59.57051499313001,151.7175964067773
react_537_c2_frag_1,1.680857637326275,5.222723831898462,3.7241389556765143,28.881808054964676,36.71920271012063,144.85214940522184
react_538_c1_frag_0,1.679907929240116,6.239647011622523,3.7170369392942786,33.80270341347981,38.20436915450327,147.02002958562647
react_538_c2_frag_0,1.8951025159797086,6.900426239544586,3.448047134249179,41.54008618756951,34.99680028689165,149.27603361905352
react_538_c2_frag_1,1.6865887679776417,4.607840651506994,6.674413343569652,44.23126618312304,36.74555572328265,146.79715397272537
react_574_c1_frag_0,3.0024709388267548,3.002654108876252,6.9365033229332465,19.217522640487427,39.657325914347815,148.10417148287405
react_574_c2_frag_0,1.6833506216777543,7.687921414792639,3.7159551370621084,39.2392045567735,37.53049432860874,146.12243081677968
react_577_c1_frag_0,1.6567175517771098,2.8623825506203717,2.7230460792079616,12.847483188100453,30.234978692398364,153.56885325589536
react_577_c2_frag_0,1.683619146647368,4.425698559433909,3.714814830604356,27.120210478570847,47.2104068909208,142.67870026653264
react_579_c1_frag_0,1.6567536397627587,2.8623263106624317,2.7229807495887743,12.847144570369393,30.890700610618925,150.70702635521508
react_579_c2_frag_0,1.6864758393744053,10.372006611303956,5.778500921445576,96.47810409764057,23.307297811745347,144.11005068309152
react_580_c2_frag_0,1.6799245857047247,10.741674475281487,3.821353192596443,56.060625665539185,3.3266844092927674,147.32065343348387
react_582_c2_frag_0,1.6808314331000378,6.092861572197834,6.808825357355022,56.61153777231669,-15.2393022687083,145.69525901683747
react_584_c2_frag_0,1.6871525779832015,7.8548212218949836,13.54383615159994,101.33614868978846,3.1353717069200298,148.61497881161068
react_592_c1_frag_0,1.7083737088418072,4.935361477734632,3.723169920122804,0.1418107716564515,46.850478440918096,147.37282996731798
react_592_c2_frag_0,1.6838693167225371,5.019948648988256,5.168514434188765,25.477293937864484,43.24773008862228,140.0613904625694
react_600_c1_frag_0,1.6898151725738817,6.0469220227589435,6.753543547894938,67.25909910780366,35.254164008461856,150.0412938411865
react_600_c2_frag_0,1.6763241136286189,8.24023563118596,7.381358472745075,100.20676627326307,28.167999399069146,139.85654482823728
react_629_c1_frag_0,1.6563476661876084,7.42662152708665,4.941583169572154,58.25864475677599,33.54577092238113,149.45976148897256
react_629_c2_frag_0,2.0039371225291176,4.899633928916776,5.260737769527805,35.914493316874974,13.663422867234184,147.38182318202388
react_630_c1_frag_0,1.6834687217034918,8.649305212300861,3.7162268111671923,54.07640107090961,31.695815465150822,146.02821039551125
react_630_c2_frag_0,2.011117666900566,5.157618169445126,4.523257737287197,46.85662882957136,0.9786918175256644,153.99633655153798
react_638_c1_frag_0,1.6821871485093267,3.0920313038406952,3.6950829030650363,19.07946282574935,56.11363918627352,147.3027978397963
react_638_c2_frag_0,1.6822036781439955,3.092054210527106,3.695095936132722,10.824738234327665,55.74121959553185,147.88778030182178
react_640_c1_frag_0,1.6566918641318007,2.8625367182409156,2.7228385648941895,12.847127235960823,30.52880943649909,148.69128390029013
react_640_c2_frag_0,3.129605656734262,3.129800906675462,3.629222545771681,30.785214558610743,56.12560949415322,146.83825584294485
react_641_c1_frag_0,1.6591845288219313,2.9074003060667257,2.907154565932149,12.203953919004793,50.23681741438703,153.29146489140706
react_641_c2_frag_0,1.686585493513692,4.607909338778664,6.674378601373148,44.2324869852122,38.10151056338645,145.22887408742653
react_643_c1_frag_0,2.3716114529100727,3.1142103623192874,3.6635516273687467,16.350813991139283,44.37823219718673,147.46664112691076
react_643_c2_frag_0,2.371538340670118,3.114239879061885,3.663573397013508,16.351435101998213,29.59386249632541,145.95385805354837
react_644_c1_frag_0,1.6568168889205805,2.862538228617136,2.722920898756226,12.848510075150433,45.8836238992647,150.26270076817545
react_644_c2_frag_0,1.6800599127486486,6.239677960653791,3.7172233609032306,33.808028588787494,38.24196312128917,147.4596208647263
react_648_c1_frag_0,1.6670209501197386,2.331213865209195,3.501778530573962,11.820029490157836,30.160584495553916,150.80073956057973
react_648_c2_frag_0,1.6810611928951713,6.744045605619649,3.7249402654538217,41.65812095673569,41.37052848400274,146.09568906150164
react_651_c1_frag_0,1.6802748046508202,5.1824892804932166,3.7170959709446114,30.38752255701106,40.28326158959956,146.93885470971287
react_651_c2_frag_0,1.6839474026066605,5.019972475196187,5.168531670258338,25.48304841142104,43.23645073141891,142.1731350891491
react_654_c1_frag_0,2.359333562198756,3.1119219376416423,3.680148341204754,26.965489587171717,44.30989886329956,146.25786304792663
react_654_c2_frag_0,1.6831215934414283,6.605247058540756,3.7158458241552315,36.47995202809795,38.10745941590352,143.40498518528562
react_655_c1_frag_0,1.656698503491843,2.862488663086106,2.7228614948374252,12.847084329224355,44.6180163664848,144.83484583161416
react_655_c2_frag_0,1.6872920577960384,5.879659513554805,6.885745954054401,31.286301568198752,33.332511703839586,144.98167689776736
react_658_c1_frag_0,1.6822524896761568,3.092064033242911,3.6950460579727262,19.080408931945847,59.23145223698672,148.9693374248156
react_658_c2_frag_0,1.6832356161433075,7.159511072571516,5.072183739871233,53.17749970277516,8.571411688742112,143.18435279323427
react_668_c1_frag_0,1.6568402268352929,2.8624910471200655,2.7228916584214318,12.848314872371489,46.00917392304097,150.79909931357872
react_668_c2_frag_0,1.6832991245754463,7.790528138530245,8.80904864921157,110.53436733649497,27.170062556389663,143.14051523273372
react_676_c1_frag_0,1.6669993903289333,2.331127441893253,3.50176899394844,11.819405073980043,46.89626366530853,149.95157567485623
