,b1_0,b5_0,l_0,vol_0,espmin_0,espmax_0,b1_1,b5_1,l_1,vol_1,espmin_1,espmax_1,b1_2,b5_2,l_2,vol_2,espmin_2,espmax_2,homo,lumo,nat_charge_1,nat_charge_2,pert_1,pert_2,pert_3,pi_orb,pi*_orb,disp_1_0,disp_2_0,disp_3_0,disp_4_0,disp_5_0,disp_6_0,disp_7_0,disp_8_0,disp_9_0,disp_10_0,disp_1_1,disp_2_1,disp_3_1,disp_4_1,disp_5_1,disp_6_1,disp_7_1,disp_8_1,disp_9_1,disp_10_1,ddG er (kcal/mol)
react_277,3.109402933161743,5.959676090547803,6.0630221255436405,70.07197564407998,11.610416076247397,141.7083732129797,1.6647403703881294,1.664887952884014,2.3544979245204143,5.651297425453127,67.56851492969652,149.04151237167196,1.753696169964987,7.585263599492197,4.909957697561565,0.0036304541120931,27.17284229783544,151.9441143356403,-6.444,-1.5555,-0.19585,-0.09477,6.63,6.5,6.28,-0.25689,0.02961,227.6925,30.9045,88.481,7.4185,0.0,0.0,0.0,0.0,0.0,0.0,137.4955,52.6785,82.7945,76.57,4.958,0.0,0.0,0.0,0.0,0.0,0.4542850762288741
react_278,3.108392436178574,5.464163397344794,6.063913031270479,71.54557682402604,20.46843863614371,142.17942656183624,1.664763917152863,1.6648336561763255,2.3544870672785065,5.651179414803671,66.90292919013274,148.2038543113192,0.9601111422974624,6.5608533209689845,5.57594183578107,34.14618385657861,27.16554197817499,150.94928328832668,-6.4131,-1.5689,-0.19623,-0.08914,7.17,6.31,6.25,-0.25544,0.03126,229.092,29.663,88.4745,7.4085,0.0,0.0,0.0,0.0,0.0,0.0,137.57649999999998,52.745000000000005,97.144,62.2165,4.956,0.0,0.0,0.0,0.0,0.0,2.572119141281011
react_282,0.9599166869654064,6.560467378229977,5.576280410929596,34.141976057864554,27.079903815661204,151.03609068923407,1.6647850406566485,1.6648859369164646,2.354417159453201,5.651350513729296,66.85139880279888,151.960935730972,2.178086033477267,2.1782290218576987,2.725057766554061,11.196813189641087,50.31763442165049,168.1781881010136,-7.0241,-1.5715,-0.27758,-0.07893,7.57,6.92,6.83,-0.25027,0.03443,193.76635294117648,7.323823529411764,81.49870588235295,19.11205882352941,63.72835294117648,38.76352941176472,3.4073529411764705,0.0,0.0,0.0,126.47382352941176,72.21076470588235,8.568117647058825,61.92782352941176,33.07917647058824,61.48811764705882,40.45441176470589,3.397941176470588,0.0,0.0,1.008155128006235
react_284,1.6478448883831802,9.814107270668869,4.709279683468431,71.70080710054236,-5.080072810844346,154.3562225819006,1.6647147286281154,1.6648398420585806,2.3544840386993915,5.651370133016312,67.0314226098243,149.221673728773,1.6647147286281154,1.6648398420585806,2.3544840386993915,5.651370133016312,67.0314226098243,149.221673728773,-6.9904,-2.7713,-0.25717,0.01139,6.14,4.69,4.59,-0.27401,0.01497,149.30749999999998,46.043454545454544,23.452363636363632,59.01286363636363,30.655772727272723,56.938318181818175,15.503818181818184,25.639363636363637,30.741090909090907,0.0,138.92559090909091,25.222772727272726,34.20345454545455,37.75650000000001,46.01095454545455,48.79695454545456,37.67618181818182,24.46963636363637,29.526818181818197,14.705681818181818,1.6581632477531376
react_288,1.6821989057177662,3.0920618888725624,3.694894061138106,19.079040567432493,55.67886146955945,146.75910838737462,1.687746924154502,3.285904934642589,8.092207485271928,1.8290244157058044,27.749758188387847,147.19977640997232,1.6822255118446463,3.091990054655997,3.695200276798064,10.824116263703925,58.80949472697717,145.66580140057758,-6.4582,-0.1429,-0.03933,-0.20482,8.44,8.29,8.03,-0.23971,0.04462,137.05378124999996,14.120468750000002,51.2303125,50.64353125,53.3340625,31.23974999999999,13.265937499999996,1.06775,0.0,0.0,124.563375,79.30578125,43.3803125,57.98059374999999,31.4803125,14.2594375,0.98578125,0.0,0.0,0.0,0.7835878308491805
react_291,1.659214452232416,4.546942903723939,5.675397865656116,41.79751835196228,39.10543836446836,147.2492303057223,1.6647825264475615,1.664915226769137,2.35449446294868,5.651592161016819,66.84498490301434,148.8591060994456,1.664840933900417,1.6648631015784645,2.3544310668737585,5.651535858620478,67.06850716442327,148.24241652521576,-6.8234,-0.8825,-0.14296,-0.13337,6.91,6.19,5.12,-0.3721,0.02193,173.5481818181818,6.735181818181817,72.87054545454545,32.33763636363637,2.354818181818182,0.0,0.0,0.0,0.0,0.0,133.19972727272727,40.24709090909091,17.27209090909091,71.72518181818181,23.902272727272727,1.5,0.0,0.0,0.0,0.0,0.7634458888285388
react_347,1.6563795143968827,7.426519116276535,4.941807522482803,58.26148179684647,37.07359489508213,146.48775164390236,1.6647627394930418,1.6649044286290526,2.354408662026312,5.651464895538866,66.89322695247779,151.86361604043614,1.5235177605417742,3.01735686642807,4.831033431473298,21.28547247326757,32.97282064066902,153.88723982603892,-6.6087,-1.2519,-0.13346,-0.14059,6.53,5.64,4.38,-0.36398,0.03142,155.03903714285724,126.08225142857152,88.03472571428573,93.01943714285711,36.449625714285766,9.887125714285707,0.3625485714285716,0.0,0.0,0.0,176.62637428571415,41.05835999999999,119.86762000000006,66.94000285714287,66.15732857142852,33.20159142857142,4.936331428571434,0.0871428571428571,0.0,0.0,2.8730026748254267
react_405,1.6822340704848382,3.092018762017335,3.6949387424523294,19.079204973760937,55.85185541350557,146.6733738394064,1.075022827389923,4.167072620019381,8.167961666288054,0.0169491044530872,37.06207545275591,142.97694158643813,1.682268724921207,3.09213999843794,3.694876929128864,10.82523524903587,59.08661759220914,148.35165331082834,-5.645,-1.4062,-0.00664,-0.22344,8.52,8.3,7.95,-0.24927,0.04873,143.052,35.803200000000004,47.9308,75.908,18.8978,60.2636,31.3822,3.6704,0.0,0.0,180.6568,23.4668,84.428,34.0792,58.18300000000001,33.4716,2.6226,0.0,0.0,0.0,1.3805962187542147
react_409,1.6569199734167506,9.826189422350964,5.852623259119032,84.97464112266894,4.098308895211299,146.76137419856528,1.6648178793107478,1.6649003083606733,2.354440350587463,5.651566828651656,66.77744198005432,148.2762054628345,0.0002395774766831,0.0003152429822777,4.431905412914157,3.6544369270349e-11,60.66105202762899,153.11986552450486,-5.8532,-0.7171,-0.18532,-0.09396,7.49,4.74,4.51,-0.23932,0.05162,158.75609803921571,64.52806535947714,49.79656209150326,54.35333333333333,45.315117647058834,33.4750522875817,18.64424183006536,15.624346405228753,8.527549019607847,0.9190261437908492,174.0356928104575,31.81267973856211,44.52024836601308,47.12475816993465,48.584457516339846,42.03555555555556,29.33128104575164,17.426967320261433,10.30703267973856,4.760718954248366,1.8002208906687178
react_411,1.6707441388717723,6.967451619778626,4.044546545746881,43.07272843309959,-0.4136872489628694,145.99221664062225,1.6647800258650152,1.6648871469323108,2.354475753321718,5.651836364986388,67.01389514083809,150.83164973575848,1.6647800258650152,1.6648871469323108,2.354475753321718,5.651836364986388,67.01389514083809,150.83164973575848,-6.4882,0.2099,-0.23822,-0.00868,6.23,4.65,4.39,-0.39457,0.03277,155.01328888888887,89.01953333333336,49.90006666666666,76.436,86.97577777777778,43.26906666666667,3.8772888888888897,0.0,0.0,0.0,140.2318888888889,20.704355555555555,83.14404444444443,62.66342222222219,85.02373333333334,79.4959111111111,30.0376222222222,3.190044444444445,0.0,0.0,0.553693199292111
react_414,1.664759963687532,1.6648374320343593,2.354479003625044,5.651428847633983,67.09798115868031,151.6297446418607,2.6989959952588087,3.101791012414576,6.063054996650876,0.0028321754754934,48.80256677456432,144.18226779858423,0.0002694010831415,3.1017446981203034,6.063179185735748,0.0041153444061874,48.55014205452272,144.68986491437937,-5.7499,-1.2376,-0.00259,-0.20755,6.09,5.21,3.42,-0.24428,0.04305,204.89857142857144,38.887142857142855,133.84099999999998,75.87800000000001,5.258,0.3797142857142857,0.0,0.0,0.0,0.0,201.32528571428568,42.53785714285714,137.90014285714284,72.51628571428571,4.862857142857144,0.0,0.0,0.0,0.0,0.0,3.1359536792941642
react_422,1.6668630278502754,2.33123272603459,3.501665708620841,11.818696768542695,30.472158885652924,150.81875171787982,1.664768374919429,1.664894036973407,2.354386876717685,5.651253714936493,67.2630821002725,150.4453260412065,1.6883002475085276,4.801668925699388,9.123136399406842,6.632130787511008,7.426647544966245,140.13080217147905,-5.9603,-0.1178,-0.26729,-0.00696,6.26,5.05,4.4,-0.23977,0.05209,154.88214285714284,74.09537414965986,99.82002040816334,80.03768707482993,67.43351700680275,35.83312244897961,15.816863945578229,7.943428571428569,1.0893197278911568,0.0,157.4535442176871,90.67015646258506,83.86508843537419,105.45061224489793,56.76744897959181,33.577564625850314,7.747217687074829,1.419843537414966,0.0,0.0,0.20043929959181137
react_423,1.68663613338037,8.666500060358732,6.429000912291055,80.88661755322191,1.872488945756416,143.39670080527588,1.6669300921796844,2.331133285286807,3.5017274807935133,11.818639888308706,47.46750028141176,150.64010987495797,1.6647436981561727,1.6649151063041023,2.3544799510419034,5.651627493886643,66.95962510991352,151.38078095029533,-5.9214,-0.1057,0.00354,-0.27473,6.21,5.66,4.61,-0.23874,0.05275,158.60178275862063,69.64538620689655,85.29957586206888,66.08279655172413,82.20175862068965,49.021534482758575,28.933355172413798,21.33932068965517,2.6801689655172405,0.0318724137931034,154.79274137931043,67.1254655172414,68.97128275862075,73.39668275862061,65.86206896551725,55.51947241379313,38.42239655172416,28.38316551724137,10.684631034482765,0.679644827586207,0.20043929959181137
react_425,1.676009591030338,11.274706908853556,6.663480934093528,109.04264026013512,18.87541128341023,147.18531890556127,1.7031161168165128,3.1368435896094384,4.501126126663329,16.569796538791465,37.26053071890858,155.24964615374444,1.7030924151702191,3.136811733178236,4.501210208041676,16.569841162336008,37.51732704641693,155.23725102195422,-5.9636,-1.5007,-0.07612,-0.25743,5.68,4.47,4.23,-0.24839,0.03626,195.22152571428563,89.09684857142862,90.4127457142857,74.33551428571424,32.12998000000001,94.92022285714286,69.16368857142855,38.958125714285714,39.17645142857143,9.638191428571425,164.90543428571434,76.06439142857145,101.16384000000004,75.25339142857142,55.07022571428574,65.91486857142854,70.69848571428572,56.83716000000003,43.55814285714282,23.58735428571429,0.3049432400683982
react_435,2.396277921119576,10.932966217907447,8.493623896261008,168.88071477420397,7.949667776743285,131.76634712167373,1.6647679365245889,1.6648189958928648,2.354480473043533,5.651233304085904,67.22929115462347,148.3809842956774,1.6647679365245889,1.6648189958928648,2.354480473043533,5.651233304085904,67.22929115462347,148.3809842956774,-5.8407,-0.3933,-0.2052,-0.02283,6.34,4.44,4.26,-0.24422,0.04152,161.05093518518507,78.14071296296304,72.42992283950619,96.61159876543216,55.30591358024692,82.53300308641977,56.67958950617289,59.80729012345676,43.86924691358029,25.971956790123453,141.9270308641975,28.89814197530864,88.88366049382712,110.28817283950612,75.4974320987654,67.01379938271604,62.47854012345682,55.92097839506175,49.95119135802469,51.5412222222222,1.7932845453229567
react_436,1.674337909043699,9.581198813977483,6.859058452764327,102.3103740195206,3.194340152242792,133.25569874045988,1.6648174025415967,1.6648543872024724,2.3544715406402776,5.651760345161859,67.06065789947934,150.98286853637177,1.6648174025415967,1.6648543872024724,2.3544715406402776,5.651760345161859,67.06065789947934,150.98286853637177,-5.8591,-0.7223,-0.20189,-0.02493,6.32,4.28,4.26,-0.3776,0.02342,162.70913004484305,98.90342600896864,126.01407174887888,171.6748609865471,140.16184304932733,154.3218834080717,81.96977130044844,29.649578475336337,4.7917802690582985,0.2080358744394618,142.89210762331842,36.410852017937216,130.48135426008972,160.69226008968607,162.24667713004473,142.20426905829603,112.43728251121074,57.82389686098654,22.22664125560537,2.9890403587443943,1.4676616735991317
react_463,2.52805632283005,9.31549073886451,9.454610591501025,27.27741865214928,10.740043688241576,146.94443364539796,1.664818058062156,1.664900998174036,2.3544343120364264,5.651718371819415,66.88361357016366,150.72569382065362,1.664818058062156,1.664900998174036,2.3544343120364264,5.651718371819415,66.88361357016366,150.72569382065362,-6.056,-1.4459,-0.30506,0.06953,8.79,5.59,5.22,-0.37333,0.02321,158.78036842105269,161.30095614035085,47.75037719298245,50.84372807017542,33.72381578947368,65.4576052631579,67.83455263157894,36.14813157894737,37.46976315789473,22.3660701754386,143.38335964912284,60.30136842105264,127.82598245614038,69.26545614035088,18.261973684210528,67.74464035087722,59.97696491228069,55.48850877192983,43.84164912280702,35.585464912280706,1.6581632477531376
react_481,1.6777956869410504,4.207550797072968,5.558156212872464,27.670073314831377,30.631205804141047,147.93753979468318,0.000236257010961,0.0002907436692502,4.4319643576615135,1.6796631551033776e-07,60.47627665615335,152.1198525667472,1.6647347509624824,1.664814355344124,2.354459756969456,5.651322289704382,66.81220380835377,147.65032638893683,-6.3906,-0.6958,-0.15633,-0.0989,5.52,4.18,4.05,-0.38585,0.01609,160.53192307692308,78.03653846153847,18.02834615384615,12.738769230769227,0.2533076923076923,0.0,0.0,0.0,0.0,0.0,176.57830769230773,27.586269230769236,32.54803846153845,21.973999999999997,10.564576923076922,0.3376923076923077,0.0,0.0,0.0,0.0,1.0561653349515614
react_482,1.6483216525029023,5.451307424385899,3.4205564118708454,30.70849192688055,22.544818335073288,146.426949804164,1.68222782647605,3.0920977337632456,3.69498888904263,10.824657373783884,55.89640927606498,149.12240223278476,1.6821845499605523,3.0920570306370663,3.6951129817847614,10.825389941036176,55.59204515801762,150.58900606856113,-6.4019,0.3235,-0.02156,-0.19755,6.18,4.24,3.61,-0.3803,0.01778,178.0083457943925,63.873336448598096,33.27040186915888,11.488635514018693,0.1853644859813084,0.0,0.0,0.0,0.0,0.0,156.6301028037383,57.72118691588785,41.91941121495329,18.0703644859813,11.782981308411207,0.7020373831775704,0.0,0.0,0.0,0.0,0.9426461312734098
react_484,1.6777245425839291,4.207878239153191,5.557871792862564,37.98844193629117,22.881089301589,149.61208420424373,1.6980601572302734,3.1110191736187334,3.662296935065848,19.28319289486928,56.00001956077472,145.0743565950366,1.6648095230683952,1.6648719709542128,2.354365598532996,5.651351148289021,66.75702771650691,148.68466957398118,-6.3815,0.321,-0.01598,-0.20538,6.18,4.53,4.36,-0.38127,0.01655,159.33727000000007,73.74713000000003,43.27637000000001,10.56848,0.06604,0.0,0.0,0.0,0.0,0.0,174.47647000000003,52.817900000000016,34.837820000000015,19.81197000000001,4.87452,0.17661,0.0,0.0,0.0,0.0,0.8197971639261674
react_485,1.648308742988643,5.451237453575567,3.4206209774696297,30.708329289167644,22.912398321786235,152.28866139904076,3.1297059827115543,3.1298040373694294,3.629085238867949,26.47652570257325,56.04612512874908,144.0746012926669,1.66477540440561,1.6648238548553984,2.354529638824647,5.6514246989060375,67.05710707439805,146.18554697419066,-6.3695,0.3116,-0.00692,-0.20801,6.57,4.63,4.46,-0.38358,0.01846,156.79649999999998,95.35904166666666,51.37554166666667,10.390083333333331,0.0918125,0.0,0.0,0.0,0.0,0.0,194.26316666666665,57.10837500000002,36.87372916666667,18.232895833333323,7.166479166666666,0.3683333333333333,0.0,0.0,0.0,0.0,0.7886135070586839
react_486,1.6484158469479802,5.451253111672624,3.420660971217215,30.710747871361825,22.61913001442257,153.45244046024817,2.1610509872154515,3.101743151202585,6.063150767911147,0.0012610494079078,48.62868258293454,142.47766374017925,1.6648543328865053,1.6648927231216828,2.3544356959613606,5.6516578090076806,66.97702099016408,148.0339334067447,-5.9892,-0.775,0.01427,-0.22467,6.11,5.98,3.44,-0.24185,0.04496,164.15174,99.87205999999996,39.92485999999999,78.66131999999999,5.264399999999999,0.0,0.0,0.0,0.0,0.0,198.4106,31.046260000000004,127.51772,22.167520000000003,8.336160000000001,0.39612,0.0,0.0,0.0,0.0,1.326666362232758
react_487,1.6777459587732428,4.207860643640567,5.55787483660508,37.98894011786111,22.795928611030178,153.0315128187791,1.6879621564187075,4.420722198300717,3.731602700438154,27.41852259285229,47.71176173077114,147.3377043090284,1.7030513985952198,3.1366950505906988,4.501260718440996,16.571351858902794,37.64611721533638,152.25383048194877,-7.0202,-1.0083,-0.13859,-0.11743,6.89,6.83,5.04,-0.37673,0.02305,190.8404476190476,70.33431428571427,66.59491428571427,40.09896190476189,2.556428571428573,0.0,0.0,0.0,0.0,0.0,150.33085714285713,116.01703809523804,65.5740476190476,35.77677142857143,2.726352380952381,0.0,0.0,0.0,0.0,0.0,0.40442841113798056
react_488,1.6777209106912208,4.207703170806056,5.558045116399269,27.66916871940908,21.918728480745006,149.79075058278582,1.8117476872411973,3.1017971921880965,6.0630411740607455,0.0032881130365964,48.88844408093674,146.96614277473464,1.7029925939820811,3.136667531545577,4.50130717260098,16.570081235759687,38.21465284243219,155.25222753944706,-6.4503,-1.6652,-0.11922,-0.13324,6.82,5.15,3.33,-0.2471,0.03732,195.10004761904764,72.46980952380952,91.547,78.76304761904761,5.974285714285715,0.3675714285714285,0.0,0.0,0.0,0.0,190.55066666666667,82.66714285714286,130.30395238095238,38.327714285714286,2.3722857142857143,0.0,0.0,0.0,0.0,0.0,0.8774101587749215
react_489,1.6485880533840531,6.753362579525184,3.420685454095696,37.98666838734313,22.822051077213285,148.43354386129135,0.0003245058314355,3.1017709315798867,6.063094737167223,0.0051783182061967,48.935612461698746,145.82419853301056,1.2221897922975884,3.7633439919572975,5.573349080046508,25.52527279435908,35.59817122546613,153.93363856643717,-6.4462,-1.6204,-0.11696,-0.13366,9.69,6.82,5.21,-0.24645,0.03803,195.40834496124037,72.19119767441859,113.15035271317836,99.56648062015502,16.662205426356586,1.2383372093023255,0.0,0.0,0.0,0.0,190.7227945736435,81.479019379845,131.53349224806195,69.88453100775196,22.08668217054264,2.5015155038759693,0.0088837209302325,0.0,0.0,0.0,0.5544510439407703
react_490,1.6882229173565668,4.454093173106601,4.713857660715082,34.72060627324431,47.77122208076664,147.27320405398166,1.6777521684063368,4.207747909011972,5.557976876868687,27.669500084337063,22.26572847865979,150.88291801238714,1.7030228217839851,3.136741644164489,4.501157164512096,16.569749244200246,37.22028979168056,153.65622717235135,-6.9957,-0.9983,-0.10478,-0.1462,6.7,4.19,4.02,-0.38164,0.02143,150.14209333333326,116.10545333333332,60.828933333333325,38.98338666666667,4.300186666666667,0.0575866666666666,0.0,0.0,0.0,0.0,190.71716,63.87634666666666,77.24504000000003,35.93963999999999,2.639453333333334,0.0,0.0,0.0,0.0,0.0,1.14912609868776
react_491,1.6484384239462562,5.451275027986018,3.420583156521398,30.71061910968094,22.335056917062897,151.0511077438386,0.0002682120347441,3.1017545478591684,6.063059469880454,0.0050085135103022,48.525474029786864,144.41220402252867,1.7030264886202464,3.136717052140789,4.501209024184571,16.569818703844298,37.03911450477951,156.50192908770865,-6.4861,-1.6332,-0.11978,-0.13438,6.44,5.25,3.43,-0.25032,0.03664,194.95921052631576,81.50794736842106,67.02199999999998,94.258,6.145473684210526,0.2662631578947368,0.0,0.0,0.0,0.0,192.9998947368421,73.27363157894735,126.51710526315787,45.69589473684211,5.106421052631579,0.5659473684210526,0.0,0.0,0.0,0.0,1.3514205677130469
react_492,1.6483989511340371,5.918418383166018,4.524928933597577,43.81954231601858,22.44247988655532,151.32565474545126,0.0004150303571952,3.101700678540425,6.063064222841538,0.0074039755213253,48.77826226606385,145.17092854528917,1.2226845708655567,3.763215474629016,5.573478132861922,25.535326964121648,38.21587962344408,150.12968444848417,-6.4616,-1.6107,-0.11809,-0.13464,6.43,5.21,3.42,-0.24717,0.03745,195.26869879518068,74.9299819277109,104.37490963855424,104.99457228915664,17.55396987951808,1.167469879518072,0.0,0.0,0.0,0.0,192.0467771084338,73.27694578313252,127.9490180722892,70.22051204819273,27.132355421686743,6.981644578313255,0.6823493975903615,0.0,0.0,0.0,1.4618703381850504
react_493,1.6870981855987215,3.2604037633130005,7.027150137205017,34.75233182081903,39.71263955627028,147.07620373128378,1.6485330052692233,5.451354959556093,3.4206825976980664,30.7137501977833,22.22928969405537,153.57053799331774,1.6647560280976268,1.664832233740409,2.3545985969054404,5.65160154481937,67.41392207341936,149.19339175150327,-6.3307,0.3604,-0.0137,-0.22643,6.24,4.96,4.81,-0.38128,0.02054,161.05994904458598,50.94713057324843,55.950388535031855,47.158267515923576,21.698700636942668,3.548171974522296,0.1380828025477707,0.0,0.0,0.0,153.6358917197453,85.0880891719745,28.251404458598724,46.72764968152869,20.291907643312094,5.880694267515926,0.6169235668789809,0.0081305732484076,0.0,0.0,1.9646994277448666
react_494,1.6811280016900954,6.134334349191366,3.724996564138871,38.40484801151993,35.01953752774234,146.78826003001743,1.6483552862524922,5.451271769777085,3.420643800084646,30.70954557312013,22.32537325368824,152.5441259004521,1.6647788349533756,1.6648418357864838,2.354404436003647,5.650998247811945,66.9602904582035,149.64841392770242,-6.361,0.3519,-0.0071,-0.22237,6.07,4.87,4.39,-0.38189,0.02196,160.86625633802814,47.350749295774655,56.25726478873241,50.47219436619714,21.796876056338025,3.5981154929577444,0.1517014084507042,0.0,0.0,0.0,154.16290704225358,75.08821690140846,29.864695774647878,46.22857183098596,25.64209295774648,8.651884507042258,0.8547887323943665,0.0,0.0,0.0,1.278076108668956
react_507,1.678814327727952,3.150320548403724,4.49172362683881,20.55512858859476,29.208604563855587,148.37329686542552,2.698796395246319,3.101745966708032,6.063178025627545,0.0001247521254795,48.69918816635055,145.4498521116934,1.6646991515959186,1.6648981914282308,2.3545217887544703,5.651382326094112,67.40120170347136,144.57830672023715,-5.9076,-0.7222,-0.02333,-0.24338,7.91,6.65,5.72,-0.24013,0.04428,162.4900714285714,75.53282142857142,32.99110714285714,69.40564285714285,5.22175,0.0,0.0,0.0,0.0,0.0,195.52742857142857,38.33560714285714,95.5055,16.112000000000002,0.1608571428571428,0.0,0.0,0.0,0.0,0.0,2.530577528589018
react_550,1.6852883488316297,4.340248932563588,5.303693323241607,33.06442283714763,37.208235146528224,152.9942031137827,1.66475876806642,1.6648780095814728,2.35446891825638,5.651299540803112,67.5343077570167,146.9461961939945,1.1591123230301812,4.012459611381049,12.138534455477895,29.602207872928687,18.47453533051741,140.80176742421867,-6.7755,-1.0805,-0.35142,0.0751,6.52,5.71,4.52,-0.24896,0.03624,169.51178585461685,54.366100196463634,96.02765422396858,54.31522789783889,44.737312377210216,34.3004754420432,33.67855009823183,29.0774970530452,18.279719056974468,17.704972495088413,156.74036935166976,71.115927308448,63.39193516699411,79.65540078585458,46.03238899803534,48.00746168958742,37.79345186640473,31.290463654223945,12.873483300589388,5.098412573673873,2.494054670518096
react_729,1.6762338874134897,8.122068366923733,4.599058259705212,56.57267122153901,12.945513066360158,148.00026237815518,1.6648411444530793,1.664861403355187,2.354450333408652,5.651591062628996,66.89524972925112,151.6410533665072,0.0002067045485642,0.0002719595498312,4.431861092889168,9.887604787043307e-12,60.70261455254969,151.5211122106177,-5.8428,-0.581,-0.14846,-0.10558,5.02,4.57,3.87,-0.24291,0.04613,168.20017073170737,84.74312195121952,42.50256097560976,65.33331707317075,1.7891707317073169,33.659804878048774,10.234414634146342,2.2513658536585366,0.0,0.0,178.1079024390244,40.75639024390245,29.42997560975609,61.106951219512176,50.40263414634147,10.95834146341463,26.442317073170727,10.575829268292685,0.9335853658536586,0.0,1.5435335641659065
react_765,1.7345692092333616,3.1045309193309425,8.221697816321033,19.19685762765643,-3.763627849437193,151.84075681174468,1.6647800519309184,1.66484387853679,2.354495307298589,5.651548655397056,67.4058434537645,145.45732405519362,1.6824604818767337,3.659031949294477,4.299735122656847,13.621138390715776,40.35646979354761,158.09512693476486,-6.8059,-1.7907,-0.21944,0.00877,6.01,5.97,3.48,-0.27966,0.00756,196.90740000000005,33.1606,108.55320000000002,8.283600000000002,110.06059999999997,74.88676000000002,3.541600000000001,0.0,0.0,0.0,159.79088,82.95564,27.8204,74.22344000000002,2.11444,116.05803999999996,70.6992,1.73172,0.0,0.0,1.1630639821894162
react_769,1.642353593304385,9.134951412742591,3.027690801305717,44.245365188483326,11.357176786164084,154.88021576710932,0.0001471917926355,0.0001936818823589,4.431846195449496,3.105657759059096e-12,60.653189145729584,151.76985238331017,1.6648149776248116,1.6648451750457969,2.354447057972825,5.651406091248031,67.51846759824168,145.3976284518982,-5.3846,-0.8727,-0.18916,-0.09357,6.71,4.44,4.29,-0.24795,0.03786,157.14143939393932,77.87486363636363,46.55851515151516,58.73781818181816,29.368393939393943,27.13730303030304,14.69319696969697,10.118303030303032,0.8806363636363634,0.0,174.6507272727272,41.67519696969698,54.93575757575756,56.00131818181817,29.560803030303045,37.494833333333325,9.278227272727277,12.094606060606058,6.208954545454545,0.6100454545454544,1.2557522304511262
react_771,3.114852158291576,4.885387097458556,9.73873357829922,90.75491279131172,8.846116885491924,143.60942965281424,1.6422059093033363,9.41911012992604,3.026649806862075,46.69991874911873,13.657324165455918,148.97470532906624,1.6648012070310652,1.664861661751122,2.354462029248491,5.651913328845781,67.26244825295785,147.59049436508283,-5.325,-1.3206,-0.08833,-0.20011,8.53,5.64,4.46,-0.2431,0.04324,173.6582337078651,38.66066516853932,81.07723595505612,168.54127191011247,96.100595505618,76.5335011235955,77.24540898876407,46.41556629213481,6.235698876404497,0.5739662921348319,158.3487146067415,74.7333235955056,56.05905393258429,109.78281797752808,123.11723595505612,78.3671528089888,85.33872134831459,55.66481797752805,23.62514382022471,0.0051617977528089,1.6581632478099713
react_279,3.109198847251536,4.707878397180733,6.0637954598524,37.574218637707865,45.45410295487434,139.27505207187082,2.4758801292067942,5.558150008176494,3.466282743704616,23.94123609217236,36.16703416150097,149.55966708327924,1.6822467202109157,3.091981243235188,3.6949931160263088,10.823866835892415,56.01898044964096,149.73226400198428,-5.4751,-0.7452,-0.14817,0.1975,5.79,4.34,4.24,-0.24502,0.04694,209.73633333333328,31.108166666666666,89.82816666666668,7.804333333333333,0.0,0.0,0.0,0.0,0.0,0.0,145.75333333333333,58.81300000000001,68.03133333333334,60.716,5.163333333333333,0.0,0.0,0.0,0.0,0.0,0.9182959471787504
react_280,1.6760868964311093,6.058838314100058,3.384049216232734,29.23649839273566,36.447980881184186,144.47889277959948,1.894735019470548,4.382220202203776,3.458990287131377,10.973501942392588,54.06100250037154,148.72504077217496,1.6756900742396763,3.767168583367491,3.700785415044766,11.37624616389349,19.987840491758,150.74459515887128,-5.5448,-0.1951,-0.13452,0.1635,5.12,4.14,4.12,-0.24137,0.04376,176.44109999999998,61.423,32.1919,63.55030000000001,4.6734,0.0,0.0,0.0,0.0,0.0,139.7896,49.06,41.88319999999999,55.2619,45.5057,6.2587,0.5206000000000001,0.0,0.0,0.0,0.5819980810313625
react_289,1.6750739828405246,5.9553564591974455,5.210351091736067,44.9360364567318,36.28560960578214,150.09593767950176,1.893749470381836,4.797196132439078,3.4491049142106496,24.150497233839943,45.739305757531056,150.23917581468834,1.6834891504053024,5.082545957391986,3.7136110821384927,30.922345588993267,18.167328971081165,145.89266703243734,-5.7112,-0.1676,-0.13494,0.15437,5.84,4.9,4.71,-0.23962,0.04672,178.93966666666665,85.63588888888889,30.458666666666662,65.56172222222222,4.638944444444445,0.0,0.0,0.0,0.0,0.0,140.37900000000002,76.94800000000001,39.101277777777774,56.32300000000001,45.36338888888888,6.393666666666668,0.7265555555555555,0.0,0.0,0.0,1.0333421637775118
react_410,1.9616440289075767,9.737928184882804,4.195566996763042,56.6797699167768,18.941765515183125,146.2003577036818,3.8162798662868815,5.776067150360618,7.629659292630431,53.81333987390063,20.78960846178604,141.27781882324484,1.6821555742698413,3.0920115047100767,3.695029486080672,19.078739480802625,56.20324107509919,144.7144602735187,-5.667,-1.0675,0.20668,-0.15137,6.13,4.59,4.3,-0.30051,0.01462,145.428,61.33806666666667,61.49953333333333,75.4782,20.124266666666667,150.25466666666668,48.68926666666666,4.3956,0.0,0.0,210.7152,31.87333333333333,82.4214,122.59826666666667,73.73886666666667,42.79019999999999,3.070333333333333,0.0,0.0,0.0,0.3600106407105579
