,b1_0,b5_0,l_0,vol_0,espmin_0,espmax_0,b1_1,b5_1,l_1,vol_1,espmin_1,espmax_1,b1_2,b5_2,l_2,vol_2,espmin_2,espmax_2,homo,lumo,nat_charge_1,nat_charge_2,pert_1,pert_2,pert_3,pi_orb,pi*_orb,disp_1_0,disp_2_0,disp_3_0,disp_4_0,disp_5_0,disp_6_0,disp_7_0,disp_8_0,disp_9_0,disp_10_0,disp_1_1,disp_2_1,disp_3_1,disp_4_1,disp_5_1,disp_6_1,disp_7_1,disp_8_1,disp_9_1,disp_10_1,ddG er (kcal/mol)
react_283,1.6865980025893912,4.607779494723368,6.674376618017128,44.228257787699626,38.2177111980822,146.32640339718762,2.3591154594862003,3.112002175762747,3.680072515694439,26.963198358767148,51.4543259698624,140.3533304578891,1.6647922670500446,1.664886513700288,2.3544850468393275,5.651499963760505,66.83472123263748,149.3136454698593,-6.1116,0.5359,0.00041,-0.2519,6.14,5.11,3.69,-0.24573,0.08458,157.389053254438,75.58882248520706,54.97181065088759,26.68162130177515,10.71173964497041,2.6774289940828404,0.1439526627218935,0.0,0.0,0.0,194.0154763313609,58.12510650887569,18.631455621301782,31.80511538461538,18.673733727810657,6.382343195266273,0.531198224852071,0.0,0.0,0.0,1.163063982201545
react_286,1.682255759329469,3.092034686298622,3.695047729181879,19.08013364899176,55.48272347037389,150.4271923353223,1.6872456899537962,4.3995431075496265,10.339994328382456,14.849895924268871,26.89488515876443,148.7415650417731,1.6821569508756722,3.092011517869933,3.695112094928936,10.824127228210791,55.85481386964811,148.68653095531906,-6.5534,0.3205,-0.04296,-0.19831,8.48,8.33,8.06,-0.25588,0.08597,136.83351599999978,28.999013333333316,34.2118866666667,38.72308800000001,29.002080000000003,23.64084133333335,18.92264666666666,11.614606666666662,6.640321333333334,2.5124026666666675,114.1551106666666,76.20519066666672,28.687990666666664,34.435749333333334,28.472174666666703,24.021331999999997,15.278095999999998,6.807118666666668,2.6020600000000003,0.4355799999999999,0.8230152121319365
react_325,1.686631868137839,4.342911375140547,5.71024153575386,29.052682252474973,40.37760569298436,143.14653198177533,1.6865075153875064,4.343041987739725,5.7100366269400125,29.049724323186187,48.107511747064535,146.72586939905457,1.6647588232412216,1.6647701071617689,2.3545016248550343,5.651143832665193,66.89241577098723,149.50106886854317,-6.1964,0.7328,-0.02577,-0.22106,5.62,5.3,5.0,-0.24704,0.08091,159.772,34.496,2.6835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.68399999999997,40.596,2.6715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6424496699712828
react_333,1.683222530189319,6.60521809985278,3.715912681899766,36.48060602136878,39.64868605022389,148.25060903783924,1.6801739800729114,5.182451250938261,3.7170646980705615,30.384293633098057,40.28191137747511,144.47465683967994,1.9266442594179325,3.0443956949282125,3.4402217702502726,8.785499536726153,59.89771531027134,153.58446738575967,-5.7174,0.9611,0.33653,-0.28137,7.06,5.94,5.07,-0.25592,0.07677,173.2483569321532,57.1776932153392,48.51804424778761,48.16456047197643,20.17833923303835,3.896292035398228,0.142551622418879,0.0,0.0,0.0,150.05657227138653,71.44447787610619,60.3520796460177,43.03575221238939,20.062138643067847,5.67755162241888,0.6821681415929204,0.0150973451327433,0.0,0.0,2.0503856526210757
react_334,1.4233183254998334,6.227285286976797,5.188304039159385,44.69050055527711,40.56161889145896,148.58543353227796,1.6803123181847843,5.18246570985741,3.717104509134089,30.38768641277367,40.30726068924146,145.94618725229742,1.6810593506926017,6.1343236344023415,3.725028017051575,38.40355054232565,39.75735255523103,149.71519329714056,-5.8198,0.9672,0.35583,-0.29039,7.94,7.87,4.89,-0.2552,0.07451,215.25159523809512,117.49832212885154,130.7937044817926,93.78935854341732,36.483745098039215,5.795831932773111,0.2105252100840337,0.0,0.0,0.0,151.1321022408962,110.8491442577032,126.39298179271712,121.4443515406162,67.22929971988796,19.659240896358543,3.0052507002801137,0.1107114845938375,0.0,0.0,1.4737446249653885
react_337,1.688371352338038,4.454174712021288,4.71383310327285,34.72462844918616,49.70105892864213,150.63035404799436,1.698071184740102,3.111108204838441,3.662267096465855,19.283622353690976,55.97302711546378,146.9455074396013,1.926855508532586,3.0445100737768844,3.440025589258632,8.785103566391797,58.8743480816021,153.9540159324278,-5.9138,0.7086,0.32572,-0.26521,7.27,6.12,5.76,-0.26043,0.07808,170.45789999999997,76.48527499999999,47.48797499999999,3.5551000000000004,0.0,0.0,0.0,0.0,0.0,0.0,169.762575,71.05312500000001,34.75197499999999,21.026499999999995,1.3920750000000002,0.0,0.0,0.0,0.0,0.0,1.7291920692109277
react_338,1.423234051219971,6.227305426215957,5.188220762133324,44.686132359975474,39.31503524949599,150.9227878305152,1.698036948116852,3.111071242277592,3.662369753600263,19.28366459107196,55.826058436484026,147.58757180248193,1.688210806479662,4.4541104746396245,4.713796586674782,34.71988789246111,47.66886210867389,144.59645448233348,-5.849,0.9065,0.36381,-0.29877,7.76,7.74,5.29,-0.25735,0.07769,181.3955772357724,175.29010569105682,132.8668048780488,44.46174796747968,12.402382113821131,0.543349593495935,0.0,0.0,0.0,0.0,170.92959349593505,98.71805691056912,126.21186178861788,98.21071544715446,39.24533333333332,12.976479674796751,0.6679268292682925,0.0,0.0,0.0,1.163063982201545
react_402,1.6871915689612849,6.12452473785176,9.105443164790136,85.09018955179256,26.31217729306221,144.1079787723268,1.9268819248029403,3.0445607947725035,3.439958598828502,8.784512463135759,59.13133165793599,152.73452168598874,1.9268819248029403,3.0445607947725035,3.439958598828502,8.784512463135759,59.13133165793599,152.73452168598874,-5.9008,1.0288,-0.30729,0.61891,9.05,8.32,6.77,-0.26939,0.06257,143.91712072649565,71.89055128205125,41.096214743589776,34.67473076923074,30.332305555555543,28.446900641025632,18.962124999999983,11.96337500000002,8.07389743589744,2.842397435897436,165.43208119658144,43.91146047008549,31.996573717948703,44.94856944444445,31.62756623931628,23.35613141025641,20.25558653846152,13.412673076923078,10.508463675213685,6.750512820512815,2.1094901498584386
react_403,1.6565728578009216,6.441388077541183,6.091783616230594,64.82353674053003,34.17455511411646,151.84049256750728,1.659578514273354,6.40888864823803,5.174134213834958,45.77482745782507,17.609285176805145,147.84702531883673,1.6647726338860576,1.664823982413962,2.354371126661185,5.650989736354285,66.83692943845888,148.98329925949704,-6.8375,-0.2197,0.01212,-0.25479,5.86,4.71,4.47,-0.26082,0.06735,153.84885515320337,91.4040417827298,204.8882144846797,146.23449860724224,75.8030752089137,24.943144846796628,1.4226378830083566,0.029259052924791,0.0,0.0,147.10766573816142,84.162643454039,185.9516183844008,151.88599442896933,78.17027855153198,42.29163509749303,8.773175487465178,0.2307158774373259,0.0,0.0,1.1347740141156684
react_406,1.686383858085004,11.990494517712987,6.566809286268334,130.84261022355423,28.65806898312709,143.76409900249567,1.6821944531179125,3.0921097977714904,3.695028238469024,10.826005266748377,58.72364910983293,148.18580619772655,1.682149298682866,3.0920265878093742,3.6949817814114274,10.824178095321477,59.154403235831765,147.53049686698188,-6.5295,0.3387,-0.19856,-0.04346,8.48,8.34,8.06,-0.25558,0.08622,114.40020143884884,73.60354676258999,28.70163669064752,39.20220863309356,33.716091726618686,32.516487410071974,23.95481384892084,18.096357913669085,12.95040377697841,7.581589928057552,136.8044676258992,29.35576258992804,31.82020683453238,45.22752607913673,36.03631654676261,29.889520683453235,25.12674910071944,20.346840827338116,14.937787769784173,15.17816007194245,0.8262249574490248
react_413,1.6569279811769166,6.701483111958626,4.249221880078245,45.80865937622546,37.07289170797116,146.22209306291427,1.6648204927416927,1.664871968756133,2.3544232984901865,5.651539281662832,67.46667823774996,145.8345819321941,1.6834235104662527,6.993743786809171,3.716160361195037,43.33830223349708,38.12932479509799,144.53048805141245,-6.3703,0.4888,-0.23114,-0.00952,6.26,4.8,4.35,-0.25042,0.07995,152.8123507936508,112.18996666666654,86.41670476190478,114.99244920634924,58.34831904761907,20.63461269841272,1.374961904761906,0.0,0.0,0.0,158.3609714285714,41.07731904761901,113.48657777777774,103.0156476190476,79.47397619047624,43.21811428571432,7.855228571428577,0.2815301587301585,0.0,0.0,2.2712356077365956
react_440,1.6859071665532075,5.593624056522763,4.199137152367474,35.47996150495085,41.48285976981074,146.96652329647662,1.6648003543759269,1.664880319095441,2.3543878803281246,5.651397801046572,67.12579840243728,149.10846342770083,1.664778050457529,1.6648697392028564,2.354482952631606,5.651737562529748,67.12075761887282,150.41453678710246,-6.3872,0.6035,-0.01017,-0.20791,6.42,4.48,4.29,-0.26136,0.15698,170.9275,40.13441666666667,0.0,26.203416666666666,2.953333333333333,0.0,0.0,0.0,0.0,0.0,136.68491666666665,33.56633333333333,32.64383333333333,18.148333333333337,17.203166666666668,1.9720833333333336,0.0,0.0,0.0,0.0,2.479109999804744
react_535,1.6872191209927536,3.251396197478676,6.008532158769483,29.52056937481675,43.02518191016209,144.0451564148492,1.6871708405116812,3.2515859130784674,6.008326003820011,29.519961288105115,42.0203143508994,146.48731389329677,1.9270843278853365,3.04458106118635,3.4399468250877026,8.784720994457485,58.62065541592744,148.37580389125606,-5.6931,1.1061,0.34434,-0.3467,6.42,5.68,5.43,-0.25671,0.06819,170.44000000000003,37.7935,2.6095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.7675,56.7085,7.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1222392979637372
react_536,1.634742214494424,5.85472640081782,5.610674608724422,53.30722421536626,38.38972139543376,146.57198895427751,1.680219619309094,5.1825145193987385,3.716985946004385,30.384911516034983,43.14104042669534,147.88749999334198,1.6813775373017592,4.985538307255144,3.724987492087733,31.12140302026638,47.47488330682022,141.53809312198513,-5.7144,0.9269,0.32815,-0.28064,6.59,5.87,5.33,-0.25617,0.07659,169.79491978609622,59.37421925133693,39.976561497326216,24.978882352941184,17.929866310160435,5.413203208556149,0.6503529411764704,0.013475935828877,0.0,0.0,149.17233689839574,58.27110160427809,39.64301604278078,34.46043315508024,20.52661497326204,12.155978609625668,3.5613422459893047,0.3406577540106951,0.0,0.0,1.661527042252833
react_537,1.6830630314246364,6.605278626268741,3.715919912614917,36.47859386483021,35.0226961594055,145.8462020897901,1.680857637326275,5.222723831898462,3.7241389556765134,28.88180805496468,36.71920271012063,144.85214940522184,1.926791187495908,3.044523320231353,3.44001182303613,8.784731299711952,59.57051499313001,151.7175964067773,-6.0639,0.6817,-0.26811,0.32384,6.59,6.55,5.21,-0.26187,0.07839,149.9140909090909,75.0839090909091,12.599909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.07654545454545,57.916818181818186,7.604545454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3684192861146698
react_538,1.6865887679776417,4.607840651506994,6.674413343569652,44.23126618312304,36.74555572328265,146.79715397272537,1.679907929240116,6.239647011622523,3.717036939294279,33.80270341347981,38.20436915450327,147.02002958562647,1.8951025159797088,6.900426239544586,3.448047134249179,41.54008618756951,34.99680028689165,149.27603361905352,-5.7522,0.729,0.33668,-0.28186,6.59,5.94,5.06,-0.25515,0.0746,171.94458212058214,76.50892723492723,46.18702702702699,24.402771309771367,17.70408731808732,6.899372141372136,1.207852390852391,0.0471330561330561,0.0,0.0,152.22404158004176,76.13184615384606,43.660374220374216,35.79302494802495,19.114476091476096,12.371711018711022,4.629288981288977,0.9612889812889812,0.0157006237006237,0.0,1.661527042252833
react_767,1.659299334055619,2.9073038056146747,2.9073947978404293,12.204907927846474,49.761479368125215,157.3518642453205,1.664767890398481,1.6648235531977222,2.354554462849137,5.651514519519629,67.1620215120372,151.15154697219768,0.000115371606969,0.0001517672283884,4.431894324980673,2.0304644294361025e-11,60.83657301495772,151.9993817301149,-6.6138,-1.1632,-0.18696,-0.07622,4.7,4.18,3.93,-0.27594,0.04754,244.06566666666663,39.579166666666666,0.3296666666666666,1.6503333333333334,0.0,0.0,0.0,0.0,0.0,0.0,174.04883333333336,56.77666666666667,54.79933333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3635830575916281
react_768,1.6592480752607175,2.9073110033316296,2.907299403226699,12.203656044103246,49.51539952182656,157.65332826560592,5.02738364987932e-05,6.615054477288037e-05,4.431952720037993,1.579347065396954e-13,60.89789436978544,150.92191151354174,1.6646920037407726,1.6649388432922707,2.3544984738853176,5.651454879893633,67.07795306446013,151.47678004715368,-6.654,-1.1182,-0.18295,-0.08131,4.52,3.96,3.61,-0.27654,0.04899,244.439,39.16366666666666,0.0,1.9836666666666665,0.0,0.0,0.0,0.0,0.0,0.0,174.39199999999997,38.81933333333334,72.37499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4934277499610251
react_770,1.6565195257522594,8.099308171773771,4.942854158477703,52.15857122778797,28.894675632727,146.4837200210659,9.53246832796348e-05,0.0001254237625002,4.431942046404489,2.9806030265803384e-13,60.58691153286285,153.3050856119412,1.664781877532611,1.664852503088357,2.3544935354242544,5.651260876141732,67.44078544003251,147.29579803442056,-6.4479,-0.742,-0.17121,-0.10485,6.42,5.03,4.12,-0.26675,0.05867,158.54658255451704,130.47685669781936,60.44511526479752,92.05243302180688,50.23321183800622,29.13097196261681,8.42267289719626,0.5988753894080998,0.0,0.0,174.764031152648,38.18158878504673,95.1598504672898,71.66109345794396,70.94988161993771,54.00923676012464,19.880445482866044,4.934884735202495,0.3493271028037383,0.0163800623052959,0.640616279961644
react_7,1.6812561513929731,4.985599824838824,3.7250840090435866,31.12044700443396,44.17844855623912,146.67452638604811,1.6865617206372463,4.343199073933783,5.7098428530206,29.05565849580817,45.89439171074895,147.4024807309924,1.8118190560977645,3.1017167317802747,6.063152694678637,0.003690055709452,48.94073243695821,142.12083455944392,-5.9389,-0.5791,-0.0441,-0.19358,9.75,5.83,5.5,-0.23977,0.04475,217.7325,36.9495,88.99225,7.8815,0.0,0.0,0.0,0.0,0.0,0.0,158.0385,80.25250000000001,40.619,67.3835,5.26225,0.0,0.0,0.0,0.0,0.0,2.572119141281011
react_89,1.6474703193985745,6.8052593008940265,4.557531367311428,50.334381346716256,25.84897603294221,143.3212006229923,1.69502389351522,4.9485434819001455,6.17998648093569,50.30620880695324,19.73225670079661,143.84162007902415,1.6899377352422793,4.47714515938632,6.561064090789885,47.12626996458992,17.034137294181647,138.214086985857,-6.4293,0.3664,-0.0539,-0.20434,5.75,5.34,4.92,-0.37887,0.02179,172.10255465587042,79.71651821862343,76.01311336032393,84.35415384615395,29.84212955465587,2.3205263157894738,0.0,0.0,0.0,0.0,145.42699595141698,86.96634817813766,89.52751417004045,61.40149392712554,43.934801619433216,15.656914979757076,1.415526315789473,0.0194008097165991,0.0,0.0,0.3966976844670258
react_90,1.6569565755621651,8.18103379124199,5.238845495566292,65.58661893429878,22.96715046823584,147.24314886045445,1.6818681090685723,5.161657609686053,6.018667434287063,49.65637936405231,22.30611185053728,144.4298314537733,1.6918383658592064,5.742802311404834,6.664070939320415,50.73939766781382,22.935358202996525,141.27451122083374,-6.3146,-0.2556,-0.05133,-0.22446,7.57,5.7,5.67,-0.24302,0.04166,174.76366914498132,81.89922304832713,98.80681040892196,81.30064312267659,35.32683271375464,22.54363568773234,7.592304832713755,0.5517026022304831,0.0,0.0,145.4820817843865,98.8253866171003,101.60833457249068,64.0973866171004,39.40160223048329,33.62041263940518,16.2773940520446,3.2632602230483267,0.2089628252788103,0.0,1.5981284553068844
react_91,1.6821817362377431,5.0591821923632505,6.023380708016454,50.1498327493434,31.83405818570751,141.85564297100268,1.6852946462758824,5.854298588704312,4.125623322098005,36.854548954912,18.45574311619643,142.37982227551993,1.6479417491669324,5.480590444557387,3.5892326111220747,32.12709398729065,15.524309037406894,147.7217502697098,-6.463,0.3367,-0.21529,-0.0495,5.68,5.53,5.29,-0.38036,0.01809,145.96704273504264,88.78535042735048,84.99637606837602,34.558905982905976,9.349470085470085,0.3815384615384616,0.0,0.0,0.0,0.0,172.23651282051296,82.05746153846154,68.61638461538462,37.889726495726514,3.238598290598292,0.0,0.0,0.0,0.0,0.0,2.112330669903123
react_92,1.692222502890566,5.05144310263334,9.940598940914215,73.59181705466099,6.829119850885596,150.60846156039085,1.6707925741480751,4.997714400039502,5.792261833868526,6.082212499948603,31.51577597038867,144.48541894082803,1.679349986292961,5.953716988223865,4.30463509483042,39.60826256889306,15.640091625294396,141.9618040817039,-5.3868,-0.1342,-0.03859,-0.18962,5.83,5.48,4.89,-0.24889,0.04118,174.45377039274922,94.08919335347431,101.40573111782471,80.1053867069487,21.964368580060416,28.294993957703912,11.435471299093658,4.397495468277944,0.3174743202416918,0.0,146.0346767371601,102.77178851963755,103.65192749244711,73.85674018126886,35.508060422960696,31.50078247734137,11.885314199395772,7.462743202416918,3.487812688821752,0.3040392749244713,2.112330669903123
react_257,1.6834975295397412,5.717182469799744,3.716252542167267,35.633420492085385,42.07511287029876,144.97515387408615,1.6833522598199906,5.717241607898069,3.716129071932648,35.6297204059148,42.09254941316292,146.56966679273654,1.840235117685388,3.003560844924228,3.845176601240763,9.05381707522278,33.04351422592194,152.55701933751163,-6.6159,-1.2875,-0.12923,-0.14714,6.44,5.59,5.47,-0.36401,0.03008,197.2855,39.673,2.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.97216666666668,71.688,14.534,0.3583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.494054670518096
react_285,1.6838383390715397,4.425614973504029,3.714941309543319,27.123717553473075,49.1640712145984,149.15107527395557,1.6866458620911278,3.1370593733203984,4.681020592052277,21.11729333612582,47.32374576868316,147.04193179962678,0.0002305357359539,3.101747999634703,6.063032254023419,0.0040181183026779,48.8288164369168,144.59636895279286,-5.8369,-0.8349,-0.04206,-0.1802,5.05,4.39,4.22,-0.242,0.04618,218.5963333333333,11.926666666666668,86.29766666666666,7.861999999999999,0.0,0.0,0.0,0.0,0.0,0.0,158.25366666666665,51.289,40.144,68.879,6.117,0.0,0.0,0.0,0.0,0.0,2.2712356077365956
react_287,1.8451599142003168,5.660068188731079,3.85746172377158,16.40039591002874,33.02710479055664,149.50566110833918,1.6880532181246644,3.4396145068366923,5.813148897711883,8.369018309039763,3.785770336813168,147.21785420476283,0.0002326762660855,3.101765144920517,6.063039691378232,0.0036997782048704,48.86133196957008,147.01602915001067,-6.4511,-1.8822,-0.3017,0.03715,6.61,5.72,5.04,-0.35895,0.03319,176.25933333333333,73.96533333333333,42.47933333333334,70.28533333333333,4.202,0.0,0.0,0.0,0.0,0.0,219.11966666666663,52.272333333333336,88.26366666666667,7.535666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.255752230391482
react_290,1.674978731010515,5.955364039944339,5.210341254701365,44.93522409650927,36.537059176108926,149.1564362756021,3.1095328800563324,4.32143595159456,6.061779272222217,11.613656626102744,47.08382386105664,139.0009307726819,1.6854072280537895,4.3404053534116604,5.3035648289090345,18.976855554774662,37.10268987361989,152.63184457061035,-6.2182,-1.6503,-0.12595,-0.13633,4.74,4.29,3.69,-0.24476,0.04185,202.56942857142852,0.0,94.01814285714283,78.02328571428572,6.688285714285715,0.0,0.0,0.0,0.0,0.0,186.7527142857143,41.81214285714287,102.77414285714288,35.93114285714286,13.035428571428572,0.9935714285714284,0.0,0.0,0.0,0.0,1.7249256291987816
react_326,3.65398593090446,4.120294034653917,6.061721449077543,43.90857002360303,47.24003023243144,145.16230800845688,1.687280219107668,3.251250238677636,6.008539012875192,29.519214594037493,44.34299176741526,146.25236399419694,1.6804168898272456,5.182472217338838,3.717208600093344,30.39156599035189,46.02903007966665,148.1733494445065,-5.7606,-0.5363,-0.04041,-0.18911,5.77,5.51,4.61,-0.2306,0.05691,218.6565,37.037000000000006,87.38475,53.90925,8.517,0.0,0.0,0.0,0.0,0.0,158.1675,80.9155,40.04325,82.72675000000001,37.54375,6.10775,0.0,0.0,0.0,0.0,2.494054670518096
react_327,1.687326182328679,3.25143508327663,6.008585257910072,29.52394676390844,44.20829980918892,146.19133380376283,1.686561357390599,4.342852477535597,5.710223923013037,29.048671666161205,47.52160458708556,148.5320984904622,0.1124147416565256,5.653172994899822,6.06105503203744,0.0104631526319348,41.40340357958176,142.6881292865648,-5.8079,-1.1411,-0.19377,-0.05389,6.01,5.64,4.54,-0.24802,0.04942,158.7595,123.212,17.43125,103.444,62.2355,5.21525,0.0,0.0,0.0,0.0,219.369,63.24000000000001,116.95975,65.5135,5.21525,0.0,0.0,0.0,0.0,0.0,1.4039556858223057
react_328,1.6801943804819706,5.182516955623991,3.71702477709554,30.384918031228835,40.32666880410628,145.69074647074402,1.6865711117436948,4.342646702400285,5.710413628802541,29.050498178901893,40.40550363445905,146.96981822319646,1.7631695750941487,5.634419512356264,8.104830434868985,0.0126931722893023,36.18906576795377,138.93397588884528,-5.7662,-1.1355,-0.19261,-0.05457,5.71,5.65,4.17,-0.24662,0.04768,158.7765,124.0485,17.034,100.6165,89.1635,65.3865,31.423,2.622,0.0,0.0,219.5625,63.2405,115.0495,91.7865,62.822,33.9875,2.622,0.0,0.0,0.0,1.031767447058487
react_329,1.6866368793130608,4.607355214158961,6.674706207916363,44.22529366745727,38.26999095722394,143.0938696928613,1.6746107336087706,5.370002692688251,3.718921022917448,23.08768485558909,38.294486605108666,148.9674921077201,1.8116699323657537,3.1017248834291853,6.063162479218259,0.0018334417431902,48.7604157712636,147.08298999518723,-5.9575,-0.5108,-0.04068,-0.19397,8.05,6.28,5.69,-0.24048,0.04577,221.1032777777778,55.776222222222216,93.53716666666668,7.8742777777777775,0.0,0.0,0.0,0.0,0.0,0.0,159.93627777777778,113.75666666666665,26.37333333333333,73.54883333333333,4.675833333333333,0.0,0.0,0.0,0.0,0.0,1.988440635339029
react_330,1.6797913161563185,7.584452406254328,3.71712020567382,46.39362838268338,32.02892165041058,144.6402950548795,1.6812214824581162,7.052586726246162,3.724731296768979,41.19643677313833,42.22654320435405,143.56094325116354,0.0006384744505459,3.1017681771621146,6.063136430636976,0.0069939419799919,48.69228600144817,142.64858847165132,-5.9541,-0.4914,-0.18867,-0.04445,7.66,6.71,4.59,-0.24005,0.04635,159.94766666666666,124.13733333333334,49.971766666666674,66.33533333333334,4.744133333333335,0.0,0.0,0.0,0.0,0.0,220.6604666666667,66.6871,107.68143333333336,10.107233333333332,0.0,0.0,0.0,0.0,0.0,0.0,1.2897496670205801
react_397,1.689425663689732,6.049156579970656,7.289384354138328,52.1216351290652,22.88009607960147,142.99087223389898,1.675382191780631,5.952732312065282,5.788205889383654,49.61293549999811,38.78137226887186,137.718894539996,1.7029795891356656,3.136751320668364,4.501215060744071,16.569757984994343,36.82416822703056,154.31721056921666,-5.9129,-0.9337,-0.1288,-0.138,5.54,5.43,4.81,-0.23999,0.04921,156.08683333333332,66.7245,76.45466666666667,91.97516666666668,16.101833333333335,14.8515,0.0,0.0,0.0,0.0,196.6891666666667,32.24033333333333,102.16216666666666,71.37750000000001,19.72533333333333,0.0,0.0,0.0,0.0,0.0,1.3086367205372644
react_398,1.6871507841551423,3.251338347590945,6.00841386990148,29.5168094581846,48.01685595608568,143.1906421951402,1.6872265488948197,3.251175219706446,6.008430297099687,29.51621763937469,46.61358608625697,147.3808868751452,1.1927248337169198,3.1003009315396395,7.089403207079719,12.512359258053884,46.03296782708651,142.17283708490228,-5.7735,-0.509,-0.0426,-0.19604,5.78,5.5,4.35,-0.23414,0.0529,218.84833333333333,36.145,88.40166666666666,5.242666666666667,29.880333333333336,0.0,0.0,0.0,0.0,0.0,157.57633333333334,86.043,33.39066666666667,69.00366666666666,2.624,29.880333333333336,0.0,0.0,0.0,0.0,2.3056613188051114
