,b1,b5,l,espmin,espmax,b1_min_b5,b1_dot_b5,b1_add_b5,ddG er (kcal/mol)
react_237,3.100473667171219,7.38227537374796,6.825453540587504,28.29385658873049,143.72411391087817,-4.28180170657674,22.88855040011212,10.48274904091918,3.151349098385578
react_238,3.337676789212826,6.419622760076417,5.851076501840737,31.64698525106207,139.5736661324009,-3.0819459708635915,21.426625881809436,9.757299549289243,-0.0
react_238,3.337676789212826,6.419622760076417,5.851076501840737,31.64698525106207,139.5736661324009,-3.0819459708635915,21.426625881809436,9.757299549289243,-0.0
react_239,1.687614509958579,7.956473490924987,5.993658695507948,18.20649597860395,131.08088828272864,-6.2688589809664075,13.427460111385797,9.644088000883565,0.1751890076501606
react_240,3.107912960403222,7.473975240418329,6.061573581470269,32.568899196070305,141.21084818892055,-4.366062280015107,23.22846451542891,10.58188820082155,1.255752230391482
react_241,2.214085735565044,3.230521530696073,12.45928528585086,16.6752574752526,141.5148064965943,-1.016435795131029,7.1526516395499256,5.444607266261117,2.271235607736596
react_242,3.101370663765277,6.368428884271748,10.148000195411884,13.57934858381904,135.85788657023537,-3.267058220506471,19.750858515955834,9.469799548037026,0.4780959413874129
react_243,1.6653121624668183,7.959731566625327,5.833690672515584,15.608448079799238,133.76384436228184,-6.294419404158509,13.255437787872218,9.625043729092145,0.1089163506334593
react_243,1.6653121624668183,7.959731566625327,5.833690672515584,15.608448079799238,133.76384436228184,-6.294419404158509,13.255437787872218,9.625043729092145,0.0761111035522898
react_244,1.923671241858247,8.262732551308597,8.288786377437956,13.981314708912354,133.89004147382255,-6.33906130945035,15.894780988118368,10.186403793166843,0.8230152121319365
react_245,3.118078328138616,6.757150406211378,6.070154273420973,33.74398058132765,140.68588016775175,-3.6390720780727617,21.06932424158074,9.875228734349994,0.658894347408457
react_246,2.137697508780672,8.621757205537232,8.167153159626718,21.13788148816058,131.6306884851104,-6.48405969675656,18.43070889958875,10.759454714317904,1.4470889050346116
react_247,1.6860192741021984,13.368076580876188,4.115446704216098,21.422943414941503,145.11194171393896,-11.68205730677399,22.53883477303147,15.054095854978387,0.8230152121319365
react_29,1.6876527445655591,17.882099306174585,4.582440955191147,-14.824337661470333,143.68489914988476,-16.194446561609027,30.178773972659418,19.569752050740142,1.7249256291987816
react_248,4.624190339428424,6.341993394229615,5.503256045151504,28.65271463308096,138.20769919046634,-1.717803054801191,29.326584586315462,10.966183733658038,-0.0
react_248,4.624190339428424,6.341993394229615,5.503256045151504,28.65271463308096,138.20769919046634,-1.717803054801191,29.326584586315462,10.966183733658038,-0.0
react_249,1.686631115806872,10.50139064770239,9.781248755956796,9.452774277588,144.53531309722146,-8.814759531895518,17.711972225658133,12.188021763509262,0.7870098645125718
react_250,1.6631550676550908,9.890386726361005,8.747190438248374,6.646366565922858,140.47942559914108,-8.227231658705914,16.44924680501595,11.553541794016095,0.6869551246443248
react_251,1.666276893884702,11.94440105707593,7.952269371166384,1.1806822837738529,145.58179928075137,-10.27812416319123,19.902679492697633,13.610677950960632,1.1347740141156684
react_252,1.6739990477918438,10.875158954252417,9.247370389753032,1.3654546432040446,133.7889520201517,-9.201159906460573,18.20500573400349,12.54915800204426,0.6869551246443248
react_253,3.12355858943606,4.732003436334937,6.059337807002677,47.4153593901155,136.08883308442486,-1.6084448468988768,14.780689978804944,7.855562025770997,1.886692938390812
react_254,1.7780803752396563,7.651811665456956,8.667625497284353,6.191547702791659,145.07733563348972,-5.873731290217299,13.605536157378884,9.429892040696611,2.8730026748254267
react_255,1.6867338891022097,15.173528139503295,5.052623139625488,-1.4140616521746785,144.78270192827247,-13.486794250401086,25.593704130146207,16.860262028605504,0.6790797453979862
react_255,1.6867338891022097,15.173528139503295,5.052623139625488,-1.4140616521746785,144.78270192827247,-13.486794250401086,25.593704130146207,16.860262028605504,1.1347740141156684
react_311,1.6803414391534943,5.182396565860253,3.717043369772801,44.38484144066897,145.49228693752693,-3.5020551267067583,8.708195703741744,6.862738005013747,1.1925691598929764
react_83,0.0067456568481396,4.166852287639975,8.168074951279566,37.09280509346041,138.78040311196094,-4.1601066307918355,0.02810815566930476,4.173597944488115,2.494054670518096
react_82,1.7024099173873892,4.951614125432211,3.659173226154077,47.313336767113285,144.43886539384374,-3.249204208044821,8.42967699421128,6.6540240428196,1.4039556858223057
react_212,2.113796833691216,3.688492967503312,6.635215174318991,42.4682761043081,144.57907071301568,-1.574696133812096,7.796724755800817,5.802289801194528,1.28974966702058
react_195,1.642296737369448,7.186229351770494,3.02866879081248,30.64512076386517,154.0028541158868,-5.5439326144010455,11.801921018401245,8.828526089139942,1.1075894836747928
react_208,1.6416989883037738,7.179622967969472,4.475220173332347,30.79854921357165,140.38160590906034,-5.537923979665698,11.78677976291802,8.821321956273245,0.6869551246443248
react_312,1.6587939326252807,9.158364285721465,5.590627961799092,15.676604958023727,142.44983482474612,-7.499570353096184,15.191839109926828,10.817158218346746,0.459880754927536
react_202,1.7536538256812624,7.585666146835621,4.909378656467772,27.2085515399312,151.37917929512668,-5.832012321154359,13.302632458739128,9.339319972516883,0.94147487006162
react_313,1.8455568961492488,4.352761401593858,3.856239872370819,33.68915137671525,152.64594558689203,-2.507204505444609,8.033268822003814,6.198318297743107,0.8800804961461687
react_313,1.8455568961492488,4.352761401593858,3.856239872370819,33.68915137671525,152.64594558689203,-2.507204505444609,8.033268822003814,6.198318297743107,0.6256301923334315
react_357,1.666553891620188,12.072901456152524,5.527337404736304,1.2509731334495695,144.32305067747143,-10.406347564532336,20.120140904898022,13.739455347772711,1.0814146137380585
react_357,1.666553891620188,12.072901456152524,5.527337404736304,1.2509731334495695,144.32305067747143,-10.406347564532336,20.120140904898022,13.739455347772711,0.6712672806892843
react_363,1.6647447838046163,11.599778670413242,9.495702554269595,0.6223648953693504,147.03173991633318,-9.935033886608625,19.310671034858494,13.264523454217859,0.4342740435359016
react_364,1.6653556120651674,10.427700280505306,5.720196646518063,0.5500117985747124,143.60992538529473,-8.76234466844014,17.365829183073032,12.093055892570472,0.7870098645125718
react_367,1.6918586916128375,6.230550656488029,7.69627605834983,17.21781596735832,148.11682966663366,-4.538691964875191,10.541211281713343,7.922409348100867,0.4859800913198942
react_367,1.6918586916128375,6.230550656488029,7.69627605834983,17.21781596735832,148.11682966663366,-4.538691964875191,10.541211281713343,7.922409348100867,0.2427839017942895
react_368,1.642252798789354,8.536312001824848,3.4674141113858505,0.639708190326413,152.4646941830924,-6.894059203035495,14.01878227633601,10.178564800614202,1.543533564108471
react_368,1.642252798789354,8.536312001824848,3.4674141113858505,0.639708190326413,152.4646941830924,-6.894059203035495,14.01878227633601,10.178564800614202,1.886692938390812
react_369,0.0303004649415224,4.613157219415042,6.066830434033268,52.51724493210986,146.95811680312423,-4.58285675447352,0.13978080859661643,4.643457684356564,2.7734997689789584
react_369,0.0303004649415224,4.613157219415042,6.066830434033268,52.51724493210986,146.95811680312423,-4.58285675447352,0.13978080859661643,4.643457684356564,2.393999930730963
