,b1,b5,l,vol,espmin,espmax,b1^2,b1 b5,b1 l,b1 vol,b1 espmin,b1 espmax,b5^2,b5 l,b5 vol,b5 espmin,b5 espmax,l^2,l vol,l espmin,l espmax,vol^2,vol espmin,vol espmax,espmin^2,espmin espmax,espmax^2,ddG er (kcal/mol)
react_237,3.100473667171219,7.38227537374796,6.825453540587504,2.4121104615678304,28.29385658873049,143.72411391087817,9.612936960822148,22.88855040011212,21.16213896909212,7.478684968399273,87.72435729607778,445.61283051819447,54.497989693845575,50.38737758733995,17.806863659192018,208.87304072334155,1061.0109867380224,46.586816034718495,16.463747890196306,193.1184036304256,980.9822621608051,5.818276878804972,68.2479074757767,346.6784387439958,800.5423206636476,4066.5094673367516,20656.620919467085,3.151349098385578
react_238,3.337676789212826,6.419622760076417,5.851076501840738,121.6768976079792,31.64698525106207,139.5736661324009,11.140086349250039,21.426625881809436,19.529002232102407,406.11815692957776,105.6274081210305,465.85178583545473,41.21155638169116,37.561703882165105,781.1197812596711,203.16170680552077,896.0102838108678,34.23509623039285,711.9408364109286,185.16893175658967,816.6561981830553,14805.267411502655,3850.7069839947076,16982.890682762416,1001.5316754809402,4417.085753528752,19480.80827763891,0.0
react_239,1.6876145099585795,7.956473490924987,5.993658695507948,41.66863350527596,18.20649597860395,131.08088828272864,2.8480427342227363,13.4274601113858,10.114985382278626,70.32059051364995,30.725546788994553,221.2140090441924,63.305470411792044,47.68838652446102,331.5353778877969,144.8595026163947,1042.9416127884301,35.923944558238034,249.7475675388311,109.12352293689005,785.6541058706824,1736.2750181970066,758.6398083477286,5461.9614933990415,331.4764958189218,2386.5236653913325,17182.199272989186,0.1751890076501606
react_24,1.675879039748352,5.980692050844755,9.80195608605172,39.00408572695768,17.5846209171261,142.98010994449805,2.8085705558678584,10.022916451200311,16.42689275314787,65.36612973435625,29.469697616932073,239.6173693568992,35.76867740703764,58.62248084657889,233.2714254576832,105.16820253617448,855.1200069739687,96.07834311288634,382.31633547223583,172.36368201953653,1401.4847588548166,1521.318703395864,685.8720617276396,5576.808465525037,309.2188927990287,2514.25103206301,20443.311839740752,0.3005421108594009
react_240,3.107912960403222,7.473975240418329,6.061573581470269,40.43446961942195,32.568899196070305,141.21084818892055,9.65912296944232,23.22846451542891,18.838843094289228,125.6668121772318,101.22130391753298,438.87102523587805,55.86030589438622,45.30405086588265,302.2062247950068,243.4191461991099,1055.4063830424636,36.74267428357831,245.09651282585028,197.41877894446804,855.9599467989697,1634.9463334039565,1316.9061650815206,5709.785751027713,1060.7331948437889,4599.08188005654,19940.503646234367,1.255752230391482
react_241,2.214085735565044,3.230521530696073,12.45928528585086,42.860946592737854,16.6752574752526,141.5148064965943,4.902175644432601,7.1526516395499256,27.58592582673783,94.89781046379605,36.92044971283115,313.3259144353568,10.436269360290897,40.24998937302598,138.46321079385413,53.86977830370416,457.1666292995364,155.23378983421978,534.0167612205383,207.76179009918928,1763.1733463130493,1837.0607428255266,714.7173200669544,6065.45856333216,278.0642118659677,2359.7958348912593,20026.44045776853,2.271235607736596
react_242,3.101370663765277,6.368428884271748,10.148000195411884,0.002331739772291,13.57934858381904,135.85788657023537,9.618499994063876,19.750858515955834,31.472710101934716,0.007231589325318035,42.114593330898934,421.3456638500786,40.5568864540267,64.62681756205639,0.014849518916463232,86.47911575078784,865.2012889900017,102.98190796607963,0.02366249566485873,137.8032320821617,1378.685859462994,5.437010365683684e-06,0.03166350717469432,0.31678523749521714,184.3987079608682,1844.8615995981734,18457.365343330937,0.4780959413874129
react_243,1.6653121624668183,7.959731566625327,5.833690672515584,77.07232530326213,15.608448079799238,133.76384436228184,2.7732645984599107,13.255437787872218,9.714916029009435,128.34948071712154,25.99293842452153,222.7585569148265,63.357326612731676,46.434611795950026,613.4750206295915,124.23905688681046,1064.724294443612,34.03194686259533,449.61610523072716,91.0548579755686,780.3368911760699,5940.14332765186,1202.979387885364,10309.490526504713,243.62365145978853,2087.8460196830224,17892.76605857676,0.0925137270928745
react_244,1.923671241858247,8.262732551308597,8.288786377437955,112.67415226250525,13.981314708912354,133.89004147382255,3.70051104675245,15.894780988118368,15.94489998418379,216.74802640813866,26.895453028904402,257.56042235440043,68.27274921445468,68.48802501169985,930.9963855905032,115.52386415541979,1106.2976039818116,68.70397961080101,933.9319783628234,115.88813089790563,1109.7859518428231,12695.464588074215,1575.3327823419947,15085.946919454624,195.47716098964895,1871.9588062348403,17926.543205861923,0.8230152121319365
react_245,3.118078328138616,6.757150406211378,6.070154273420973,3.307987159957208,33.74398058132765,140.68588016775175,9.722412460407707,21.06932424158074,18.92721648841194,10.31456307322338,105.21637455576804,438.66959402617306,45.65908161216259,41.016945414412255,22.35256678164687,228.01315209230697,950.6356523237289,36.8467729031309,20.079992395435955,204.83116792798035,853.9849967102691,10.942779050441755,111.62465448887723,465.38708518220125,1138.6562254730175,4747.301608447603,19792.516878575003,0.658894347408457
