,Q1_B1,Q1_B5,Q1_L,Q1_BFS2,Q1_NWESPMIN,Q1_99ESPMAX,Q1_NATURAL CHARGE,Q2_B1,Q2_B5,Q2_L,Q2_BFS2,Q2_NWESPMIN,Q2_99ESPMAX,Q2_NATURAL CHARGE,Q3_B1,Q3_B5,Q3_L,Q3_BFS2,Q3_NWESPMIN,Q3_99ESPMAX,Q3_NATURAL CHARGE,Q4_B1,Q4_B5,Q4_L,Q4_BFS2,Q4_NWESPMIN,Q4_99ESPMAX,Q4_NATURAL CHARGE,HOMO,LUMO,C0_nat_charge,C1_nat_charge,pert1,pert2,pert3,pi_orb_energy,pi*_orb_energy,AlkC1_RDF_1,AlkC1_RDF_2,AlkC1_RDF_3,AlkC1_RDF_4,AlkC1_RDF_5,AlkC1_RDF_6,AlkC1_RDF_7,AlkC1_RDF_8,AlkC1_RDF_9,AlkC1_RDF_10,AlkC2_RDF_1,AlkC2_RDF_2,AlkC2_RDF_3,AlkC2_RDF_4,AlkC2_RDF_5,AlkC2_RDF_6,AlkC2_RDF_7,AlkC2_RDF_8,AlkC2_RDF_9,AlkC2_RDF_10,ddG er (kcal/mol)
react_88,2.261953353881836,6.839820861816406,5.977827072143555,34.54961395263672,144.08302307128906,492.8758544921875,-0.4549500048160553,2.2478652000427246,5.569095611572266,7.427417755126953,34.54961395263672,100.8662567138672,493.2597351074219,-0.493800014257431,1.100000023841858,1.100000023841858,2.597057580947876,5.575279712677002,342.2778625488281,537.5413818359375,0.2142899930477142,2.2410128116607666,3.6287858486175537,4.162942409515381,28.68031311035156,343.22637939453125,538.2894287109375,-0.0511699989438056,-6.5493998527526855,0.3267000019550323,-0.0596100017428398,-0.2136200070381164,5.62,5.28,3.9,-0.2581999897956848,0.070430003106594,176.68594360351562,45.84872817993164,45.00544357299805,26.577173233032227,3.243709087371826,0.0,0.0,0.0,0.0,0.0,146.82965087890625,81.70472717285156,51.417362213134766,15.86138153076172,1.54787278175354,0.0,0.0,0.0,0.0,0.0,0.19754643580553227
react_89,2.244874954223633,6.5452561378479,7.8751044273376465,28.68031311035156,79.2734375,511.74462890625,-0.0718199983239173,1.100000023841858,1.100000023841858,2.593294382095337,5.575279712677002,342.2778625488281,537.5413818359375,0.2274300009012222,2.257117509841919,5.591283798217773,7.174168109893799,34.54961395263672,113.10161590576172,496.32037353515625,-0.5057899951934814,2.2535431385040283,7.070648193359375,5.28032922744751,34.54961395263672,96.13629913330078,493.40325927734375,-0.4477199912071228,-6.472499847412109,0.3562000095844269,-0.0480500012636184,-0.2141000032424926,5.56,5.06,4.59,-0.2583599984645843,0.0719000026583671,172.2280731201172,77.68901824951172,78.57040405273438,79.33438110351562,34.17877960205078,2.5423383712768555,0.0,0.0,0.0,0.0,146.33287048339844,92.5918960571289,80.54618072509766,61.87593460083008,44.763328552246094,16.940654754638672,1.4717543125152588,0.0203685350716114,0.0,0.0,0.3966976844670258
react_90,2.2678563594818115,8.144946098327637,8.510536193847656,28.68031311035156,113.12074279785156,504.4669189453125,-0.0531000010669231,1.100000023841858,1.100000023841858,2.5931437015533447,5.575279712677002,342.2778625488281,537.5413818359375,0.2345799952745437,2.245063543319702,5.905616760253906,7.483389854431152,34.54961395263672,117.49797058105467,492.053466796875,-0.4935899972915649,2.2580320835113525,7.387141704559326,5.598343849182129,34.54961395263672,102.18580627441406,493.6743469238281,-0.4521700143814087,-6.265600204467773,-0.1671999990940094,-0.0497500002384185,-0.2027100026607513,5.27,5.01,4.45,-0.249889999628067,0.0812700018286705,174.68087768554688,74.95409393310547,99.63296508789062,78.9777603149414,42.24899291992188,22.297048568725582,9.162468910217283,0.844800591468811,0.0,0.0,145.81004333496094,100.47737884521484,92.79307556152344,66.14300537109375,41.67282485961914,34.75913619995117,15.741875648498535,5.030026435852051,0.3716363608837127,0.0,1.5981284553068844
react_91,2.2489113807678223,5.573366165161133,7.434485912322998,34.54961395263672,140.97215270996094,493.1684265136719,-0.4921500086784363,2.256776094436645,6.841790676116943,5.974020481109619,34.54961395263672,100.44889831542967,493.6211853027344,-0.4477199912071228,2.2435946464538574,5.240132808685303,6.957448482513428,28.68031311035156,82.154541015625,525.9437866210938,-0.0729300007224083,1.100000023841858,1.100000023841858,2.5931575298309326,5.575279712677002,342.2778625488281,537.5413818359375,0.2295600026845932,-6.463099956512451,0.336899995803833,-0.2152100056409835,-0.0494600012898445,5.51,5.29,4.56,-0.2573499977588653,0.0729599967598915,146.0074920654297,91.79694366455078,75.12954711914062,40.65480422973633,10.120481491088867,0.5247407555580139,0.0,0.0,0.0,0.0,172.27853393554688,76.99723815917969,71.57843017578125,39.13725280761719,4.242539882659912,0.0,0.0,0.0,0.0,0.0,2.112330669903123
react_92,2.2309491634368896,6.301362991333008,11.009900093078612,28.68031311035156,63.74642181396485,505.508056640625,-0.06666000187397,1.100000023841858,1.100000023841858,2.5966384410858154,5.575279712677002,342.2778625488281,537.5413818359375,0.2149499952793121,2.25638484954834,5.583816051483154,7.149234294891357,34.54961395263672,118.6997299194336,496.7837524414063,-0.5072299838066101,2.255615711212158,7.074973583221436,5.275851249694824,34.54961395263672,94.33218383789062,493.8150024414063,-0.4525800049304962,-5.364799976348877,-0.1613000035285949,-0.0358199998736381,-0.1998199969530105,5.49,5.15,3.75,-0.2582499980926513,0.0722500011324882,173.97567749023438,86.12675476074219,101.90192413330078,75.04296112060547,28.351299285888672,29.18173599243164,13.470749855041504,8.009648323059082,0.6662416458129883,0.0,146.65623474121094,99.9539794921875,91.00495910644533,77.86768341064453,32.22726821899414,36.5422248840332,14.918045043945312,10.196722984313965,7.359885215759277,0.0,2.112330669903123
react_93,3.311272382736206,9.189682960510254,10.003750801086426,44.02927780151367,47.458106994628906,444.3599548339844,0.281819999217987,1.100000023841858,1.100000023841858,2.5941061973571777,5.575279712677002,342.2778625488281,537.5413818359375,0.1970199942588806,1.100000023841858,1.100000023841858,2.59237003326416,5.575279712677002,342.2778625488281,537.5413818359375,0.2074699997901916,1.100000023841858,1.100000023841858,2.5956079959869385,5.575279712677002,342.2778625488281,537.5413818359375,0.2283100038766861,-4.971399784088135,-0.9549999833106996,-0.2669599950313568,-0.3922599852085113,2.38,15.34,1.2,-0.2624799907207489,0.0523199997842311,138.95904541015625,19.30257606506348,60.53635025024414,111.34904479980467,166.59402465820312,99.74268341064452,105.94940948486328,32.33226013183594,49.1786003112793,0.0,92.02799987792967,26.440258026123047,66.93891143798828,80.01760864257812,104.33895874023438,159.9285888671875,89.70164489746094,92.36724090576172,72.18278503417969,0.0,1.3635830574449357
react_94,2.001521587371826,7.201370716094971,9.675418853759766,44.02927780151367,23.696796417236328,486.1509704589844,0.297870010137558,1.100000023841858,1.100000023841858,2.5930540561676025,5.575279712677002,342.2778625488281,537.5413818359375,0.2070100009441375,1.100000023841858,1.100000023841858,2.592374563217163,5.575279712677002,342.2778625488281,537.5413818359375,0.2081899940967559,1.100000023841858,1.100000023841858,2.595024824142456,5.575279712677002,342.2778625488281,537.5413818359375,0.2264599949121475,-5.522900104522705,-1.404099941253662,-0.2708100080490112,-0.3777199983596802,2.61,16.39,1.34,-0.2708199918270111,0.0445099994540214,138.51400756835938,20.097999572753903,42.057106018066406,61.6518669128418,47.893367767333984,64.47818756103516,48.47563171386719,3.831842184066773,0.0,0.0,91.5459976196289,24.37700080871582,56.51681518554688,55.75755310058594,29.98015785217285,73.36299896240234,54.7903938293457,38.2979736328125,2.371105194091797,0.0,1.4470889050346116
react_95,2.0893139839172363,7.215755462646484,14.19167137145996,44.02927780151367,67.01589965820312,468.2358703613281,0.2969599962234497,1.100000023841858,1.100000023841858,2.593059062957764,5.575279712677002,342.2778625488281,537.5413818359375,0.2071599960327148,1.100000023841858,1.100000023841858,2.5923430919647217,5.575279712677002,342.2778625488281,537.5413818359375,0.2077700048685073,1.100000023841858,1.100000023841858,2.5951056480407715,5.575279712677002,342.2778625488281,537.5413818359375,0.2258699983358383,-5.435299873352051,-1.3214000463485718,-0.2705999910831451,-0.3785299956798553,2.61,16.43,1.34,-0.2688899934291839,0.0464500002562999,138.52099609375,14.833861351013184,53.31919097900391,71.34202575683594,104.72196197509766,89.10682678222656,126.60701751708984,48.81625747680664,54.82285690307617,0.0,91.56700134277344,25.180368423461918,58.18843460083008,57.59070587158203,60.937618255615234,116.7557144165039,94.5859375,103.63279724121094,93.65242767333984,0.0,1.4470889050346116
react_96,2.4834024906158447,9.265860557556152,10.118906021118164,44.02927780151367,35.45815658569336,472.0481567382813,0.2851000130176544,1.100000023841858,1.100000023841858,2.594120979309082,5.575279712677002,342.2778625488281,537.5413818359375,0.1964299976825714,1.100000023841858,1.100000023841858,2.592377185821533,5.575279712677002,342.2778625488281,537.5413818359375,0.20796999335289,1.100000023841858,1.100000023841858,2.595604419708252,5.575279712677002,342.2778625488281,537.5413818359375,0.2287400066852569,-5.0218000411987305,-1.0303000211715698,-0.2651799917221069,-0.3876200020313263,2.35,15.06,1.2,-0.2643100023269653,0.0509900003671646,139.06900024414062,23.671785354614254,42.96488571166992,76.56916809082031,75.38248443603516,62.59850692749024,42.66974639892578,15.01237964630127,31.05405044555664,0.0,91.91400146484376,25.15693664550781,57.77468490600586,60.153114318847656,51.12112808227539,87.90618896484375,48.030670166015625,47.73889923095703,39.196380615234375,0.0,1.3635830574449357
react_97,3.3134920597076416,8.072626113891602,9.091141700744627,47.58261489868164,139.4714813232422,463.76904296875,-0.8968300223350525,1.100000023841858,1.100000023841858,2.590952157974243,5.575279712677002,342.2778625488281,537.5413818359375,0.2117100059986114,1.100000023841858,1.100000023841858,2.591134786605835,5.575279712677002,342.2778625488281,537.5413818359375,0.2122800052165985,2.2581629753112797,3.8685765266418457,5.328896045684815,34.54961395263672,238.74571228027344,507.3013305664063,-0.460970014333725,-6.001699924468994,-0.6556000113487244,0.3604699969291687,-0.5231199860572815,7.09,4.46,32.77,-0.2608299851417541,0.0594500005245208,149.15516662597656,152.9999237060547,152.151611328125,128.480712890625,91.43048095703124,45.328311920166016,3.877812385559082,0.0,0.0,0.0,106.1346664428711,133.81849670410156,133.580078125,141.97296142578125,90.85389709472656,74.82818603515625,38.79623031616211,3.439479112625122,0.0,0.0,1.6581632477531376
react_98,1.6608463525772097,4.603127479553223,9.326984405517578,29.369752883911133,144.63604736328125,497.8171997070313,-0.5851600170135498,1.100000023841858,1.100000023841858,2.591810941696167,5.575279712677002,342.2778625488281,537.5413818359375,0.2180500030517578,1.100000023841858,1.100000023841858,2.589146137237549,5.575279712677002,342.2778625488281,537.5413818359375,0.209659993648529,2.2747511863708496,3.853923082351685,5.372119426727295,34.54961395263672,239.20884704589844,511.0607604980469,-0.4851399958133697,-6.154200077056885,-0.2247000038623809,0.3346399962902069,-0.4907099902629852,5.83,2.93,2.89,-0.2747800052165985,0.0719899982213974,152.36634826660156,26.319578170776367,55.4808235168457,45.03106689453125,43.11342239379883,21.38993263244629,1.771822214126587,0.0,0.0,0.0,106.29010772705078,52.56657791137695,49.86628723144531,56.05995559692383,16.715288162231445,57.0180892944336,5.242111206054688,1.7145777940750122,0.0,0.0,0.3479594881065919
react_100,3.1825859546661377,8.242900848388672,9.659467697143556,28.68031311035156,125.95957946777344,474.3491821289063,-0.0515899993479251,1.100000023841858,1.100000023841858,2.59167742729187,5.575279712677002,342.2778625488281,537.5413818359375,0.2169200032949447,1.100000023841858,1.100000023841858,2.594053030014038,5.575279712677002,342.2778625488281,537.5413818359375,0.2010100036859512,2.2072672843933105,2.72991943359375,4.011870384216309,19.545366287231445,286.06060791015625,518.2640991210938,-0.6510900259017944,-6.597899913787842,-0.7312999963760376,-0.0464700013399124,-0.417600005865097,4.57,4.49,4.37,-0.2549999952316284,0.0688700005412101,138.57606506347656,50.59365463256836,136.9960174560547,157.6571044921875,112.27239227294922,87.87983703613281,36.07518005371094,3.2337541580200195,0.0,0.0,107.8808822631836,50.22254180908203,117.05339050292967,120.7993621826172,142.6990203857422,99.31049346923828,63.35501480102539,20.28122901916504,1.6820656061172483,0.0,0.553693199292111
react_101,2.2496297359466557,6.636552333831787,8.673009872436523,28.68031311035156,150.37960815429688,492.6015625,-0.0431500002741813,1.100000023841858,1.100000023841858,2.594866991043091,5.575279712677002,342.2778625488281,537.5413818359375,0.2001799941062927,1.100000023841858,1.100000023841858,2.5946526527404785,5.575279712677002,342.2778625488281,537.5413818359375,0.2034399956464767,2.2024619579315186,2.733642339706421,4.016040802001953,19.545366287231445,286.8891296386719,518.3994750976562,-0.6530799865722656,-6.724199771881104,0.3537999987602234,-0.035530000925064,-0.4147700071334839,4.82,4.28,4.25,-0.2601200044155121,0.065930001437664,138.00962829589844,55.921630859375,92.29568481445312,82.1518783569336,34.18880081176758,13.265539169311523,0.4548289477825165,0.0,0.0,0.0,107.98828887939452,33.05849838256836,107.29393768310548,62.292816162109375,67.70684051513672,30.89240837097168,6.703249931335449,0.35196053981781,0.0,0.0,0.49922853080224316
react_102,2.2149033546447754,6.649170398712158,7.767333984375,28.68031311035156,78.76811218261719,512.8350219726562,-0.0820799991488456,1.100000023841858,1.100000023841858,2.59419584274292,5.575279712677002,342.2778625488281,537.5413818359375,0.2042199969291687,1.100000023841858,1.100000023841858,2.594233989715576,5.575279712677002,342.2778625488281,537.5413818359375,0.2054000049829483,2.205867290496826,2.732254981994629,4.013373374938965,19.545366287231445,286.3417358398437,518.494140625,-0.6520900130271912,-7.018199920654297,0.0776999965310096,-0.0437700003385543,-0.3926700055599212,4.97,3.91,3.73,-0.2698700129985809,0.0572500005364418,134.94700622558594,30.80071830749512,31.214204788208008,56.38199996948242,31.03523063659668,3.0678460597991943,0.0,0.0,0.0,0.0,107.78240966796876,26.58951187133789,40.85438537597656,28.94359016418457,52.63656234741211,27.821229934692383,2.758230686187744,0.0610769242048263,0.0,0.0,0.1640664539823468
react_103,2.23413348197937,7.474754810333252,8.286957740783691,28.68031311035156,126.99449157714844,499.46392822265625,-0.0753199979662895,1.100000023841858,1.100000023841858,2.5947628021240234,5.575279712677002,342.2778625488281,537.5413818359375,0.2040600031614303,1.100000023841858,1.100000023841858,2.594777584075928,5.575279712677002,342.2778625488281,537.5413818359375,0.2038799971342086,2.200434923171997,2.734048366546631,4.018558979034424,19.545366287231445,282.6798400878906,519.0145874023438,-0.6528400182723999,-6.684800148010254,-0.2469999939203262,-0.0550899989902973,-0.4052599966526031,4.6,4.36,4.04,-0.2646600008010864,0.0609700009226799,137.58050537109375,13.996450424194336,56.02546691894531,48.98551559448242,52.29141616821289,27.51473426818848,8.913617134094238,0.7753000259399414,0.0,0.0,108.19298553466795,35.31354904174805,36.982566833496094,43.704498291015625,47.6172981262207,38.616966247558594,28.57906723022461,6.559199810028076,0.5168666839599609,0.0,0.5261534118295111
react_104,1.7154884338378906,3.889837026596069,7.516036987304687,49.89857864379883,220.4225616455078,493.6290588378906,-0.0637200027704238,1.100000023841858,1.100000023841858,2.5924317836761475,5.575279712677002,342.2778625488281,537.5413818359375,0.2098899930715561,1.100000023841858,1.100000023841858,2.591266632080078,5.575279712677002,342.2778625488281,537.5413818359375,0.2195799946784973,2.2248404026031494,3.3257410526275635,4.393483638763428,36.41938400268555,216.60765075683597,541.4734497070312,-0.3782399892807007,-6.493599891662598,-0.914799988269806,-0.0653799995779991,-0.3788799941539764,9.88,4.67,3.07,-0.2758100032806396,0.0621999986469745,217.9535980224609,65.43240356445312,86.09500122070312,7.611999988555908,0.0,0.0,0.0,0.0,0.0,0.0,112.43399810791016,82.46279907226562,117.181396484375,59.93980026245117,5.074999809265137,0.0,0.0,0.0,0.0,0.0,1.493427750076506
react_105,2.190218925476074,3.390869617462158,4.295807838439941,36.41938400268555,214.73681640625,543.47998046875,-0.3716300129890442,1.100000023841858,1.100000023841858,2.5941967964172363,5.575279712677002,342.2778625488281,537.5413818359375,0.2034499943256378,1.100000023841858,1.100000023841858,2.594102621078491,5.575279712677002,342.2778625488281,537.5413818359375,0.2070900052785873,2.205386161804199,2.733787298202514,4.012629985809326,19.545366287231445,285.9925231933594,518.9287719726562,-0.6527799963951111,-7.142000198364258,-0.2694000005722046,-0.045449998229742,-0.384880006313324,5.33,3.63,3.54,-0.2747899889945984,0.0569600015878677,187.486328125,35.301666259765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0423355102539,79.44400024414062,35.301666259765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459880754927536
react_106,2.3146274089813232,2.961095333099365,4.144616603851318,42.73689270019531,233.5181427001953,552.91845703125,1.1645499467849731,1.100000023841858,1.100000023841858,2.591660976409912,5.575279712677002,342.2778625488281,537.5413818359375,0.2213799953460693,1.100000023841858,1.100000023841858,2.593388080596924,5.575279712677002,342.2778625488281,537.5413818359375,0.2115499973297119,2.2082724571228027,2.7315168380737305,3.997304201126098,19.545366287231445,286.2089538574219,518.4901123046875,-0.6558700203895569,-7.741099834442139,-0.4859000146389007,-0.147499993443489,-0.3595600128173828,4.55,4.37,3.04,-0.2901799976825714,0.0370699986815452,142.8249969482422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.30650329589844,33.51850128173828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14192114438699568
react_107,2.002930164337158,5.935826301574707,6.178341388702393,39.048282623291016,173.38438415527344,492.1263732910156,0.6994900107383728,1.100000023841858,1.100000023841858,2.5921764373779297,5.575279712677002,342.2778625488281,537.5413818359375,0.2235099971294403,1.100000023841858,1.100000023841858,2.5938310623168945,5.575279712677002,342.2778625488281,537.5413818359375,0.2012500017881393,2.2100110054016118,2.734117031097412,4.019466400146484,19.545366287231445,286.4438781738281,516.19140625,-0.6514700055122375,-6.558899879455566,-0.8550000190734863,-0.1257099956274032,-0.3298299908638,4.23,3.39,3.37,-0.2676999866962433,0.0583899989724159,161.38775634765625,28.160625457763672,39.75325012207031,2.2023749351501465,0.0,0.0,0.0,0.0,0.0,0.0,109.53687286376952,66.73112487792969,26.918500900268555,25.82162475585937,2.2325000762939453,0.2633750140666961,0.0,0.0,0.0,0.0,1.8002208906687178
react_108,2.2261767387390137,3.819312572479248,9.660720825195312,53.748077392578125,118.66384887695312,497.9461975097656,-0.2379499971866607,1.100000023841858,1.100000023841858,2.593611478805542,5.575279712677002,342.2778625488281,537.5413818359375,0.2033099979162216,1.100000023841858,1.100000023841858,2.5928821563720703,5.575279712677002,342.2778625488281,537.5413818359375,0.207749992609024,2.2109808921813965,2.727924346923828,4.012725353240967,19.545366287231445,286.2494812011719,516.1593627929688,-0.6426100134849548,-5.651899814605713,-1.2549999952316284,-0.0579699985682964,-0.387690007686615,4.26,4.25,3.1,-0.2675000131130218,0.0506500005722045,147.3470001220703,145.9530029296875,52.42699813842773,0.0,164.8699951171875,8.029999732971191,0.5239999890327454,0.0,0.0,0.0,115.5217514038086,76.98512268066406,117.98249816894533,35.23762512207031,58.31662368774414,110.04437255859376,3.4857499599456787,1.5772500038146973,0.0,0.0,2.6515663390812754
react_109,1.7353878021240234,5.085761070251465,8.498176574707031,49.89857864379883,193.70460510253903,498.5970764160156,-0.1094100028276443,1.100000023841858,1.100000023841858,2.5930514335632324,5.575279712677002,342.2778625488281,537.5413818359375,0.2015399932861328,1.100000023841858,1.100000023841858,2.593531847000122,5.575279712677002,342.2778625488281,537.5413818359375,0.2041500061750412,2.205230951309204,2.728581666946411,4.014197826385498,19.545366287231445,285.5458068847656,517.48193359375,-0.6446099877357483,-5.935400009155273,-1.001099944114685,-0.0335800014436244,-0.390309989452362,4.33,4.09,2.63,-0.2641299962997436,0.0621399991214275,178.45700073242188,4.673999786376953,169.00100708007812,148.73199462890625,15.168499946594238,11.761300086975098,1.366199970245361,0.0,0.0,0.0,115.94979858398438,35.9379997253418,41.98479843139648,158.2593994140625,59.492801666259766,107.91200256347656,8.73289966583252,0.8902999758720398,0.0,0.0,2.494054670518096
react_110,2.09112811088562,4.599626064300537,7.245723724365234,38.15998077392578,191.84507751464844,509.8609619140625,0.8353800177574158,1.100000023841858,1.100000023841858,2.5913097858428955,5.575279712677002,342.2778625488281,537.5413818359375,0.2216500043869018,1.100000023841858,1.100000023841858,2.594326972961426,5.575279712677002,342.2778625488281,537.5413818359375,0.2049700021743774,2.249873399734497,4.09761905670166,6.183872699737549,34.54961395263672,202.28726196289065,503.2547912597656,-0.4496400058269501,-7.276700019836426,-1.160599946975708,-0.1320900022983551,-0.3291400074958801,5.35,3.25,3.08,-0.2737199962139129,0.0484899990260601,173.32154846191406,33.298622131347656,44.09886169433594,8.282034873962402,1.4269310235977173,0.0,0.0,0.0,0.0,0.0,108.15331268310548,81.7667236328125,25.43441390991211,36.49651718139648,7.866655349731445,0.7103793025016785,0.0,0.0,0.0,0.0,0.5126175079350523
react_111,1.71882426738739,3.915560960769653,7.504814624786377,49.89857864379883,221.00704956054688,490.8980102539063,-0.0771000012755394,1.100000023841858,1.100000023841858,2.592248678207397,5.575279712677002,342.2778625488281,537.5413818359375,0.21560999751091,1.100000023841858,1.100000023841858,2.591174364089966,5.575279712677002,342.2778625488281,537.5413818359375,0.224030002951622,2.3149752616882324,2.9582860469818115,4.131590843200684,42.73689270019531,231.84521484375,548.2694702148438,1.1722400188446045,-6.768799781799316,-1.3425999879837036,-0.1598400026559829,-0.3375999927520752,3.42,11.48,1.92,-0.2942000031471252,0.0360499992966651,201.41799926757807,2.3350000381469727,85.8499984741211,7.342000007629394,0.0,0.0,0.0,0.0,0.0,0.0,107.58599853515624,65.11499786376953,59.6879997253418,59.66899871826172,4.88700008392334,0.0,0.0,0.0,0.0,0.0,1.4154234648719666
react_112,1.72993266582489,3.8790035247802734,7.5134358406066895,49.89857864379883,222.5518951416016,492.7736511230469,-0.0670100003480911,1.100000023841858,1.100000023841858,2.592463731765747,5.575279712677002,342.2778625488281,537.5413818359375,0.2103399932384491,1.100000023841858,1.100000023841858,2.593446493148804,5.575279712677002,342.2778625488281,537.5413818359375,0.2069099992513656,2.1813879013061523,3.531994581222534,4.376655101776123,40.49193572998047,285.507080078125,541.9906005859375,-0.4530999958515167,-6.455100059509277,-1.2105000019073486,-0.0609400011599063,-0.3570500016212463,4.66,2.73,2.45,-0.2824699878692627,0.0556799992918968,176.09359741210938,192.02340698242188,86.00700378417969,7.627999782562256,0.0,0.0,0.0,0.0,0.0,0.0,112.46900177001952,122.59220123291016,150.25860595703125,71.85459899902344,4.577600002288818,0.0,0.0,0.0,0.0,0.0,1.4470889050346116
react_113,2.245413064956665,6.551802158355713,7.888652324676514,28.68031311035156,77.7685317993164,511.41162109375,-0.0780600011348724,1.100000023841858,1.100000023841858,2.591135263442993,5.575279712677002,342.2778625488281,537.5413818359375,0.2173299938440323,1.100000023841858,1.100000023841858,2.591893196105957,5.575279712677002,342.2778625488281,537.5413818359375,0.2062299996614456,2.2837977409362797,3.848544120788574,5.395124912261963,34.54961395263672,239.2389373779297,511.2410888671875,-0.4485799968242645,-6.882999897003174,0.3239000141620636,-0.0454399995505809,-0.4185299873352051,4.61,4.56,4.45,-0.2641699910163879,0.0607200004160404,154.41058349609375,24.95977783203125,38.09144592285156,54.02348709106445,39.40006637573242,3.355644464492798,0.0,0.0,0.0,0.0,107.50718688964844,56.09054565429688,30.923999786376957,48.65347671508789,43.19336700439453,25.692333221435547,2.1265666484832764,0.0535222217440605,0.0,0.0,0.11989269264723022
react_114,2.2562737464904785,7.635026931762695,7.64979076385498,34.54961395263672,81.20806884765625,487.8483276367188,-0.4464499950408935,1.100000023841858,1.100000023841858,2.595148801803589,5.575279712677002,342.2778625488281,537.5413818359375,0.2000399976968765,1.100000023841858,1.100000023841858,2.594452381134033,5.575279712677002,342.2778625488281,537.5413818359375,0.2014999985694885,2.2008001804351807,2.7347941398620605,4.022065162658691,19.545366287231445,281.8285217285156,517.46240234375,-0.6451600193977356,-6.498899936676025,0.5081999897956848,-0.0211399998515844,-0.4193800091743469,4.66,3.99,3.14,-0.2529700100421905,0.0701000019907951,142.78501892089844,22.725725173950195,35.540950775146484,56.088356018066406,26.830467224121094,21.540563583374023,1.5659193992614746,0.0,0.0,0.0,111.84996795654295,39.1566276550293,25.41983795166016,41.70042037963867,44.66414642333984,29.9274845123291,13.152612686157228,1.205903172492981,0.0,0.0,0.3966976844670258
react_115,1.740784764289856,3.86243748664856,7.514344215393066,49.89857864379883,220.7916259765625,489.132080078125,-0.0728499963879585,1.100000023841858,1.100000023841858,2.592768907546997,5.575279712677002,342.2778625488281,537.5413818359375,0.2060099989175796,1.100000023841858,1.100000023841858,2.5941379070281982,5.575279712677002,342.2778625488281,537.5413818359375,0.2044399976730346,2.2505784034729004,4.849711894989014,4.571487903594971,28.68031311035156,156.23194885253906,518.5392456054688,-0.0694499984383583,-6.2399001121521,-0.9764000177383424,-0.0713599994778633,-0.3797999918460846,4.23,2.72,2.21,-0.271010011434555,0.0607899986207485,195.98866271972656,15.678333282470703,99.42400360107422,7.811999797821045,0.0,0.0,0.0,0.0,0.0,0.0,112.05933380126952,72.50741577148438,58.25416564941406,70.49858093261719,5.583499908447266,0.0,0.0,0.0,0.0,0.0,2.2712356077365956
react_116,1.7219585180282593,3.914264678955078,7.504380226135254,49.89857864379883,194.84678649902344,519.3043823242188,-0.0667600035667419,1.100000023841858,1.100000023841858,2.5929250717163086,5.575279712677002,342.2778625488281,537.5413818359375,0.2102500051259994,1.100000023841858,1.100000023841858,2.590595006942749,5.575279712677002,342.2778625488281,537.5413818359375,0.2245599925518036,2.129934072494507,4.100423812866211,5.978125095367432,38.15998077392578,223.6218414306641,493.1079711914063,0.8431400060653687,-6.485199928283691,-1.482100009918213,-0.1523900032043457,-0.3137100040912628,9.66,5.14,3.19,-0.2794899940490722,0.0421000011265277,217.63040161132807,5.927999973297119,102.99960327148438,7.630000114440918,0.0,0.0,0.0,0.0,0.0,0.0,111.67179870605467,78.64939880371094,60.66419982910156,77.73100280761719,5.47160005569458,0.0,0.0,0.0,0.0,0.0,1.493427750076506
react_117,1.7095664739608765,3.9029932022094727,8.44075870513916,49.89857864379883,60.91876983642578,524.3881225585938,-0.0364799983799457,1.100000023841858,1.100000023841858,2.5925354957580566,5.575279712677002,342.2778625488281,537.5413818359375,0.2122299969196319,1.100000023841858,1.100000023841858,2.5925405025482178,5.575279712677002,342.2778625488281,537.5413818359375,0.2318100035190582,2.1091766357421875,4.101590633392334,5.995554924011231,38.15998077392578,195.91685485839844,521.57568359375,0.8428800106048584,-7.265399932861328,-2.5785000324249268,-0.166480004787445,-0.2870999872684479,7.67,3.73,3.12,-0.2960700094699859,0.0264299996197223,211.3822479248047,12.90174961090088,99.35399627685548,3.9260001182556152,13.663999557495115,42.494998931884766,0.0,0.0,0.0,0.0,115.4667510986328,79.51174926757812,63.4322509765625,66.67250061035156,2.48075008392334,34.90999984741211,21.249000549316406,0.0,0.0,0.0,1.8002208906687178
react_118,1.7210333347320557,3.8733913898468018,7.522051334381103,49.89857864379883,222.9514923095703,495.0990905761719,-0.0599800013005733,1.100000023841858,1.100000023841858,2.592806100845337,5.575279712677002,342.2778625488281,537.5413818359375,0.2076500058174133,1.100000023841858,1.100000023841858,2.591747045516968,5.575279712677002,342.2778625488281,537.5413818359375,0.2065500020980835,2.2801766395568848,3.8518126010894775,5.400203227996826,34.54961395263672,239.3439483642578,511.2862854003906,-0.4446600079536438,-6.192699909210205,-0.7107999920845032,-0.0287900008261203,-0.4037899971008301,4.9,3.93,2.59,-0.2646499872207641,0.0708400011062622,200.3000030517578,10.189000129699709,86.26399993896484,7.882999897003174,0.0,0.0,0.0,0.0,0.0,0.0,114.9198989868164,74.51260375976562,46.92699813842773,63.01890182495117,5.257599830627441,0.0,0.0,0.0,0.0,0.0,1.1347740141156684
