,b1_0,b5_0,l_0,vol_0,espmin_0,espmax_0,b1_1,b5_1,l_1,vol_1,espmin_1,espmax_1,homo,lumo,nat_charge_1,nat_charge_2,pert_1,pert_2,pert_3,pi_orb,pi*_orb,disp_1_0,disp_2_0,disp_3_0,disp_4_0,disp_5_0,disp_6_0,disp_7_0,disp_8_0,disp_9_0,disp_10_0,disp_1_1,disp_2_1,disp_3_1,disp_4_1,disp_5_1,disp_6_1,disp_7_1,disp_8_1,disp_9_1,disp_10_1,ddG er (kcal/mol)
react_321,1.6592513839611762,2.907420737755139,2.9071620659276705,12.204127314518788,51.45939806614938,158.43111677703848,1.659132321238566,2.907402343815634,2.9071300458632026,12.202453278431598,50.53437173692586,156.6781673811114,-7.281,-0.4177,-0.22631,-0.21421,4.89,4.63,3.72,-0.28531,0.04973,212.4727,66.9614,42.081900000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.4807,66.95990000000003,42.0754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8866929383908122
react_323,1.683342545673192,5.717201022047275,3.716058773908706,35.628579938651505,44.41094294803581,146.05723321046008,1.6591961101001529,2.9074515729256056,2.907049875545602,12.203936663992488,49.31558368964319,156.833498314026,-6.7935,0.4229,-0.1917,-0.24424,4.65,4.43,3.93,-0.26526,0.06202,131.6587901234568,94.43991358024697,65.3674814814815,10.697432098765434,0.6927283950617282,0.0,0.0,0.0,0.0,0.0,216.2356666666666,24.1585061728395,31.52391358024693,21.182123456790126,8.907061728395062,0.8490740740740741,0.0,0.0,0.0,0.0,1.8866929383908122
react_428,2.004361492743063,5.741713498725421,5.598114770132061,62.84697752580073,13.046516739486613,147.8313728481439,1.6647435439633138,1.664887524033874,2.354456224679509,5.651242349968939,66.76093534347227,150.8254052007796,-7.1539,-0.5212,-0.64864,-0.13748,6.0,4.98,4.87,-0.28569,0.03449,231.7881180124224,79.20296273291926,44.427198757764,41.37666459627326,3.665596273291927,0.0,0.0,0.0,0.0,0.0,232.9640186335402,38.79237888198756,51.5672049689441,48.70695652173916,24.04675155279504,4.269950310559004,0.11327950310559,0.0,0.0,0.0,0.43996185727861475
react_429,1.6838080650353806,5.020073416917991,5.168373075167759,25.481691519233223,43.18806604905314,143.470964229147,1.6981206028102829,3.111070471073931,3.662265644316188,19.28397767005577,55.831446483788646,149.82283200438843,-6.1582,0.6075,-0.20303,-0.22331,6.62,4.64,3.51,-0.25212,0.07215,115.30048484848484,188.2730909090909,59.13669696969697,11.384333333333336,0.0,0.0,0.0,0.0,0.0,0.0,158.07848484848483,81.24263636363638,73.51512121212122,43.04521212121213,17.345393939393936,0.8677575757575757,0.0,0.0,0.0,0.0,0.9000225487298541
react_431,1.6835300545836716,6.993738575192846,3.7160557622037103,43.340106075158175,36.652390710190105,148.97557712797152,1.683694442577688,5.020031181736266,5.168467260183833,25.47714498629528,43.09547633664178,147.20365567350964,-6.4826,0.6255,-0.21118,-0.18997,4.54,4.46,4.2,-0.25338,0.07169,138.5345125,113.19016999999998,83.71452750000002,65.74186750000001,23.7171775,2.656132500000004,0.08974,0.0,0.0,0.0,116.3013,173.2965375000001,69.80091250000001,39.4072,20.046965000000007,7.862244999999998,0.9097175000000004,0.01925,0.0,0.0,1.0074159012838892
react_432,1.6876043656908652,5.085167232908073,9.073200669216506,58.2365824254997,31.00253804647481,145.49641733035378,1.6568721899397585,2.862406466308045,2.722949043592458,12.848320990716529,45.61367221224446,149.96556944976967,-6.7628,0.223,-0.19264,-0.25507,4.78,4.2,3.66,-0.26442,0.06181,131.73304989747112,47.13002323991806,34.92243745727958,34.71055502392348,28.02253520164052,26.136421736158603,14.921030075187971,7.171370471633623,2.6405064935064906,0.2253021189336977,133.24668284347223,26.144815447710183,34.113159261790855,37.5624087491456,29.206720437457317,25.304243335611726,20.739475734791547,12.813821599453188,6.397837320574154,2.0840669856459324,1.9562757802859203
react_501,1.6746039162999926,6.977383512893663,3.929073476692808,19.42638641367713,13.301478229307596,145.93040507539732,1.6647804801648791,1.664831434865672,2.3544806626616364,5.651397530320094,67.18029069721578,148.99406732198506,-6.9064,0.2412,-0.22552,-0.18876,4.94,4.44,4.15,-0.2672,0.05865,131.746085106383,86.46334042553191,68.96065957446808,45.71123404255319,9.302212765957448,3.298744680851064,0.0731276595744681,0.0,0.0,0.0,115.92687234042552,49.61174468085106,62.36312765957449,69.38097872340425,36.71040425531916,9.70691489361702,1.7446382978723405,0.1107234042553191,0.0,0.0,1.0803798025380087
react_511,1.683274318117392,6.023183242273626,4.423211576095958,43.086834308879965,45.40427456147325,148.62005856351317,1.6648953299530818,1.6648997661297646,2.35435971382874,5.651720114790907,67.19076772081209,151.88807366124706,-6.4938,0.6907,-0.20825,-0.20458,4.94,4.19,4.14,-0.25348,0.07176,134.9341978021978,32.40012087912087,26.78873626373626,24.58542857142857,7.984197802197808,3.4060219780219785,0.2531978021978022,0.0,0.0,0.0,116.81667032967036,22.089802197802204,33.71527472527474,29.952747252747265,18.62439560439561,6.6289010989011015,2.355296703296704,0.1688131868131868,0.0,0.0,1.4077937514998569
react_523,1.683542395692592,5.082384861758665,3.713720675084884,30.92266800511792,20.579537305101752,149.06697049358024,1.664796261160724,1.6648559701627117,2.354472231920175,5.651274669844408,67.36696911665805,153.14475449532475,-6.454,0.6919,-0.21022,-0.205,4.71,4.16,4.12,-0.25435,0.0709,134.6584358974359,34.48170512820513,21.868769230769235,2.5727051282051288,0.0198461538461538,0.0,0.0,0.0,0.0,0.0,116.80476923076922,22.895512820512824,30.43942307692306,17.345307692307696,6.076679487179486,0.0397692307692307,0.0,0.0,0.0,0.0,1.25534010539947
react_574,1.6833506216777545,7.687921414792639,3.715955137062109,39.2392045567735,37.53049432860874,146.12243081677968,3.0024709388267548,3.002654108876252,6.936503322933247,19.217522640487427,39.657325914347815,148.10417148287405,-6.1383,-0.7237,-0.13066,-0.3031,4.98,4.73,4.36,-0.26302,0.14191,143.12823255813956,73.74485581395342,25.981111627906973,125.6567209302326,70.3256511627907,46.951237209302334,5.3250697674418594,0.0593581395348837,0.0,0.0,152.32328372093022,28.267451162790696,145.1844837209303,99.58902325581396,38.93905116279068,19.95890232558139,5.356790697674418,1.493893023255814,0.0593581395348837,0.0,2.1861892170917407
react_592,1.6838693167225371,5.019948648988256,5.168514434188765,25.477293937864484,43.24773008862228,140.0613904625694,1.7083737088418072,4.935361477734632,3.723169920122804,0.1418107716564515,46.850478440918096,147.37282996731798,-6.0972,0.6362,-0.20295,-0.21982,6.59,4.6,3.51,-0.2512,0.07277,115.2895405405406,185.3224504504504,77.14235135135131,61.42731531531531,7.899630630630633,0.8937927927927927,0.0,0.0,0.0,0.0,157.90270270270275,115.53566666666666,111.1343063063064,48.27707207207208,14.467909909909904,0.6574234234234234,0.0,0.0,0.0,0.0,0.8590407874590303
react_600,1.6763241136286189,8.24023563118596,7.381358472745075,100.20676627326309,28.167999399069146,139.85654482823728,1.6898151725738817,6.046922022758944,6.753543547894938,67.25909910780366,35.254164008461856,150.0412938411865,-6.5981,0.4005,-0.19489,-0.22091,4.78,3.7,3.68,-0.25753,0.07085,132.65200357142854,56.28443035714285,147.4948589285715,106.38411071428568,92.4031375,57.67712500000001,21.91398214285713,15.952605357142868,9.481725,13.707294642857155,131.86760357142862,93.39983928571436,122.12601607142857,124.46499821428576,78.7012446428571,35.858926785714296,20.74029107142857,13.712987499999995,12.992791071428568,20.08657500000001,1.5981284553068844
react_629,1.6563476661876084,7.42662152708665,4.941583169572154,58.25864475677599,33.54577092238113,149.45976148897256,2.0039371225291176,4.899633928916776,5.260737769527805,35.914493316874974,13.663422867234184,147.38182318202388,-6.9278,-0.4182,-0.16662,-0.64898,5.81,5.06,4.96,-0.28197,0.03873,247.7750524193549,162.78506249999998,98.48268145161296,115.65990524193532,55.4088064516129,9.054175403225804,0.300875,0.0,0.0,0.0,233.610010080645,106.54956451612904,179.88162298387098,81.29432862903222,65.0884758064516,19.569848790322588,3.3962278225806446,0.0764798387096774,0.0,0.0,0.4541474666266404
react_630,1.6834687217034918,8.649305212300861,3.716226811167192,54.07640107090961,31.695815465150822,146.02821039551125,2.011117666900566,5.157618169445126,4.523257737287197,46.85662882957136,0.9786918175256644,153.99633655153798,-7.1124,-0.4338,-0.12994,-0.62569,5.65,5.59,4.79,-0.28036,0.04171,252.937225862069,77.93264741379318,80.92920431034477,78.02606724137935,42.897676724137945,19.847981034482785,6.596780172413796,1.6665732758620686,0.1296189655172414,0.0,234.58301379310387,103.56294827586215,89.36341551724131,78.2223663793103,24.40749137931038,12.56878534482759,11.33249224137932,5.096825000000004,1.6321543103448273,0.1942827586206896,1.4469386187442725
react_638,1.6821871485093267,3.0920313038406952,3.695082903065036,19.07946282574935,56.11363918627352,147.3027978397963,1.6822036781439955,3.092054210527106,3.695095936132722,10.824738234327665,55.74121959553185,147.88778030182178,-6.4968,0.7112,-0.22261,-0.20376,4.66,4.57,4.46,-0.2531,0.07219,135.4955,29.597944444444447,10.90555555555556,0.7215555555555555,0.0,0.0,0.0,0.0,0.0,0.0,135.6428888888889,29.31055555555556,11.045111111111108,0.722,0.0,0.0,0.0,0.0,0.0,0.0,1.80022089069684
react_640,3.129605656734262,3.129800906675462,3.629222545771681,30.785214558610743,56.12560949415322,146.83825584294485,1.6566918641318007,2.862536718240916,2.722838564894189,12.847127235960825,30.52880943649909,148.69128390029013,-6.6539,0.5458,-0.22108,-0.25111,5.14,4.62,3.69,-0.26053,0.0673,171.03813333333335,43.40586666666668,6.260866666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.045,61.5684,26.7466,2.3448666666666664,0.0,0.0,0.0,0.0,0.0,0.0,1.0317674470834415
